Col,Dx,Dy,Dz
94, 1.74694562419e-05, -1.08010148651e-05, -2.27669264913e-05
95, 2.33370170076e-05, -1.02216132232e-05, -2.77505524151e-05
96, 4.63057208432e-06, -1.37992406534e-05, -1.39387762532e-05
97, 1.7626226112e-05, -7.76921978548e-06, -1.79161885839e-05
98, 1.9087649728e-05, -6.32867369153e-06, -1.79431282691e-05
99, 7.28723534737e-06, -1.22318628288e-05, -2.3435469124e-05
100, 2.01924917222e-05, -1.01931246778e-05, -1.27540723245e-05
101, 4.79940459205e-06, -1.77095732167e-05, -1.17257600461e-05
102, 2.01226429747e-05, -1.1036695963e-05, -1.48796886977e-05
103, 2.27250047574e-05, -8.01265214272e-06, -2.37461217361e-05
104, 1.8767419219e-05, -1.17632463325e-05, -2.03870871254e-05
105, 2.89082523267e-05, -3.3137182171e-05, -2.81497870568e-05
106, 3.96107938578e-05, -5.08257949602e-05, -2.46648522659e-05
107, 3.23688211311e-05, -1.31154497608e-05, -1.07680733002e-05
108, 2.06527271026e-05, -6.94333882944e-06, -1.49942282725e-05
109, 1.90950687352e-05, -1.31320270695e-05, -2.34049530139e-05
110, 2.9314091739e-06, -2.63307679649e-05, -2.04408352341e-05
111, -1.74639610769e-06, -9.18295472425e-06, -1.16226829027e-05
112, 6.32194201177e-05, 7.7659983871e-06, 3.33475863528e-05
113, 1.50698959517e-05, -7.1512013072e-06, -2.71477088391e-05
114, 1.38024737909e-05, -2.34003742093e-06, -1.91767878568e-05
115, 2.43080687186e-05, -2.05108335952e-06, -2.04678215087e-05
116, 1.26354039595e-05, -5.01056959472e-06, -1.2963693486e-05
117, 2.34322308771e-05, -9.54041504853e-06, -1.33759564153e-05
118, 5.09931294337e-05, -3.50321987629e-05, -3.06599756179e-05
119, 8.72798307634e-05, 4.98245310392e-06, -3.96762298492e-05
120, 0.000300595478364, -8.92786337439e-05, -0.000266275850304
121, 2.08828029294e-05, -1.26602324802e-05, -2.12767795449e-05
122, 2.59092641599e-05, -5.28112755165e-06, -1.68028789899e-05
123, 1.37741465921e-05, -1.38130402102e-05, -2.94206423347e-05
124, 3.58772441741e-05, -1.63337793775e-05, -2.64261450979e-05
125, 2.14777033521e-05, -3.43777497194e-05, -3.73751182887e-05
126, 1.7061079414e-05, -6.70076200814e-06, -1.61440942484e-05
127, 1.945612371e-05, -1.77424641454e-05, -2.45398729583e-05
128, 1.85686507589e-05, -8.90417224694e-06, -5.42078799927e-06
129, 3.42325900789e-05, -3.45799465366e-05, -1.19021236355e-05
130, 8.11249438439e-05, 1.0401538581e-05, -0.000130106835795
131, 1.86490577972e-05, -9.11536338706e-06, -2.5730124002e-05
132, 1.56032107566e-05, -8.64875237969e-06, -1.73333607853e-05
133, 2.16077221916e-05, -8.5881190261e-06, -2.0730127556e-05
134, 5.02872429712e-05, -5.45004276755e-06, -2.55143150769e-05
135, 2.42296723662e-05, -8.75922823821e-06, -1.94517677551e-05
136, 1.9739232645e-05, -1.05394626008e-05, -2.93107157954e-05
137, 2.18270896693e-05, -5.34498318358e-06, -1.23849302092e-05
138, 1.53760192756e-05, -6.53634847226e-06, -1.59293902961e-05
139, 1.51915475291e-05, -2.73157044875e-06, -2.38278931649e-05
140, 1.74913110317e-05, -1.39484224443e-05, -2.35892006505e-05
141, 2.23939861219e-05, -2.84406899442e-06, -1.49855428011e-06
142, 1.73243836344e-05, -5.60553363149e-06, -4.87555040172e-06
143, 1.60971440892e-05, -1.395204456e-05, -6.03756945149e-06
144, 1.92349201121e-05, -3.61238143795e-05, -6.90067352921e-05
145, 2.05703432591e-05, -3.2388010364e-06, -2.47067536956e-05
146, 1.18756567693e-05, 4.13118002868e-06, -6.88900739015e-06
147, -8.74154968799e-05, -4.1980772742e-05, 1.13537415065e-05
148, 1.80074712935e-05, -1.65612999079e-05, -1.92205801533e-05
149, 1.83820232398e-05, -7.04228802152e-07, -1.23734222028e-05
150, -0.000181261264908, -3.60909504819e-05, -0.000164565973271
151, 1.83209356531e-05, -1.06555351443e-05, -1.34854861037e-05
152, 1.64305373802e-05, -9.84523136233e-06, -2.16788164156e-05
153, 1.90962835139e-05, -1.88278415074e-05, -2.47438107365e-05
154, 2.23050860268e-05, -1.46912587976e-05, -1.9326237617e-05
155, 2.23013883536e-05, 1.18704299426e-06, -2.54811213579e-05
156, 1.75096714865e-05, -3.77599520284e-06, -2.55957994254e-05
157, 2.00493823159e-05, -2.72794502637e-06, -1.5947415255e-05
158, 7.85628925724e-06, 1.01839303194e-05, -1.96229636109e-05
159, 1.63898643326e-05, -5.76594807776e-05, -9.64227841721e-05
160, -9.63417476429e-07, -7.06542836956e-06, -1.49641459401e-05
161, 1.31767783459e-05, -6.02916571331e-05, -0.000103712615262
162, 3.51517004772e-05, -6.18453273198e-06, -2.96983608595e-05
163, 1.60925403919e-05, -9.41450312738e-06, -2.05811354714e-05
164, 1.88420751676e-05, -1.16533984059e-05, -1.47985552311e-05
165, 1.03685194868e-05, -6.4993781938e-07, -1.94874748437e-05
166, -0.00014896481683, 0.000266997925048, -5.92549714139e-05
167, 1.94775903517e-05, -6.57969248154e-06, -2.01055747227e-05
168, 3.28290448321e-05, -9.10613917213e-06, -2.17157311698e-05
169, 4.6109899455e-05, -2.01333656654e-05, -6.05609028997e-05
170, 1.02041020636e-05, -1.42324669879e-05, -1.58925020693e-05
171, 1.57360077752e-05, -4.53982026003e-06, -2.39181810911e-05
172, 3.20855070353e-05, -3.29221739972e-05, -2.38892929153e-05
173, 1.68033950829e-05, 2.27124135242e-06, 1.64718837325e-07
174, 5.67281839999e-06, 3.02861139485e-05, -1.43363849369e-05
175, 2.03062047369e-05, -3.23306092263e-06, -1.37322175435e-05
176, 1.79172432178e-05, -8.28642681691e-06, -2.20321499679e-05
177, -9.00931705085e-05, 1.88652888221e-05, 6.46100112019e-05
178, 2.24105511951e-05, -2.43913846933e-05, -4.13653898436e-06
179, 1.46633270912e-05, -1.13258340615e-05, -1.81355421921e-05
180, 2.15522427622e-05, -1.98714700641e-05, -1.57379293453e-05
181, 3.08384341715e-05, -4.76754441569e-06, -2.62619761183e-05
182, 6.88791476387e-06, -8.69840966113e-06, -2.29776224429e-05
183, -1.76502328207e-05, 1.07932219016e-06, -3.21582958319e-06
184, 2.11423241789e-05, -1.17060143931e-05, -1.396658178e-05
185, 2.48660385794e-05, -1.59267579357e-05, -1.9647462025e-05
186, 2.91813069741e-05, -2.59165055519e-06, -2.14475839296e-05
187, 2.68340553028e-05, -2.252075582e-05, -2.06103554406e-05
188, 1.72891837258e-05, -8.49348090108e-06, -1.40192883477e-05
189, 1.81427888768e-05, -1.72629202843e-05, -3.51373220239e-05
190, 1.86171155216e-05, -1.25417376758e-05, -2.40445377884e-05
191, -9.26566449917e-06, 2.68055982463e-05, -2.35348166883e-05
192, 1.12258579762e-05, -3.87972222729e-06, -1.13494681538e-05
193, 1.2526047391e-05, -1.7252462191e-05, -2.3389198635e-05
194, 2.55988654916e-05, -1.64644343289e-06, -3.39845825578e-05
195, 2.15519967199e-05, -1.31159787041e-05, -2.02093779911e-05
196, 1.74207221758e-05, -1.19977608569e-05, -1.95172929568e-05
197, 3.87523095683e-05, -1.33876482334e-05, -4.82427089748e-05
198, 2.0144013613e-05, -5.74163716401e-06, -9.33348703095e-06
199, 0.000108290556444, 6.55810030662e-05, 1.69750543703e-05
200, 2.98056515601e-05, -1.81974458564e-05, -2.12648355798e-05
201, 2.22209525947e-05, -2.01352348265e-05, -1.41374182673e-05
202, 4.68082119997e-06, -6.86434138437e-06, 3.45577710238e-06
203, 1.94586136299e-05, -1.58714795733e-05, -2.73847874563e-05
204, 3.91633061509e-05, -9.0162553797e-06, -2.93792090287e-05
205, 7.0766729183e-06, -1.50979386355e-05, -2.56048975987e-05
206, 1.53572001034e-05, -6.53870555286e-06, -1.69067614925e-05
207, 6.33489656339e-06, -1.07633817262e-05, -1.99922619307e-05
208, 1.07220530803e-05, -9.78737199996e-06, -2.14614031777e-05
209, 1.45731362528e-05, 4.05839768058e-06, 5.19807129212e-07
210, 0.000164287671172, -0.00011421275812, -0.000100998605535
211, 2.27074809482e-05, -1.18756646053e-05, -2.04321038307e-05
212, 2.25287271048e-05, -1.42284704135e-05, -1.61123352184e-05
213, 2.05681755885e-05, -1.02879237222e-05, -2.80393484367e-05
214, -5.95272544162e-07, -3.75613873637e-05, -3.02376197256e-05
215, 1.48463299497e-05, -1.09198617852e-05, -2.74672695345e-05
216, 1.99001827321e-05, -1.10345448057e-05, -2.72104710063e-05
217, 2.36328392897e-05, -9.81651318839e-06, -2.02519156734e-05
218, -1.97196088113e-05, -2.22243962088e-05, -4.28910517159e-05
219, 1.76089791399e-05, -3.10219891485e-06, -7.83149342627e-06
220, 2.31707645389e-05, -1.2584243943e-05, -2.02151971923e-05
221, 0.000165259889526, -0.000110356278117, -9.61015854477e-05
222, 3.01090924716e-05, -4.30420329075e-06, -1.89560100075e-05
223, 1.74376515123e-05, -9.2497065238e-06, -2.10518475398e-05
224, 2.3242549011e-05, -9.32886822877e-06, -2.22924966157e-05
225, 1.30354284194e-05, -9.6348821869e-06, -2.14388880023e-05
226, 1.20632171469e-05, -1.25735935088e-05, -1.2385476519e-05
227, 1.26445372645e-05, -3.82413529131e-06, -2.3972112402e-05
228, 9.99454514834e-06, -1.2785209993e-05, -2.10031677708e-05
229, 1.83595337043e-05, -6.67363893625e-06, -1.9544392294e-05
230, 1.5607278373e-05, -3.793757628e-06, -2.08453047439e-05
231, 2.26637526894e-05, -3.30425751594e-06, -2.05364867612e-05
232, 1.5054419858e-05, -1.59774570387e-05, -2.00065744055e-05
233, 2.65200500425e-05, -1.64718730856e-05, -3.75941968222e-05
234, 0.000101133455168, -2.26336769692e-06, -7.5877543937e-05
235, 1.27559282854e-05, -8.07810247095e-06, -1.07693906336e-05
236, 1.59893995406e-05, -1.41653351067e-05, -2.34421136319e-05
237, 1.29210721763e-05, 1.24688118616e-05, -1.33936600205e-05
238, -1.47314727859e-05, 2.0443133476e-05, -2.58894711383e-05
239, 5.6721559415e-05, -1.17243913945e-05, -3.25302530816e-05
240, 1.79854084174e-05, -4.59977898506e-06, -1.61130870713e-05
241, 2.09728100087e-05, -8.20148982194e-06, -1.53047534135e-05
242, 2.52466281328e-05, -1.28674364957e-05, -2.81694253863e-05
243, 1.63685934014e-05, -2.07120366439e-05, -1.91565883849e-05
244, 2.390366049e-05, -1.2102372947e-05, -1.88219079352e-05
245, 5.96836850542e-06, -1.02423092478e-05, -1.48987284147e-06
246, 2.09843155762e-06, 9.91717855343e-07, -1.97912826974e-05
247, 8.74081754596e-06, -8.34179955615e-06, -2.18186486915e-05
248, 2.71416022842e-06, -8.73721022562e-06, -1.18838296556e-05
249, -1.2603329358e-06, -8.17939050383e-06, -3.327184847e-05
250, 2.28226178981e-05, -1.91704248787e-05, -2.42953809551e-05
251, 1.07139042788e-05, 1.80437409194e-06, -2.1081336148e-05
252, 1.24500267684e-05, -6.63281752705e-07, -8.69966053821e-06
253, 1.40884826208e-05, -7.58274152742e-06, -3.72266155947e-06
254, 6.6481638062e-05, -1.52737717128e-05, -8.75090387594e-05
255, 1.7231488765e-05, -1.26714269716e-05, -2.91072176599e-05
256, 1.43777486706e-05, -1.54453347986e-05, -2.45198786209e-05
257, 1.0891480327e-05, 1.05589478923e-06, -9.65407372139e-06
258, 1.07306064245e-05, -1.11054473457e-05, -2.33078250936e-05
259, 2.22286390982e-05, -8.66675017314e-06, -1.48028212038e-05
260, 2.42688322208e-05, -5.32249622713e-06, -1.77453599077e-05
261, 2.17925969067e-05, -2.05808842628e-05, -1.57780179382e-05
262, -2.67433546803e-05, 1.62371528812e-06, 7.73465647441e-06
263, 1.56135433967e-05, -1.71317460349e-05, -2.4374423476e-05
264, 2.31096024602e-05, -7.58572786303e-06, -1.66572849188e-05
265, 3.60761412101e-05, 1.17807685447e-05, 8.40670989961e-08
266, 2.24176976177e-05, -9.46203195098e-06, -1.83407426226e-05
267, 1.80415786439e-05, -1.01018578383e-05, -1.73539683868e-05
268, 1.49251183516e-05, -1.02529650755e-05, -2.36850870355e-05
269, 5.20433024687e-06, -2.07274191362e-05, -2.21759167251e-05
270, -2.63174741332e-05, 6.1233147173e-06, 1.52631277075e-05
271, 1.01867794104e-05, -1.16466648276e-05, -6.97004489423e-06
272, 1.77313739749e-05, -6.1115727217e-06, -2.22432104872e-05
273, 1.8184971834e-05, -1.29662897077e-05, -2.08557588675e-05
274, 2.86265873777e-05, 7.63881850496e-06, 2.71609613777e-06
275, 2.0103920385e-05, -6.26283515845e-06, -2.0898785571e-05
276, 2.19825798996e-06, -1.4894339733e-05, 1.29019102577e-05
277, 1.88208882707e-05, -3.92248312913e-06, -2.35919689976e-05
278, 9.41315355754e-06, -1.2968557404e-05, -2.81559326654e-05
279, 1.80693300402e-05, -1.03100976961e-05, -1.15549411858e-05
280, 2.16013369657e-05, -1.14464731077e-05, -1.91847365158e-05
281, 1.20563548187e-05, 1.21412486072e-05, -9.51958780887e-06
282, 2.1797348931e-05, -2.93161144689e-06, -7.20740186666e-06
283, 2.33517440235e-05, -1.24728340351e-05, -3.01626805267e-05
284, 2.28855735911e-05, -1.07396520981e-05, -2.27032907347e-05
285, 1.99590283105e-05, -9.13904528009e-06, -1.07316942916e-05
286, -2.5062540321e-05, -1.13907174178e-06, 4.98632166404e-05
287, 3.78898729992e-05, -1.17562773879e-05, -2.07365708972e-05
288, 1.9546731445e-05, -7.97563086088e-06, -1.22366319277e-05
289, -0.000448001975741, -2.71260381577e-05, 2.74968608043e-05
290, 1.72751310057e-05, -9.34509033495e-06, -1.17822228533e-05
291, 1.557576077e-05, -1.07774484995e-05, -1.84207595326e-05
292, 1.43767679154e-05, 5.47463530602e-06, 8.41307870468e-06
293, 3.15554279737e-05, -3.19466986004e-05, -3.98734928936e-06
294, -5.63631620485e-05, 2.5571237679e-05, 1.33853336134e-05
295, 2.81392998568e-05, -1.49846166787e-05, -2.51721797443e-05
296, 2.19297513607e-05, -4.56276159305e-06, -1.77641672829e-05
297, 8.28637535225e-06, 1.19560454805e-06, -9.40787840861e-06
298, 1.71955308882e-05, -5.40074498875e-06, -1.84244720347e-05
299, 2.83261944012e-05, -6.45714657264e-06, -1.08085380085e-05
300, 1.7434906177e-05, -4.80304492352e-06, -1.28571591226e-05
301, 2.2854116653e-05, -1.35329815908e-05, -2.39469950234e-05
302, 2.26305239772e-05, -7.74788593988e-06, -2.37506074516e-05
303, 2.73568438619e-05, -1.15011677966e-05, -2.52581245234e-05
304, 1.35932237227e-05, -1.87450787539e-05, -2.99924326703e-05
305, 1.6633167098e-05, -7.93431877976e-06, -1.25979119046e-05
306, 2.9085284817e-05, -1.38645824022e-05, -1.71638126614e-05
307, 2.10700040867e-05, -6.21583436419e-06, -1.66768716483e-05
308, 4.64361146922e-05, -2.10468212547e-05, -7.29470516937e-05
309, 2.69288573656e-05, -8.36272426974e-06, -2.06651242963e-05
310, 2.02710144153e-05, -1.28302155188e-06, -1.95515178782e-05
311, 1.29837938866e-05, -4.43173798721e-06, -2.93188215251e-05
312, 6.40759325033e-06, -1.67858708388e-05, -2.14516456644e-05
313, -4.77109102712e-06, -1.25218222645e-05, -3.2954133269e-05
314, 3.90132395171e-05, -1.64964666041e-05, -2.22561586591e-05
315, 1.74670464071e-05, -8.56951923344e-06, -7.35542267126e-06
316, 2.46552964319e-05, -9.08240994298e-06, -1.59792352668e-05
317, 2.45650833574e-05, -1.39684024147e-05, -1.23734255072e-05
318, 1.24954856753e-05, -2.01045943183e-05, -2.55397842379e-05
319, 6.79919215267e-06, -9.26883480477e-06, -1.4840059359e-05
320, 1.26986677949e-05, -1.5246178281e-05, -2.28831311794e-05
321, 1.45842469608e-05, 4.88692599082e-06, -2.38931007651e-05
322, 2.0251360118e-05, -4.44778255887e-05, -7.45768505807e-05
323, 2.11617527946e-05, -1.5162166525e-05, -2.39149492327e-05
324, 2.20944377874e-05, -2.66695584152e-05, -1.58029186011e-05
325, 1.4514021016e-05, -1.09064270931e-05, -1.45596915714e-05
326, 3.57022862501e-05, -6.21412586907e-05, -1.49481946366e-05
327, 2.164413936e-05, -1.40244542522e-05, -3.01839378511e-05
328, 1.45292559188e-05, -4.28853387691e-06, -7.83679962173e-06
329, 1.7738601445e-06, -1.99790118307e-05, -1.650702589e-06
330, 1.54314873632e-05, -2.01075602528e-06, -9.68284500003e-06
331, -7.7000263493e-06, -1.22307997847e-06, -3.07447360643e-05
332, 3.23055120315e-05, -9.85749256645e-06, -4.45767453492e-05
333, 7.07736786313e-06, -1.58110852354e-05, -2.71169920815e-05
334, 4.16347570826e-05, -2.73500466864e-05, -2.09869962885e-05
335, -3.33806553139e-05, -2.04583289362e-05, -6.57025492253e-06
336, 1.8846391617e-05, -2.61038078951e-06, -1.31497925118e-05
337, 2.00354538559e-05, -9.42623007241e-06, -2.24221960096e-05
338, 1.40486814474e-05, -6.9805084385e-06, -1.08546735964e-05
339, 2.19701572577e-05, 8.22476354454e-07, -1.30202918764e-06
340, 1.19931757518e-05, 1.66342138714e-05, 4.04531920346e-06
341, 2.34290229518e-05, -2.07374011618e-05, -2.3281718398e-05
342, 1.58127158118e-05, -1.44627616929e-05, -2.56319057605e-05
343, 2.40975801125e-05, -1.71238230423e-06, -2.32797141492e-05
344, -6.29349264864e-06, 4.71751170054e-06, -2.2908084677e-05
345, 1.27257580089e-05, -8.69452769498e-06, -2.12090019894e-05
346, 1.11317191218e-05, -5.1990680642e-06, -2.03179076005e-05
347, 1.79017211255e-05, -3.61709911225e-05, -5.77323629936e-05
348, 1.55416194185e-05, -1.01198433912e-05, -2.28770698413e-05
349, 3.12385064842e-05, -1.43876755238e-05, -3.54029496777e-05
350, 1.63264269595e-05, -1.89734450814e-05, -2.61916637816e-05
351, 1.62750750278e-05, -1.90526421241e-05, -1.82553643431e-05
352, 9.24496186108e-06, -4.62882216891e-06, -3.00618334588e-05
353, -1.40305885623e-05, -1.31569372393e-05, -1.94245516479e-05
354, -6.93362724169e-06, 1.21771758024e-06, -8.23422433964e-06
355, 3.71087299147e-05, -2.00931517859e-05, -2.64066296572e-05
356, 3.33448060762e-05, -1.51331739431e-05, -3.62212895756e-05
357, 1.05979082237e-05, 2.23391965597e-06, -1.2498276195e-06
358, 1.07591112672e-05, -2.39886747623e-08, -2.56380241739e-05
359, 1.36678437215e-05, -1.44605674888e-05, -2.04576868318e-05
360, -8.32623346132e-07, 1.04006761907e-05, -1.33665634852e-05
361, 1.03003109909e-05, -8.74919196465e-06, -1.70534953818e-05
362, 2.61410105585e-05, -8.58856634294e-06, -1.58067446053e-05
363, 0.00554475703924, 0.000758077187336, 0.00377187341008
364, 2.46702064979e-05, -1.29305769802e-05, -9.79696742857e-06
365, -0.000390460138468, 5.60033249512e-05, 0.000546207589858
366, 3.63900868169e-05, -3.11056921284e-05, -4.42891004618e-06
367, 4.39336725022e-05, 2.38247057809e-06, 1.3176279915e-06
368, 1.11115588739e-05, -2.30809856112e-05, -2.1760511915e-05
369, 1.90252031486e-05, -1.13625431832e-05, -1.73465283455e-05
370, 3.07063130026e-05, 9.07471211853e-06, -6.48273351507e-06
371, 3.9070367565e-05, -5.50163363814e-06, -7.47488943252e-06
372, 1.62150682811e-05, -5.51026272211e-06, -2.19514784266e-05
373, 3.77276870669e-06, -1.83744525009e-05, -7.47211722831e-06
374, 9.92475872665e-06, -2.3492027619e-05, -2.05113048035e-05
375, 2.03268025015e-05, -8.9289217518e-06, -3.08503912785e-05
376, 1.09101135862e-05, -4.61151973821e-06, -2.2678964285e-05
377, 1.56633593348e-05, -1.62478531519e-05, -1.98845008118e-05
378, 2.46948003332e-05, -2.45821018945e-05, -1.90293243849e-05
379, 2.05494334007e-05, -8.72146523238e-06, -2.78969884151e-05
380, 1.10116869253e-05, -1.45471298748e-05, -1.10346119346e-05
381, 2.56868890711e-05, -1.20862305722e-05, -2.27547915259e-05
382, 2.23245453389e-05, -1.42496860619e-05, -2.6577719552e-05
383, 1.77217499891e-05, -9.56122542715e-06, -1.62627332821e-05
384, 1.93042488602e-05, -8.20433269703e-06, -1.12708739706e-05
385, 5.85826374767e-06, -1.43782632902e-05, -3.29517136711e-05
386, 1.3202489151e-05, -1.42968059834e-05, -2.22443928397e-05
387, 2.58414591802e-05, -1.38863138156e-05, -1.292054834e-05
388, 6.69877925304e-06, -1.31428543067e-05, -1.44068987476e-05
389, 2.49264311053e-05, -1.42122192463e-05, -2.41515018873e-05
390, 4.08878252388e-05, -1.57470040647e-05, -2.72013241276e-05
391, 2.83583923748e-05, -1.31419875786e-05, -2.26439526982e-05
392, 1.96302468139e-05, -1.61820193704e-05, -2.75787711682e-05
393, 1.83391789654e-05, -2.30208936165e-05, -2.2552656483e-05
394, 1.7392291576e-05, -1.22001897349e-05, -1.17842529403e-05
395, 2.41373349277e-05, -9.36235991687e-06, -2.1108470808e-05
396, 4.41636711001e-06, -5.99455694611e-06, -6.27373252747e-06
397, 1.15091671218e-05, -1.89399386021e-06, -1.84798725981e-05
398, 2.54285506915e-05, -1.27704378655e-05, -3.29687438728e-05
399, 2.83525901451e-05, -1.28419312989e-05, -2.92691588777e-05
400, 1.37726956734e-05, -8.00481759557e-06, -1.39402957784e-05
