,names,meas,bootp50,bootsig,dboot,wsnt,dwa,ecf,eqd,bootmad
5852,2MFGC 10858,3,11.76688905394939,6.833519195550865,134.78215825839155,1.7068685906312293,135.35587678180676,10.311742762278612,10.452054304350355,13.325487402080327
5853,2MASX J13300526-3113531,3,15.918074840135105,9.345318242177676,199.158850658497,4.5451161863674905,200.0806841182789,14.655749482247478,15.344349905876657,18.4376209373035
5854,ESO 576- G 069,4,14.779403477684411,6.905836591208989,98.16157744364145,11.937181824122186,96.60539889866244,9.85031550612026,15.476596055730935,14.929356558449193
5855,NGC 5183,4,7.839542587085649,3.542546939994581,53.4768901045201,5.479160790276031,53.74814805691657,5.480399876881241,7.749579716101911,7.990651354148406
5856,NGC 5198,2,3.792685825835895,3.305728481763697,45.18164149119906,9.86612623101196,43.979994672207965,6.0614230682159995,11.579347840796705,6.776614072590403
5857,NGC 5184,7,8.916757711294874,3.360399990665093,59.50232584606197,5.333463752317312,61.09531054619996,3.6442325901600516,6.459587197992399,7.824834781272948
5858,MCG -02-34-060,3,5.608169432859147,3.49152623982495,50.154673888423474,4.221147865712205,48.704784110257656,3.8468996459736733,5.711105513856234,5.904290151506663
5859,ESO 576- G 072,2,6.589005460923387,5.818580489833154,59.497279856169065,11.78623207125256,59.22705018205784,12.65592019017145,17.294148787882328,12.642752627430397
5860,IC 4264,7,7.062283218398804,2.2934406196650237,44.79910597409252,6.6961792927122366,48.53327623532326,1.9608027482828938,6.977360857646815,6.114964711285915
5861,UGC 08498,4,14.723740651782617,6.994486693666376,110.22048178323146,1.746224082620651,109.75811319469909,11.191424668287523,11.326839128930843,15.064753022084572
5862,IC 4267,7,12.866120168377106,2.675262640108817,53.230962861048745,12.211835973429272,63.83192286687303,2.320892032141586,12.430425482130511,11.221233949950584
5863,NGC 5190,4,10.659677207088526,5.0821159715689825,74.07188264052614,6.739661703527525,73.22211566556732,7.466052100132214,10.058080027514405,10.728083835811354
5864,NGC 5182,5,10.172877815130104,3.6930005986299617,41.95425267424725,11.547307624733175,44.655696020676956,4.335970759762241,12.33454319420602,8.441583791272864
5865,LCSB S1920P,3,13.296077653886586,7.729922008850604,145.88281530006265,1.9698555268485636,146.3418096077207,11.349950620296704,11.519622818470637,15.104605064729936
5866,AGC 530478,3,17.096043199088037,10.648665279207288,167.2305743331303,6.0198702923139855,166.43895274630373,13.21216958032286,14.518962199671613,18.103098788432465
5867,ESO 577- G 001,8,17.771294889222535,5.719024494585731,92.84341792516015,15.228158372016937,95.83401469902596,5.351221868499196,16.14101554701976,14.8609781697774
5868,2MFGC 10870,4,9.241419617127413,4.704668607155097,66.7610266625999,2.258451633044987,65.9451703296246,5.070942463311266,5.551131528347793,8.34540730102336
5869,MCG -02-34-061,11,11.21689698988359,2.856655397522222,61.91185696504757,5.624323893124994,67.86138050925811,2.160354397597954,6.024960612153204,9.017297568788633
5870,ESO 383- G 008,3,12.813597814358227,7.147814362957507,149.3227780987655,7.423029976157292,150.54827528019283,11.177343513563738,13.417689147060127,14.576715170095786
5871,NGC 5188,9,4.853743619275031,1.4731468135631647,24.039087064953154,3.6234050301088,25.115796374590857,1.4553192035287268,3.9047430128469713,3.958780429314932
5872,2MASX J13313340-3156351,3,18.37250077408538,10.896638862306123,186.46584725896824,6.508183774290057,188.2838855394703,14.871418195482567,16.233161589316556,20.316812034069777
5873,UGC 08525,2,8.571494960677065,7.689073772947928,135.8465897104605,5.532007398663823,134.25943882165166,18.50394175044219,19.313181150774433,17.569214754635997
5874,IC 4275,6,10.554701777462737,4.2468986028126,54.95872113834684,8.79957226837149,54.36883340971623,4.282552444690872,9.786354149928375,9.078045992794141
5875,UGC 08516,2,1.5815594872566507,1.5132213959654315,23.436161912134295,2.6122858274152194,22.961639166992597,3.2244539297581425,4.149836188242513,3.1938594407309835
5876,NGC 5193,2,3.5281509563079907,3.1628322247906566,53.39002374826091,5.341920327539948,53.03704394085215,7.309686233687016,9.05359738561076,7.087772895971108
5877,IC 4276,4,18.757859206158308,9.0351712530547,136.9546956531767,7.606954751558655,136.43354658888418,13.911370325474365,15.855345626152385,19.11847209571965
5878,NGC 5216,2,4.183502193921465,3.6425141316201213,52.406886971591604,10.048991792575627,51.04563616910586,7.035225877430642,12.26689199405139,7.684719395546671
5879,ESO 509- G 045,7,9.206602309811922,3.566901539170578,46.57079936907211,18.802262076429955,61.429834148309375,2.3648542702381024,18.95039827840617,7.463637952514317
5880,ESO 509- G 044,12,20.310675487119337,5.634813723443657,99.89371825166604,12.853851809130836,99.81819559697746,4.878346107033636,13.748445987496416,15.190687899233557
5881,NGC 5218,4,7.557223129205659,3.6276258953400604,51.42106070992724,5.371540673678682,50.83330784233595,5.183189823500426,7.464509759885293,7.597173501213335
5882,NGC 5207,11,18.976280067032818,4.984814654120994,103.06301644581474,12.160868347400665,106.90659799041934,5.078333596168779,13.178626297030656,14.85327294730965
5883,ESO 021- G 003,9,5.977244798188591,1.8808719464259278,30.445868706742733,4.434178495395869,30.256839684767474,1.6515199467669333,4.731749894447109,4.904422012926504
5884,UGC 08521,4,5.9704211329749395,2.8021711064867536,40.61674036434944,4.496789000676078,40.79652158030241,4.159794521833775,6.125765403643829,6.038019475098256
5885,CGCG 073-021,3,9.878355310732205,5.812256667225188,96.0425096006054,5.7132224789077135,96.38290236239705,10.261250488703837,11.744537993698225,12.164259913360565
5886,ESO 509- G 052,3,16.514260920144192,8.975348159157361,181.1954410183777,15.547926340487487,183.02545578393517,13.303430188285246,20.462631020076667,18.34182706660199
5887,CGCG 017-017,4,10.333262637901033,5.3623845835866515,70.29005054042997,5.322266795319822,68.78027592684438,5.233418627158586,7.4642611401031775,9.057981012204126
5888,UGC 08527,4,12.936551532090743,6.12696489453836,98.73479618997293,5.011909135341812,98.25690000031392,9.462474101657618,10.70783121390433,13.257478972955331
5889,NGC 5211,5,9.406687638602852,3.661689206577582,49.847188534739765,7.5899521978050855,50.322147655517504,4.886170863885557,9.026740279638624,8.331734802414644
5890,MCG -03-35-003,2,7.976505558707017,7.83679915176457,54.41199341793254,11.918441287245063,53.16588336461702,16.547758917344055,20.393076469822972,15.989644460768245
5891,MRK 1355,5,16.193786821247766,7.211858476977399,112.22622176097775,9.467245279441972,109.51545628927472,7.2935826308092535,11.950944764894478,13.809671430708319
5892,UGC 08539,4,14.092763944519293,6.538456289047994,97.7453210493275,9.43855263179762,98.17813719709608,10.010678887719468,13.758632474786367,14.201481541421078
5893,ESO 509- G 057,2,3.982572757161096,3.3700084642684085,72.4041610891236,1.902262881269934,74.25959517028801,3.6742586627328544,4.137484838658,4.700230743096196
5894,UGC 08534,4,7.484988804806527,3.8884236252018916,50.000251990708456,3.8519324994493895,49.99824062036533,3.8468742487528504,5.443879633683338,6.661572082057647
5895,ESO 383- G 019,4,17.325338160651143,8.370719570688893,125.40701500066665,7.961092903566286,124.48196683950623,12.692734176045242,14.982806849284295,17.755688997394852
5896,NGC 5229,4,2.0644485038562723,0.8592373749797266,8.678528129719767,2.5075705062473213,8.367807839313992,0.9102367326970825,2.667665787416502,2.0416484149196443
5897,UGC 08543,3,13.028591985836707,7.641783962092783,100.03709657191433,13.446761608372245,100.05332476350515,11.932461000788344,17.977736878921345,15.47487423394154
5898,2MASX J13341140-3504023,3,16.98695919783695,9.716754355936077,184.99438946299185,5.523596835745077,186.63223812523262,14.372707608766428,15.397559742080736,18.99694671512389
5899,UGC 08554,3,8.535744331824958,5.116084466621472,96.31209635252375,0.7424682747496956,96.49170851252984,7.432730628488338,7.469721797676164,9.58160231889926
5900,NGC 5223,2,11.278214889592816,7.959364336727614,90.54697719147705,33.394656901030075,90.0526612587249,12.411262947533068,35.62643060271858,17.57219500878699
5901,AGC 530521,3,15.667300684431702,9.03081289245147,208.44806903015055,6.7848194438486935,209.53329368042267,14.843891099631787,16.320995002246494,18.43948266521719
