ICol,Dx,Dy,Dz
1780, 3.70920921426e-06, -1.8999513832e-05, -2.07040140317e-06
1781, 2.15658720856e-06, -1.82660005228e-05, -1.02778952925e-06
1782, 2.9750696256e-06, -2.07093727285e-05, -2.9096316516e-06
1783, 2.72669335408e-06, -1.89223869503e-05, -1.03593161354e-06
1784, 1.87812933294e-07, -1.76722842794e-05, -3.31559593543e-06
1785, -1.01348848561e-06, -2.11183283542e-05, 2.63992234232e-07
1786, -2.02692825329e-06, -1.92403752477e-05, -2.83144662781e-07
1787, -1.89670797426e-06, -1.7977839703e-05, -5.61648977989e-07
1788, 5.79263498992e-07, -1.96914316967e-05, 2.70126491785e-06
1789, 2.95021355294e-06, -1.93448114854e-05, -2.06068454914e-06
1790, -2.60288979591e-06, -1.97323628323e-05, -2.52655406622e-06
1791, 1.19598204815e-06, -1.70484438097e-05, -5.0897420911e-07
1792, -1.29783717909e-06, -1.84302670908e-05, -2.09837137234e-06
1793, 5.18412239947e-06, -1.89854321242e-05, -5.28045163154e-06
1794, -2.9241526345e-07, -2.14348880953e-05, 1.22885259397e-07
1795, 4.65037408104e-06, -1.94470218544e-05, -2.59163718445e-06
1796, 1.03496107804e-07, -1.72717206088e-05, -2.35846910426e-07
1797, -1.69565933817e-06, -1.92186912988e-05, -4.62618011173e-06
1798, -1.83737518396e-06, -1.92966507899e-05, -9.85963829378e-08
1799, 4.29396444501e-06, -1.69388700685e-05, -3.57482803381e-06
1800, -8.68303656112e-07, -1.85193398044e-05, 4.36626764927e-07
1801, 2.19085691372e-06, -1.98863916763e-05, 5.93728302386e-07
1802, -7.37778896759e-07, -1.88364503122e-05, -2.50700989442e-06
1803, 4.17909972175e-07, -1.78906606025e-05, -1.10141382913e-06
1804, 1.83890464113e-06, -2.02429211896e-05, -2.33347327903e-06
1805, -1.03796434772e-06, -1.88456020633e-05, 8.05216267038e-07
1806, 2.3378312796e-06, -1.98956559053e-05, -7.27281455917e-07
1807, -2.99799401913e-06, -2.02010072297e-05, -5.4624050766e-07
1808, -1.84362215251e-06, -1.80165302555e-05, -1.85585178755e-06
1809, -1.04740206984e-06, -1.8753989846e-05, -2.63867537187e-06
1810, -8.6558352636e-07, -1.95404477463e-05, 7.2205429615e-07
1811, 1.52920742238e-06, -2.09862563052e-05, -9.36422159311e-07
1812, 1.26069403876e-06, -1.68815788175e-05, -4.50402783072e-06
1813, -1.25013418216e-06, -1.81568181108e-05, -2.04187279767e-06
1814, 8.32465684691e-08, -1.87472853914e-05, -3.84796519579e-06
1815, 4.12236279161e-07, -1.95002322459e-05, 1.14806503726e-06
1816, 2.32495693224e-07, -1.7465923359e-05, -2.84362365398e-06
1817, 2.68570773645e-06, -1.94711461038e-05, 3.06493806047e-07
1818, 1.49492842801e-06, -1.90237658081e-05, 1.47647404475e-07
1819, -1.34510858363e-07, -1.88462873712e-05, -1.02679594336e-07
1820, -1.3467981219e-07, -1.88509919846e-05, -1.02304608099e-07
1821, -1.34002159376e-06, -1.77428013808e-05, -1.3541619927e-06
1822, -5.3218726658e-07, -1.92703195373e-05, -1.44326716294e-06
1823, -1.54331678729e-06, -1.56341395932e-05, -1.5087322144e-06
1824, 2.40272383787e-06, -1.77190838886e-05, -2.73812350757e-06
1825, 3.0607587796e-06, -1.85350665527e-05, -2.57862028476e-06
1826, 1.73674391543e-06, -1.81692671984e-05, -9.06361710441e-07
1827, -3.21634956898e-06, -2.26214007229e-05, 9.41981379295e-08
1828, 1.85211691897e-06, -1.92376102e-05, -3.7858257325e-06
1829, 3.28933584875e-06, -1.96479983031e-05, -4.61079541828e-06
1830, 8.30191355071e-07, -1.88627299628e-05, -1.91034777163e-06
1831, 9.53387519517e-07, -2.0744080826e-05, -2.17524404397e-06
1832, 2.33794851036e-06, -2.05120717663e-05, 2.41135664303e-07
1833, 3.05444224266e-06, -1.81950534642e-05, 1.90282388333e-07
1834, 1.52765664255e-06, -1.77381174923e-05, -2.33093652377e-07
1835, 2.25404191057e-06, -1.78322566364e-05, -3.79716561854e-06
1836, 3.92016290293e-06, -1.83183475802e-05, 3.63124644345e-07
1837, 1.23142961083e-06, -1.87537494422e-05, -6.72802204811e-07
1838, 4.84378766614e-06, -1.8382041632e-05, -1.12699752278e-06
1839, -1.14228976862e-06, -1.85933685118e-05, -1.28408355298e-06
1840, 4.23212469828e-06, -1.9432029552e-05, -3.09522410384e-06
1841, 2.64909405528e-07, -1.8847093201e-05, -3.2636407145e-06
1842, 8.03880146949e-07, -1.72518765083e-05, -1.62903958332e-06
1843, -9.9921539457e-07, -2.08788575256e-05, 3.09618604657e-07
1844, 4.34620397521e-06, -1.86205983856e-05, -1.09135313541e-06
1845, 2.3564436443e-06, -2.00473064728e-05, 1.32945266288e-06
1846, 6.50991551221e-07, -1.84239216326e-05, -7.91998642421e-07
1847, -1.28042819517e-07, -1.83368164818e-05, 5.65085553907e-07
1848, 4.27750046337e-06, -1.99683001453e-05, -1.05305362088e-06
1849, 8.92977804918e-07, -1.99561415165e-05, -1.09236975285e-06
1850, -1.58224174557e-06, -1.8166466591e-05, -2.7182959039e-08
1851, 2.21803549012e-06, -2.20986640428e-05, 1.32061450841e-07
1852, -1.00053476521e-06, -1.93696874356e-05, -6.09235272251e-07
1853, -2.89083861108e-06, -1.7397114917e-05, -3.94212259935e-07
1854, 1.312161934e-06, -1.76127248632e-05, -2.05182475946e-06
1855, 4.66500155708e-06, -2.08664981129e-05, -9.32016157638e-07
1856, -1.38595798963e-06, -1.55223736641e-05, -4.41765451985e-06
1857, -1.33377116323e-07, -1.66247315739e-05, -1.08383106006e-07
1858, 3.10033649641e-06, -1.80400501178e-05, -1.03915725741e-06
1859, 8.2650007009e-08, -1.76374126312e-05, -2.03688949102e-06
1860, -2.80206751601e-06, -1.9013737739e-05, -2.87725719479e-07
1861, 4.9778047469e-06, -1.98246452403e-05, -4.22164629302e-06
1862, -1.35039435421e-07, -1.7620800102e-05, -1.05795095754e-07
1863, -1.25968715764e-06, -1.82320631556e-05, -7.71942693867e-07
1864, 1.32850465908e-07, -2.04016235122e-05, -1.30749405323e-06
1865, -2.07393578738e-06, -1.98571176346e-05, -7.1627599362e-07
1866, 4.18761217538e-06, -1.87185453678e-05, -1.61632741483e-06
1867, -1.65319984547e-06, -1.7276841018e-05, -3.93713913707e-06
1868, -1.94112602764e-06, -1.78931357161e-05, -2.46297697638e-06
1869, -1.44335379882e-06, -1.64641906409e-05, -5.25869154219e-06
1870, 7.24356495683e-07, -1.69236194901e-05, -2.22908955691e-06
1871, 3.53772954326e-06, -1.98777155572e-05, 1.50477579059e-06
1872, -5.69983604585e-08, -1.88494542772e-05, -2.05295940028e-06
1873, 4.66143239282e-06, -2.14414414404e-05, -8.86597831334e-07
1874, 3.19239170736e-06, -1.62567218312e-05, -1.72669403702e-06
1875, 2.61232351588e-06, -1.72937203655e-05, -2.52608334042e-06
1876, 4.654906357e-07, -1.93253934769e-05, 6.34170272498e-08
1877, 3.00730544999e-06, -1.97048405124e-05, -7.92252881574e-07
1878, 1.01813873125e-06, -2.05432056211e-05, 3.45349803682e-06
1879, -1.41458548274e-07, -1.79839010806e-05, -1.05430980408e-07
1880, 2.75978302939e-06, -1.89779699764e-05, -4.11093495936e-07
1881, 1.12476857376e-06, -1.80049419507e-05, -1.8079275658e-06
1882, 2.51570142323e-07, -2.09737854585e-05, -7.98916624924e-07
1883, 2.29120824071e-06, -1.93282771387e-05, -2.26012451112e-06
1884, 2.70606699706e-06, -2.06846314255e-05, -2.67897142262e-06
1885, 2.68622291749e-06, -1.90610167728e-05, -2.21881313822e-06
1886, 9.3522435572e-07, -1.81262157954e-05, -1.20830584313e-06
1887, 2.20478785569e-06, -2.00956192052e-05, 1.85821025238e-06
1888, 2.21060269439e-06, -1.8102799183e-05, 8.83808256209e-07
1889, -1.06198065627e-06, -1.78282076566e-05, -1.83157915883e-06
1890, 4.5872242523e-06, -1.93348282641e-05, -4.13070638287e-07
1891, 5.05715417361e-07, -2.21520146566e-05, -9.24882848645e-07
1892, 2.44611857097e-06, -1.96739910091e-05, -1.3361380474e-06
1893, -1.89551271065e-07, -1.86835811666e-05, -5.45932762053e-07
1894, 2.25105041256e-06, -1.92900796368e-05, -2.37580000614e-06
1895, 6.50309617652e-07, -1.81058086541e-05, -1.97717603154e-06
1896, -1.41390720135e-07, -1.7994459555e-05, -1.04030879696e-07
1897, 3.5411265148e-07, -1.94302938167e-05, -2.41095996914e-06
1898, -1.61910710798e-06, -1.76802346611e-05, -3.01552704345e-06
1899, 3.80739405035e-06, -1.8733724303e-05, -2.06272188763e-06
1900, 3.49758722338e-06, -1.95469728133e-05, 1.31523787012e-07
1901, -1.31860667595e-07, -1.80414107801e-05, -1.06303850223e-07
1902, 4.65682073381e-06, -1.87865835949e-05, -4.32526058059e-06
1903, -1.47576229993e-06, -2.02608465887e-05, 4.56121054856e-07
1904, 4.46405673707e-06, -1.93352616775e-05, -1.01689659411e-06
1905, 7.21327561513e-06, -1.85684514434e-05, -3.21145421429e-06
1906, 1.96174441158e-07, -1.90019096456e-05, -2.2352963091e-06
1907, 2.99683280722e-06, -1.90816049357e-05, -2.84913663292e-06
1908, -1.58645879294e-07, -1.8555992885e-05, -4.20846931139e-06
1909, -5.35458061614e-07, -1.81861174019e-05, -1.46196908937e-07
1910, -6.38984902859e-07, -2.03779324827e-05, -6.75919158933e-07
1911, -1.80653690623e-06, -1.90584158223e-05, -3.92262063971e-06
1912, 3.79703960545e-06, -1.99624846471e-05, -2.19418786885e-06
1913, 1.67394415497e-07, -1.99286797828e-05, 4.30924507281e-07
1914, 2.70480307969e-06, -1.63855799739e-05, -1.82527274129e-07
1915, 3.33795665383e-06, -1.70830453721e-05, -2.57333416693e-06
1916, 1.05995755817e-06, -1.98589867544e-05, -3.79164500459e-06
1917, 2.024551523e-07, -2.04412301913e-05, -5.12564889783e-07
1918, 1.11399060777e-06, -1.87372865355e-05, -1.19420383011e-06
1919, 3.46206612627e-07, -1.79164765905e-05, 1.48740315938e-06
1920, 1.18544390658e-06, -1.95517551594e-05, -4.33240425189e-07
1921, 1.00822088721e-06, -1.88511893463e-05, -1.57337103371e-06
1922, 5.2647371543e-06, -2.22743798181e-05, -9.32671490886e-07
1923, 2.47259088254e-06, -1.9561621058e-05, -1.25814193835e-06
1924, 1.21398457374e-06, -1.87365137426e-05, -9.10652627346e-07
1925, -1.34339159418e-06, -1.83603597857e-05, -1.25325164326e-06
1926, 4.22146374969e-06, -1.84988861466e-05, -2.68140783975e-06
1927, 4.47066477337e-06, -1.81780242017e-05, -1.87890186776e-06
1928, 5.40031319462e-06, -1.79297017413e-05, -1.95239738671e-06
1929, 1.90343105887e-06, -1.92997295003e-05, -2.51243844154e-06
1930, 4.28389869041e-06, -1.80684266226e-05, -1.86243987567e-06
1931, 9.82846303319e-07, -2.06825911896e-05, 9.64035316687e-07
1932, 2.9588518861e-06, -1.93692914613e-05, -7.71210863683e-07
1933, -2.46897382223e-06, -1.99782040659e-05, 3.14021805544e-06
1934, -1.17921396408e-06, -1.74811216562e-05, -2.0324517316e-06
1935, 2.13984874269e-06, -1.92222323158e-05, -2.54859949534e-06
1936, 2.79378256903e-06, -1.99426906992e-05, -9.3327748736e-07
1937, 7.94774771997e-07, -1.7666207059e-05, -1.57507838173e-06
1938, 1.29049451588e-06, -1.76555524906e-05, -2.78838759802e-06
1939, -2.11132612897e-06, -1.93719967396e-05, -4.31023359594e-07
1940, -5.17714658401e-07, -1.95987560782e-05, -2.46532807778e-06
1941, 1.56681813472e-06, -1.79145508502e-05, -1.82981661338e-07
1942, 2.41599027227e-06, -1.8359375807e-05, 1.53700723851e-06
1943, 3.8066072909e-08, -1.77743867465e-05, -1.34072268037e-06
1944, -4.34279683006e-07, -1.90483565732e-05, -2.76178255409e-07
1945, 3.37241084453e-07, -1.92756129179e-05, -9.23718930324e-07
1946, 3.74317663377e-06, -2.08173981105e-05, -7.69632265264e-07
1947, 1.11351818563e-06, -1.92973808699e-05, -1.00334679713e-06
1948, 5.73832179393e-08, -1.94701782967e-05, -2.02405755844e-07
1949, 2.02686546316e-06, -1.59820423668e-05, -2.77130763589e-06
1950, 7.44614842843e-07, -1.63051701316e-05, -3.60533187094e-06
1951, 1.25927152676e-06, -2.10415072872e-05, -1.74253490132e-06
1952, -9.85975058646e-07, -2.04612613768e-05, 2.13601761804e-06
1953, 4.69602783918e-06, -1.8635497542e-05, -4.22934214134e-06
1954, 4.36067119876e-06, -1.95894557182e-05, -1.32709498892e-06
1955, 2.43026776216e-06, -1.97483259388e-05, -3.84140108035e-06
1956, 3.42510634492e-06, -1.91225949379e-05, 1.1936453116e-06
1957, 2.32679532464e-06, -2.05951999427e-05, 2.23242712317e-06
1958, -2.29875300012e-06, -1.75816442145e-05, 4.16088676759e-07
1959, -2.52016575065e-06, -1.77799925969e-05, 1.81298817065e-06
1960, 3.09097534557e-06, -1.89204465843e-05, -5.41856580739e-07
1961, 1.76267592065e-06, -2.00732495784e-05, -8.0283313977e-07
1962, -5.80810395629e-07, -1.81333899172e-05, 6.77879381199e-07
1963, 5.48041099459e-07, -1.75737518123e-05, -2.54677072876e-06
1964, -2.27645115804e-06, -1.71522233035e-05, -1.5713290095e-06
1965, 1.52811289436e-06, -1.90279719022e-05, -1.77173313426e-07
1966, 4.14192541328e-06, -2.16287878898e-05, -3.01850145293e-06
1967, -2.50984611899e-06, -1.83391591256e-05, -2.6124961202e-06
1968, -1.01192944651e-06, -1.74108237137e-05, -2.71524745168e-06
1969, 1.29269657703e-06, -1.89439533645e-05, -3.43245053673e-06
1970, 2.55965469557e-06, -2.24009950006e-05, 2.14402869878e-07
1971, 3.37494809703e-06, -2.03219553922e-05, -2.70250632427e-06
1972, -1.15815035297e-07, -2.0139521822e-05, -1.9348595615e-06
1973, 1.12656674861e-06, -1.78980223588e-05, -1.05488953078e-06
1974, 2.29913173769e-06, -1.71149167689e-05, -5.03238426127e-06
1975, -6.37187407753e-07, -1.77859570011e-05, -7.53261408755e-07
1976, -8.34759065887e-07, -1.91748751041e-05, -1.18746280814e-06
1977, 2.28123753445e-06, -1.92128969581e-05, -2.97057121501e-06
1978, 1.3739568218e-06, -1.82975629659e-05, -7.35553360775e-07
1979, 1.45082449121e-06, -1.88321611814e-05, -3.03173640964e-06
1980, 1.01182161681e-07, -2.04274706069e-05, 4.49373273853e-07
1981, 1.08399570919e-06, -1.83168830131e-05, -3.30347622698e-06
1982, 1.24283307518e-06, -1.82770994235e-05, -4.31880042671e-07
1983, -7.71635177238e-07, -1.84514402592e-05, 6.89198834708e-07
1984, 1.75767064604e-06, -1.9618461413e-05, 6.14197163295e-07
1985, 7.29819331567e-07, -1.80406114654e-05, -2.76424479097e-06
1986, -1.2214428358e-06, -1.65862189478e-05, -3.21690367896e-06
1987, 1.37646170599e-06, -1.92320792024e-05, 3.53498300225e-07
1988, 3.99465364535e-06, -1.93218287756e-05, -2.57953861961e-06
1989, 8.2094541923e-08, -1.8413736766e-05, -6.46471523901e-07
1990, 1.92251167856e-06, -1.75630281165e-05, -2.5214803402e-06
1991, 1.87329083708e-06, -1.96145541108e-05, -3.35383600909e-06
1992, -1.35759057081e-07, -1.78911631444e-05, -1.04039730316e-07
1993, 1.88778280849e-06, -1.71335365526e-05, -3.47551797606e-07
1994, 3.16731580359e-06, -1.81882026721e-05, -4.48683441916e-06
1995, 2.35019339062e-06, -1.70513025104e-05, -1.7120485337e-06
1996, -1.35659192583e-07, -1.57828790146e-05, -1.18254141412e-07
1997, 6.51040664175e-06, -2.29306606036e-05, -3.18229842437e-06
1998, 4.15575462965e-06, -1.87855422432e-05, -2.57417733003e-06
1999, 2.36833410602e-06, -1.88746693375e-05, -4.14425671889e-06
2000, 1.66998569845e-06, -2.06270062899e-05, -4.17183498207e-07
2001, 3.42897667533e-06, -1.88646988285e-05, -2.2411480115e-06
2002, 2.23137779663e-06, -1.90202203289e-05, -2.34466516226e-06
2003, 2.3379613819e-06, -1.8699375608e-05, -1.14009116888e-06
2004, 1.79843942975e-06, -2.04854009498e-05, 3.96567682227e-07
2005, -1.70251273841e-06, -1.76776133054e-05, -1.05025687571e-06
2006, -1.41566271825e-07, -1.79778197679e-05, -1.05434619312e-07
2007, 3.18275237044e-06, -1.71306262735e-05, -3.32437461004e-06
2008, -2.36785801915e-06, -1.89963540827e-05, -2.04695932343e-06
2009, 1.01905726818e-06, -1.86149351405e-05, -4.24455133362e-07
2010, 1.1149017334e-06, -1.95319670735e-05, -5.82475724006e-07
2011, 1.33571753146e-07, -1.71174173551e-05, -1.19393780151e-06
2012, 7.45177867366e-07, -1.97056936791e-05, -6.76844762222e-07
2013, 3.68341677952e-06, -2.03700827211e-05, -3.53318880315e-06
2014, -2.34351946002e-06, -1.67263295491e-05, -3.95217372673e-07
2015, 1.21113139712e-06, -1.90877080534e-05, -2.0014466424e-06
2016, 1.21322320134e-06, -2.10846629803e-05, 2.40955056365e-06
2017, 1.59914344982e-06, -1.99486058507e-05, 1.42621340143e-06
2018, -3.47598056248e-06, -1.71450102628e-05, -1.22124437657e-07
2019, -3.6647304759e-07, -1.96108281981e-05, -7.62557356773e-07
2020, 1.12643047617e-06, -1.54853520159e-05, -1.46106064404e-06
2021, 1.08853117877e-06, -1.72153593215e-05, -1.86278525435e-06
2022, -1.10820555872e-06, -1.57596351974e-05, -1.31415650346e-06
2023, 2.13127062535e-06, -1.68146516994e-05, -3.56394356043e-06
2024, -1.06601719027e-06, -2.03543155263e-05, -1.77414346952e-06
2025, -1.57194747401e-08, -1.93257902709e-05, -1.85454106913e-06
2026, -5.04871624702e-07, -1.56444255153e-05, -8.60667340197e-07
2027, 1.8760581625e-06, -1.73991084392e-05, -1.88103634227e-06
2028, 1.51871077467e-06, -1.76612348815e-05, -2.15168283201e-06
2029, -1.3835224019e-07, -1.78263022592e-05, -1.04581777072e-07
2030, -6.65742376574e-07, -1.72566040135e-05, -2.4643522981e-06
2031, 1.08339888138e-06, -1.98537166787e-05, 2.01054257065e-06
2032, 3.46761367977e-06, -2.13123344584e-05, -6.02973897254e-07
2033, -1.65672847145e-06, -1.80843488265e-05, -1.37351639261e-06
2034, -2.17259656132e-06, -1.80643346309e-05, 3.76541953144e-07
2035, 4.74335042329e-06, -1.91675555516e-05, -1.26505857862e-06
2036, -2.75431298021e-06, -1.85298306701e-05, 1.65252443381e-06
2037, 1.06045422387e-06, -2.03289502097e-05, -8.25766390565e-07
2038, 2.12373033766e-06, -2.08429084564e-05, -2.24168849912e-06
2039, -1.65939112637e-07, -1.53552129206e-05, -2.11609582066e-06
2040, 2.27019387833e-06, -1.72193231986e-05, -1.46071607213e-06
2041, 6.61380045708e-07, -1.8352409321e-05, -1.87676890658e-06
2042, 3.06897450978e-06, -1.90222711655e-05, -6.681569641e-07
2043, 3.25875095704e-06, -1.96638227535e-05, -1.73548722104e-06
2044, 3.99627927843e-06, -1.65382563969e-05, -2.80383888028e-06
2045, -1.31867081746e-07, -1.80424293925e-05, -1.06301702994e-07
2046, 1.5932541966e-06, -1.76242636614e-05, -4.03432205932e-06
2047, 2.21954276138e-07, -1.99853858328e-05, 1.79344623521e-06
2048, 1.23673702415e-06, -1.78740047484e-05, -1.65353733054e-06
2049, 1.68863763906e-06, -1.84007810003e-05, -3.50327880363e-06
2050, -1.80143242919e-06, -1.93164558877e-05, -2.57027296753e-06
2051, 1.64178602683e-06, -1.9340685396e-05, -1.16965894712e-06
2052, 1.18594056308e-06, -1.8573304163e-05, -3.75681119465e-07
2053, -4.3605859839e-07, -1.83704812391e-05, -2.36238921194e-06
2054, 4.82595089043e-06, -1.84250076062e-05, 3.48468776955e-07
2055, 2.69593713991e-06, -1.86739362805e-05, 5.10479895377e-07
2056, 1.36140976186e-06, -1.74743495392e-05, -3.45819476526e-06
2057, 2.18606120469e-06, -1.95057642772e-05, -2.74162277491e-06
2058, 4.82400051628e-06, -2.05393569629e-05, -1.59903629786e-06
2059, 2.64093644625e-06, -2.08171637263e-05, -3.42280063433e-07
2060, 4.28943304287e-06, -2.12048002285e-05, 1.02817330165e-06
2061, -1.28624475873e-07, -2.03472221969e-05, -1.06568346856e-07
2062, 2.01748820176e-06, -2.00100068618e-05, -1.4596761899e-06
2063, 1.05239171546e-07, -1.82370737493e-05, -2.18970992781e-06
2064, 1.26749343371e-06, -1.95511512459e-05, -2.00564779787e-06
2065, 1.21889685508e-07, -1.97991603403e-05, 9.91673392951e-07
2066, 7.46062478995e-06, -2.27173654199e-05, -1.96708801604e-06
2067, 2.09853483616e-06, -1.96777896956e-05, -3.71869499308e-06
2068, 5.03887071545e-06, -1.94576184183e-05, -2.33042110364e-06
2069, 1.06164443576e-06, -2.02117732703e-05, -3.68129145113e-06
2070, 4.3490277023e-06, -1.97113302684e-05, 2.26202809371e-08
2071, -5.28247516401e-07, -1.68320124822e-05, -1.55239729164e-06
2072, 3.23531360844e-06, -1.87422672152e-05, 4.22188070099e-08
2073, -2.60366138891e-06, -1.71897464053e-05, -3.43708665455e-06
2074, 2.67008815326e-06, -2.0145508082e-05, -9.88331963757e-07
2075, 6.25251790247e-07, -1.87523560765e-05, -3.04714397215e-07
2076, 4.99319415372e-07, -1.76680297004e-05, -9.55314159288e-07
2077, 1.43637242506e-06, -1.77557725406e-05, 1.9724414282e-08
2078, 1.75397160262e-06, -2.09473745869e-05, -3.11384736298e-06
2079, -7.79638747579e-07, -1.99632611579e-05, -1.75355199352e-07
2080, 1.25087725163e-06, -1.90885086606e-05, -1.0982105216e-06
2081, 1.88136348239e-06, -1.99214058829e-05, 3.07354990348e-07
2082, 1.58017439633e-06, -1.92542847595e-05, -9.11069508957e-07
2083, 2.50550388676e-06, -1.93682588606e-05, -7.42641019776e-07
2084, 1.01888135555e-06, -1.9642476811e-05, 2.29013576814e-06
2085, 2.10152482002e-06, -1.84982864183e-05, -5.81098370925e-06
2086, 6.45389014311e-07, -1.71330818711e-05, -1.74220337967e-06
2087, 9.91302074781e-07, -1.94043815942e-05, -1.29717957467e-06
2088, 4.97761788252e-07, -1.9579381372e-05, 2.41178461989e-06
2089, 6.07855416483e-07, -1.77755604233e-05, -1.07826186213e-06
2090, 2.03541264081e-06, -2.10027964182e-05, -3.07994056429e-06
2091, 7.57254984415e-07, -1.86966991614e-05, -5.609430207e-07
2092, -1.03043867185e-06, -1.96168752667e-05, -5.05582075529e-07
2093, 4.89139779877e-06, -1.85523233985e-05, -4.59779800031e-06
2094, 9.78177797199e-07, -1.99121640368e-05, -9.21632964476e-07
2095, 1.4660635563e-07, -2.06064380045e-05, 7.28917063716e-07
2096, -1.01703501253e-06, -1.90307141013e-05, 1.70454125653e-06
2097, -1.90511771606e-06, -1.75845463502e-05, -1.5548582462e-06
2098, -3.53528321929e-06, -1.74537265122e-05, -2.1604170698e-06
2099, 4.48039374113e-06, -1.68955700098e-05, -1.08628707986e-06
2100, -2.47013404691e-06, -1.80229834297e-05, -1.96162844955e-08
2101, 2.19605416097e-06, -1.75613002473e-05, -2.34133822609e-06
2102, 1.9252729188e-06, -2.18668813817e-05, -3.1135964388e-07
2103, 2.14205844191e-06, -1.95120930572e-05, -1.19969235808e-06
2104, -1.82567001049e-06, -1.68806353994e-05, 2.74050098843e-07
2105, 1.26792665149e-06, -1.82931138846e-05, -3.28013714665e-06
2106, 7.45263767167e-06, -1.7801991507e-05, -3.67906676443e-06
2107, -2.22422418494e-06, -1.79336021958e-05, -1.43099324219e-06
2108, 1.76806805202e-06, -1.87217460033e-05, -3.53474577367e-07
2109, 6.2148481144e-07, -1.87418003335e-05, -5.94306808021e-07
2110, -2.31008783059e-06, -1.86650766466e-05, 2.29428009409e-06
2111, 6.8166506619e-07, -1.97561061588e-05, -2.25273551582e-06
2112, -2.13714772045e-06, -1.82150290362e-05, -1.3065405931e-06
2113, -6.51569999342e-07, -1.83889627866e-05, -8.38032705824e-07
2114, -7.8332234305e-07, -1.80385785661e-05, 2.07882601714e-06
2115, -2.93844599719e-07, -1.98490695069e-05, -1.4849298438e-06
2116, 2.05943957919e-07, -1.7842428649e-05, -2.45850599374e-06
2117, 2.06256636125e-06, -1.80622361931e-05, -1.7675084379e-06
2118, 1.38982563242e-06, -1.86547551675e-05, 8.17148440896e-08
2119, 2.49274288267e-06, -1.81141421479e-05, -1.194495074e-06
2120, 8.50333659701e-07, -1.67684668897e-05, -2.26837850213e-06
2121, 9.63414542981e-07, -2.01294998762e-05, -2.50391854384e-06
2122, -2.16346936892e-06, -2.1906604159e-05, -1.77215567197e-06
2123, 2.12571144563e-07, -1.80113907221e-05, -4.68873144421e-06
2124, 7.81868793586e-06, -1.87366567567e-05, -6.04273599669e-06
2125, 3.00486399781e-06, -2.06984729041e-05, -1.62311944857e-06
2126, 8.54967165235e-07, -1.85061890477e-05, -2.20670234327e-06
2127, 1.09854203757e-06, -1.90250531817e-05, -4.22744479035e-07
2128, -5.08335233163e-07, -2.12833855896e-05, -1.65474991919e-06
2129, -1.98312049387e-06, -2.00048572644e-05, -4.14187160297e-07
2130, 5.35461469857e-06, -1.84303071732e-05, -1.81716905721e-06
2131, -3.49931402753e-07, -2.17063289094e-05, -1.47478288396e-06
2132, -1.56162949229e-06, -1.76388112652e-05, -2.599426783e-06
2133, 8.82539339128e-07, -2.05107123927e-05, -2.43076612282e-06
2134, 2.53022280521e-06, -1.70517816097e-05, -2.57447540073e-06
2135, -2.34503387794e-07, -1.95703390319e-05, -1.83922029746e-06
2136, 3.13344451712e-06, -1.73944995262e-05, -1.69044595321e-07
2137, 3.6791289394e-06, -1.91819894546e-05, -3.3474427698e-06
2138, 2.15032388889e-06, -1.89359895999e-05, -1.68960306811e-06
2139, -2.80420662023e-06, -1.83017447548e-05, 8.20729452037e-07
2140, 4.06795955775e-06, -1.93956693247e-05, -1.6235431525e-07
2141, -1.97536455947e-06, -1.9678554127e-05, 2.62625447768e-07
2142, 1.16200412219e-07, -1.89889856602e-05, -2.17036492978e-06
2143, 2.8808975225e-07, -1.79737134201e-05, -2.86827534403e-06
2144, 7.20851572886e-06, -1.96499925636e-05, 3.50043840261e-07
2145, 2.4714061449e-06, -2.06013188357e-05, -6.40054524529e-07
2146, 7.93611983303e-07, -1.97438075707e-05, -7.04079765224e-07
2147, 9.62256498636e-07, -2.04758750008e-05, 4.71326764116e-07
2148, 1.39825606606e-06, -1.85785891705e-05, 1.54587652998e-07
2149, -1.21859679457e-06, -1.83362886663e-05, 9.48907050198e-07
2150, -5.72634348888e-07, -2.01560262783e-05, -1.05987836048e-06
2151, 1.04877356911e-05, -2.01470548267e-05, -2.82255179044e-06
2152, 4.52174236989e-07, -1.93448191552e-05, -3.09192277719e-07
2153, 3.9016044951e-07, -1.88975251629e-05, 1.6109081663e-06
2154, -9.13408772713e-07, -1.8683177392e-05, 2.08759183402e-06
2155, 3.69672481573e-06, -1.95911298985e-05, -1.29507991994e-06
2156, 7.67839563152e-06, -1.98761782496e-05, -4.27128792844e-07
2157, 2.08912014241e-06, -1.72679066492e-05, -1.49275202353e-06
2158, 3.421629898e-06, -2.03734265561e-05, -1.50364892076e-06
2159, -4.3313775952e-07, -1.89554228115e-05, 1.49771585389e-06
2160, 4.08904451818e-07, -1.82521062529e-05, -1.06397426715e-06
2161, 5.84931273997e-06, -1.71035846422e-05, -1.67120736666e-06
2162, 1.43019642028e-06, -1.85058425847e-05, 4.76002571625e-07
2163, 2.88309561259e-07, -1.81785887936e-05, -9.62064865544e-07
2164, 4.60985721839e-07, -1.93205680811e-05, -3.12664367868e-06
2165, -2.39570566167e-06, -1.99168644898e-05, 8.97594462115e-09
2166, 3.76317995297e-07, -1.831530984e-05, -1.52014753735e-06
2167, 1.3016888202e-07, -1.83634201088e-05, -9.68854351429e-07
