ICol,Dx,Dy,Dz
5310, 1.04037903062e-05, -2.45427326028e-05, -7.10414850516e-07
5311, -6.89067394067e-07, -1.94522033878e-05, -2.06110172497e-06
5312, 4.17411108937e-06, -1.88774182281e-05, -3.95679445199e-06
5313, 3.10563077334e-06, -2.02955687334e-05, -1.27508394651e-06
5314, 1.94600606258e-06, -1.83172799153e-05, -8.17450452262e-07
5315, -1.35111570416e-07, -1.65518531602e-05, -1.06634270282e-07
5316, 3.01368776729e-07, -1.94657809594e-05, -1.71009561498e-06
5317, 1.88675740347e-06, -1.97922646731e-05, 3.82211222683e-07
5318, 4.62187766735e-07, -2.19065950419e-05, 1.00825732668e-06
5319, -1.78771287069e-06, -1.70173399081e-05, 1.33779603818e-06
5320, 1.52112635303e-06, -1.75980626314e-05, 2.17684368505e-07
5321, 4.17651533909e-06, -1.91467559697e-05, -2.77301833049e-06
5322, 2.47562536328e-06, -2.11286755699e-05, -7.27505586693e-07
5323, 1.6323513467e-06, -1.83221084568e-05, -3.63781319979e-06
5324, 1.81454890598e-06, -2.15537346172e-05, -1.57718026685e-06
5325, 2.00393450526e-06, -2.0098842305e-05, -8.93953241305e-07
5326, 7.22537852427e-07, -1.78851479079e-05, -1.02580379119e-06
5327, -6.95835554334e-07, -1.92396767256e-05, -1.71335148783e-06
5328, -2.58673860708e-06, -1.7507240384e-05, -1.73971992909e-06
5329, 4.66021334339e-06, -1.82806544175e-05, -8.9608494035e-07
5330, 1.18220527555e-06, -1.79218738521e-05, -1.76435370745e-06
5331, 7.33384676873e-06, -1.86877693559e-05, -4.81553460035e-06
5332, 1.8593641234e-06, -1.96566208823e-05, -6.56941233765e-07
5333, 1.4283437203e-06, -1.87285646516e-05, -1.48206028817e-06
5334, 1.16065869148e-06, -1.8416628157e-05, 2.26060774923e-06
5335, 1.71673536903e-06, -1.80159450699e-05, 5.04269745402e-07
5336, 2.60219323926e-06, -1.84905789675e-05, -1.8586315236e-06
5337, -6.87843125812e-07, -1.76567239849e-05, -6.36680585088e-06
5338, 1.19646530832e-06, -1.84439099085e-05, -2.87215320086e-06
5339, 9.22124752959e-07, -1.77450765751e-05, -2.16048595203e-06
5340, 2.44111013883e-06, -1.76941910034e-05, -1.98555541623e-06
5341, 4.45304552986e-07, -2.02105374228e-05, 1.08301184138e-06
5342, 3.02893021239e-06, -1.96729894919e-05, -2.25991793497e-06
5343, -1.96001244298e-06, -1.931806038e-05, -2.51326249619e-07
5344, 2.09681597214e-06, -1.80927221655e-05, -3.20319682626e-07
5345, -2.31979453403e-06, -1.63551537586e-05, -2.2381623801e-06
5346, 3.1159559595e-06, -1.85451086526e-05, -1.64054261414e-06
5347, -6.36011270693e-07, -2.04457854422e-05, -1.90691083229e-06
5348, 3.30681304318e-06, -1.64106777929e-05, -2.7893997217e-06
5349, 2.01848610629e-07, -1.72124683916e-05, -2.2179076592e-06
5350, -1.77642925202e-06, -1.78020466952e-05, -3.30032903706e-07
5351, 1.12147041452e-06, -1.89943290047e-05, 4.04915971153e-07
5352, -7.5037812012e-07, -1.8520441929e-05, -3.09731025519e-07
5353, 2.78835196267e-06, -1.86222045449e-05, -5.9107618469e-07
5354, -2.45046879569e-06, -1.84953870153e-05, -3.35037516173e-06
5355, -3.5759107936e-06, -1.71118948118e-05, -1.13513184637e-06
5356, 2.04241696108e-06, -1.81070443646e-05, 1.49504901336e-07
5357, 3.32121352771e-06, -2.14623116703e-05, -2.36295287237e-08
5358, 3.96038736643e-06, -1.81465900529e-05, -2.47925081316e-06
5359, 2.90860259177e-06, -1.94766846142e-05, -1.66335057048e-06
5360, 1.70055629574e-06, -1.72938629174e-05, -4.05958174642e-08
5361, -1.34735858649e-07, -1.69200520404e-05, -1.07907501552e-07
5362, -6.30029098793e-07, -1.72119475965e-05, -6.96225745189e-07
5363, 1.34853247294e-06, -1.92959544136e-05, -1.39832092619e-07
5364, 4.03112352853e-06, -1.86193314058e-05, -3.08148152598e-06
5365, 2.85260097005e-06, -1.96275765253e-05, -2.856528954e-06
5366, -1.31775742549e-07, -1.79357813693e-05, -1.13406667892e-07
5367, 2.5005826765e-06, -2.14111854541e-05, -1.7682070651e-06
5368, -2.50986507251e-07, -2.04932610983e-05, -9.22224879217e-07
5369, 2.09971327357e-06, -1.76280289438e-05, -1.41980010915e-06
5370, -2.10317312148e-06, -1.94629015958e-05, -5.0961868177e-07
5371, 1.00737881452e-06, -1.69809017174e-05, -2.31545852139e-06
5372, -1.72875337158e-06, -2.01031218234e-05, -2.26858481486e-06
5373, 5.17971373534e-06, -2.11021897131e-05, -1.88585381376e-06
5374, 8.63573583088e-07, -1.90942719589e-05, -1.61708952253e-07
5375, 6.1236316437e-06, -2.09289354834e-05, -2.59529980825e-06
5376, 3.46243917284e-06, -1.80000481364e-05, -1.64213073607e-06
5377, 5.88882279882e-08, -1.85350865416e-05, -1.76823238316e-06
5378, 2.76487874038e-06, -1.83690749771e-05, -4.18315457098e-06
5379, 3.28194550864e-06, -1.97633881675e-05, -1.41377661349e-06
5380, 1.9078986356e-06, -1.70085724316e-05, -3.47488969537e-06
5381, 1.68253698518e-06, -1.76628268688e-05, -2.10600507192e-06
5382, -2.42780193041e-06, -1.91214098485e-05, -4.47317770915e-07
5383, 3.63336605409e-06, -1.74258622822e-05, -1.10539538347e-06
5384, 3.92401384319e-06, -1.75032088004e-05, -4.06843623298e-06
5385, -3.94676917008e-07, -1.89665163853e-05, -1.84046411636e-06
5386, 3.26540828478e-06, -1.96885453436e-05, -2.59711036674e-06
5387, -2.34410677245e-06, -1.68666464083e-05, -1.2529804589e-06
5388, 8.26190691392e-06, -1.94124421025e-05, -3.52622110321e-06
5389, -1.33211200855e-06, -1.54314517598e-05, -2.1719583671e-06
5390, 1.52779793811e-06, -1.89060624474e-05, -8.33946719179e-07
5391, -8.01854167042e-07, -1.81207890304e-05, -2.27937745947e-06
5392, -2.6920687246e-07, -1.87720727298e-05, 1.50182377471e-07
5393, -3.00809273408e-06, -1.95877738412e-05, -1.1244372827e-06
5394, 2.46883254197e-06, -1.83003689646e-05, -6.48782753715e-07
5395, 1.58302779037e-06, -1.95559964739e-05, 2.50096024609e-07
5396, -2.88560462934e-06, -2.21377975681e-05, -7.64910663866e-09
5397, 3.24935015564e-06, -1.87025736376e-05, -1.06996451298e-06
5398, -9.24801422709e-07, -1.7340269213e-05, -2.35216159544e-06
5399, 3.05808415347e-06, -1.79401001936e-05, -4.32038677268e-06
5400, 2.3191725363e-07, -1.89591522038e-05, 4.48577459612e-09
5401, 4.76196486074e-06, -1.79397185654e-05, -1.29955466165e-06
5402, 4.74529218285e-06, -2.07895505009e-05, 1.35566242488e-06
5403, 2.3077091632e-06, -1.95392574461e-05, 8.40183402248e-07
5404, -1.36093287558e-07, -1.72148469898e-05, -2.6290429723e-06
5405, 3.10958116358e-06, -1.91639554035e-05, -9.49266731113e-07
5406, -2.99383673851e-06, -1.71038878991e-05, -2.60974398817e-06
5407, -1.35190108549e-07, -1.65332001259e-05, -1.06593882017e-07
5408, 4.97779471134e-06, -2.03040050881e-05, -1.48821568973e-06
5409, -5.95864478702e-07, -2.08215291246e-05, 3.13891703973e-06
5410, -5.13277014578e-07, -1.67321371708e-05, -1.56727432806e-06
5411, 1.20634933915e-06, -1.57936190681e-05, 1.2125253776e-06
5412, 8.59954159634e-07, -1.91271574655e-05, -9.40366806111e-07
5413, -5.12210631029e-08, -2.20957808935e-05, -6.45334420896e-06
5414, -8.41214189594e-07, -1.96744772749e-05, -1.13812891663e-06
5415, 1.76441516773e-08, -2.02739069272e-05, -4.91129063316e-07
5416, -3.03863446424e-06, -1.79794957766e-05, 2.00093407231e-07
5417, 2.79245170644e-06, -1.80417167948e-05, -3.43635534541e-06
5418, 2.33969309105e-06, -2.19793300324e-05, -1.84234990116e-06
5419, 3.58614418377e-06, -1.91254218564e-05, -1.34133667715e-06
5420, 1.54387504837e-06, -1.85690273738e-05, -7.21533782817e-07
5421, 6.48185750207e-07, -1.77324642929e-05, -2.44855479853e-06
5422, 5.33967582826e-06, -1.67065243096e-05, -3.557609693e-06
5423, -9.06028041292e-07, -1.86537055705e-05, -1.61031460804e-06
5424, 2.80344626809e-06, -1.70511452042e-05, -1.83864459693e-06
5425, -1.13640067112e-07, -1.98082168065e-05, -2.51031311617e-06
5426, -2.04795831641e-07, -1.81205419726e-05, -3.59168850378e-06
5427, 5.19699195046e-06, -1.80143202882e-05, -2.82779245018e-07
5428, 8.09222677255e-07, -1.9870153204e-05, -1.97497149711e-06
5429, 1.95511078154e-06, -1.92069595915e-05, -2.46718676384e-06
5430, 2.16473784451e-06, -1.89894927284e-05, -4.32395886839e-07
5431, 9.65818299321e-07, -1.82616831322e-05, -1.99654977919e-06
5432, 5.83392121242e-06, -1.90288732298e-05, -9.21607546022e-07
5433, -3.19325574082e-06, -1.91000236573e-05, -1.31993832981e-06
5434, 1.78124300872e-06, -1.70387515496e-05, -9.50389427994e-07
5435, -1.352047747e-07, -1.68573240799e-05, -1.07984534828e-07
5436, -1.33651711839e-07, -1.64291547729e-05, -1.07910874244e-07
5437, 7.81865736406e-07, -1.65534973547e-05, -4.19097537136e-06
5438, 1.95840796658e-07, -1.5852573867e-05, -1.31223404864e-06
5439, -1.46071782564e-06, -1.89712595872e-05, -4.31268822034e-07
5440, 3.49723860003e-06, -1.9058409028e-05, -2.88829204787e-06
5441, 3.79451069667e-06, -1.94809176076e-05, 1.6773852776e-07
5442, -9.4247750735e-07, -2.07665775802e-05, 4.88877956754e-07
5443, -7.06215112904e-07, -1.79247142717e-05, -2.10753816227e-06
5444, 2.03465576116e-06, -1.98573611566e-05, 8.77634642549e-07
5445, -2.68391596297e-06, -2.00332359722e-05, 1.35923508516e-06
5446, -1.30328397135e-07, -1.78964233702e-05, -1.08463455808e-07
5447, 1.45068945765e-06, -1.66391201985e-05, -4.04755358749e-07
5448, 6.03072258792e-07, -1.94065257762e-05, -2.10724118548e-06
5449, 4.12771598084e-06, -1.95081251283e-05, -1.74763246791e-06
5450, -2.30651382712e-06, -1.98811941241e-05, -1.76680601246e-06
5451, 4.96134396484e-07, -1.97164000966e-05, 3.09423914158e-06
5452, -1.3346553696e-07, -2.02325629551e-05, -1.03123735768e-07
5453, -2.26504177645e-06, -1.6896913761e-05, -3.08261876898e-06
5454, -4.2615381817e-07, -1.84411813178e-05, -2.70744414122e-06
5455, 4.42021217114e-06, -2.01337913754e-05, -3.2282326327e-06
5456, -1.15535124396e-06, -1.78683292386e-05, -1.71667454088e-06
5457, -6.10690590062e-08, -1.77718741595e-05, -1.87210398137e-06
5458, -1.33565580063e-06, -1.74532145279e-05, -1.18806412902e-06
5459, 4.77715991047e-06, -2.22811983992e-05, -8.72876308224e-07
5460, 3.55158154389e-06, -1.92918342361e-05, -7.39832884709e-07
5461, 5.03609182115e-06, -1.86706904159e-05, -3.59698119278e-06
5462, 4.05555054352e-06, -2.03177804135e-05, -7.35837403437e-07
5463, -1.7704635082e-06, -1.6796975892e-05, -2.53020197097e-06
5464, 8.62233406522e-07, -1.87840365089e-05, -9.82729485706e-07
5465, 2.03898152161e-06, -2.01941417972e-05, -2.3512332035e-06
5466, -8.67197640845e-07, -2.06622912639e-05, -1.82117070049e-06
5467, -1.32866218101e-07, -1.72886076926e-05, -1.07521958234e-07
5468, 1.87661413738e-08, -1.90946870388e-05, 1.63922466435e-07
5469, 2.34959978437e-06, -1.91646175787e-05, -2.66209482421e-06
5470, 1.58535905887e-06, -1.85830861949e-05, -1.80181142877e-06
5471, 2.90581073427e-06, -1.99015538817e-05, 1.89465337278e-06
5472, 1.69767486975e-06, -1.74174878002e-05, -6.97020613572e-07
5473, 3.49167779036e-06, -1.89192940125e-05, -2.22558140339e-06
5474, 4.00390743483e-06, -1.84611989746e-05, -2.71523514391e-06
5475, 2.89737147338e-06, -1.87817703756e-05, -1.93397989934e-06
5476, 3.10257171651e-06, -2.14461576989e-05, 3.85882465918e-07
5477, 1.23202557766e-06, -1.97325676143e-05, -1.71420764491e-06
5478, -2.88949121984e-06, -2.00683215873e-05, -4.12380577156e-06
5479, 3.43766437755e-06, -1.75448705566e-05, -3.50566988493e-06
5480, -2.70902141307e-06, -1.86206651464e-05, -1.22891084624e-06
5481, 2.71489145529e-06, -2.10085774011e-05, 6.1571820225e-07
5482, 2.32379371125e-06, -1.89738956472e-05, 5.45446651832e-07
5483, -9.89563645937e-07, -1.9509836082e-05, -3.11410967056e-07
5484, 7.22132956961e-07, -1.82507525258e-05, 7.75551848742e-07
5485, -6.05287916657e-07, -1.96657155291e-05, 6.20065906681e-07
5486, 2.3602316823e-06, -2.01558354553e-05, -2.54058067145e-06
5487, 3.31836602791e-06, -1.83731273592e-05, -2.65241421689e-06
5488, -1.42580133401e-06, -1.82856723425e-05, -1.10916992387e-06
5489, 1.37482060745e-06, -2.00062678923e-05, 1.64670188722e-06
5490, 3.10434572929e-07, -1.72464867082e-05, 1.43173974185e-07
5491, 5.01552799173e-06, -1.72708193954e-05, -2.98034278888e-06
5492, 2.92531221456e-06, -1.82091288495e-05, -2.26695812102e-06
5493, 1.48704791856e-06, -1.86046931973e-05, -3.54834685283e-06
5494, -1.22433310524e-06, -1.6296154048e-05, -3.48367175914e-06
5495, 4.46240454632e-06, -2.10216724669e-05, -2.9142352405e-07
5496, 1.55733542513e-07, -1.8223978091e-05, -5.60124644686e-07
5497, 3.14390169684e-06, -1.86274199169e-05, -2.94295775125e-06
5498, -1.57396198686e-06, -1.97690499339e-05, -1.14694940688e-06
5499, 2.67199960622e-06, -1.64514234478e-05, 1.00219176685e-07
5500, 3.57574917266e-06, -1.75174964934e-05, -2.12115697054e-06
5501, -1.12605016969e-07, -1.85110922331e-05, -1.35269041997e-06
5502, 5.34857886819e-06, -1.83787212982e-05, -2.40670644903e-06
5503, 4.37977339521e-06, -1.92243541361e-05, 5.87141172859e-07
5504, -2.80329567946e-06, -1.84330969922e-05, 1.46545590329e-06
5505, 2.84493446187e-07, -1.78975628485e-05, -8.28424998855e-07
5506, 1.90338154677e-06, -1.8480855714e-05, -2.44175674775e-06
5507, 1.69878172088e-06, -1.92497888668e-05, -7.56844029454e-07
5508, -3.04410979289e-06, -1.77605294596e-05, -6.90087748773e-07
5509, 4.32479625867e-06, -1.98488662963e-05, -1.32697713357e-06
5510, 1.2259536623e-06, -1.91933507866e-05, -1.16519439299e-06
5511, 2.37321676559e-06, -1.95561411672e-05, -2.15999691732e-06
5512, 7.26545330447e-07, -1.95818065765e-05, -8.8278060118e-07
5513, 1.90464035125e-06, -1.89846267958e-05, -6.1596421924e-07
5514, 2.40882464747e-06, -1.84841932732e-05, 3.82219139643e-10
5515, 2.62285766126e-06, -1.89605350341e-05, -2.85577517228e-06
5516, -2.34035886137e-06, -1.99404380039e-05, -1.31197043609e-06
5517, 1.09142176537e-06, -1.92894307534e-05, -3.09348872325e-06
5518, -4.72615393145e-07, -1.99370491139e-05, 8.08161292542e-07
5519, -9.61557890989e-08, -2.17382498707e-05, 2.31414621806e-06
5520, -4.85667030959e-07, -1.64739348495e-05, -4.04067565148e-06
5521, 4.07544909545e-06, -1.63072614939e-05, -1.08465806752e-05
5522, 2.15362066087e-06, -1.88535484387e-05, -2.28235923667e-06
5523, 4.11080937161e-06, -1.80161656648e-05, -6.92734014166e-08
5524, 9.56051999659e-07, -1.90667642103e-05, 8.12064806298e-07
5525, 8.20717529224e-07, -1.90200918182e-05, -6.58207434558e-07
5526, 1.4867889604e-06, -1.5203700454e-05, -2.15190821973e-06
5527, -2.05046083653e-07, -1.90306599186e-05, 8.48517991349e-07
5528, -1.7245615852e-06, -1.6882898768e-05, -1.16520773617e-06
5529, 7.88325596938e-07, -1.88329987721e-05, -1.76357482951e-07
5530, 6.14717115889e-06, -1.80739851951e-05, -1.2046892198e-07
5531, 1.17870550115e-06, -1.98405252177e-05, -5.95772654716e-07
5532, 1.43135846241e-06, -1.87149595425e-05, -9.22638049087e-07
5533, 9.78928009297e-08, -2.08166427728e-05, 8.87676157861e-07
5534, 1.27597466993e-06, -1.72254571875e-05, -2.16793158208e-06
5535, 1.8086791828e-06, -1.80802694046e-05, -2.30832785444e-06
5536, 5.36055992297e-07, -1.9248676406e-05, -1.48871441193e-06
5537, -3.10930545234e-06, -1.61741227651e-05, -2.34866268959e-06
5538, 2.14337920269e-06, -1.83007306987e-05, -1.23669731994e-06
5539, 6.8149574041e-07, -1.90026889478e-05, -2.50664819709e-06
5540, -1.37048726523e-06, -2.07671115522e-05, -1.14083117091e-06
5541, 1.02675416622e-06, -1.89928943761e-05, -3.09452733773e-06
5542, 2.94311667477e-06, -1.92745632074e-05, 6.3903123979e-07
5543, -1.46483835028e-07, -2.00158429265e-05, -3.37115914313e-07
5544, -1.01841809977e-06, -1.85885241534e-05, -3.22844252592e-06
5545, 4.36971672752e-06, -1.90811896741e-05, -1.80090980068e-06
5546, 5.84332953697e-07, -1.77908008405e-05, -5.51728269734e-07
5547, -3.38510714822e-07, -1.65347721443e-05, -3.52109233535e-06
5548, -4.99082787093e-07, -1.42530777125e-05, -1.36318781609e-06
5549, -7.50688643294e-07, -2.11032258235e-05, 7.82113681569e-07
5550, 3.94822730832e-06, -1.87027913281e-05, -7.25198747366e-07
5551, 3.2174271957e-06, -2.03220377145e-05, -1.61623579148e-06
5552, 1.30000644207e-06, -1.80968916076e-05, -3.84120040648e-07
5553, -2.8899393079e-07, -1.6396462309e-05, -1.83291737107e-06
5554, -9.1415285975e-07, -1.90517695782e-05, -2.58153278262e-06
5555, 3.84884094257e-06, -1.80048088827e-05, -2.24474316865e-06
5556, 1.66113204019e-06, -1.76400080974e-05, -3.1786751473e-06
5557, 2.6771886864e-07, -1.70341618198e-05, -9.92492066745e-07
5558, 1.8348879802e-06, -1.93531883316e-05, -3.74787842174e-06
5559, 2.51352726359e-06, -1.93501542896e-05, 9.1492035783e-07
5560, -1.84685592212e-07, -1.82476161709e-05, 2.38525423347e-07
5561, -7.20869738572e-07, -1.73460911952e-05, 7.72522136676e-07
5562, -1.31035123575e-07, -1.78132747736e-05, -1.0815452025e-07
5563, 3.15361163856e-07, -1.85337567664e-05, -5.24544954473e-07
5564, 3.75990209631e-06, -1.7490868983e-05, -1.55879684622e-06
5565, -1.32871228809e-07, -2.05404738222e-05, -1.01837514191e-07
5566, -8.03081677877e-07, -1.90936761578e-05, 1.08974010706e-06
5567, -8.48561690903e-07, -1.90703883493e-05, 7.63244699349e-07
5568, 4.27519923377e-07, -1.97801160252e-05, 1.58897468418e-06
5569, 6.83550773422e-07, -1.54424198827e-05, -2.22273758136e-06
5570, 3.25717561806e-06, -1.95239312755e-05, -8.30321869305e-08
5571, 2.82574857046e-06, -1.87150076318e-05, 6.60441549371e-07
5572, 3.7994087682e-06, -1.9553144935e-05, -5.2330091362e-07
5573, -9.0147087344e-07, -1.66944695855e-05, -2.78056108462e-06
5574, -1.24916435503e-06, -1.64352130656e-05, -3.09514933385e-06
5575, -7.17035453607e-08, -2.02267587192e-05, -3.46551822936e-07
5576, 2.97019232566e-06, -2.07662279692e-05, 1.95728421081e-07
5577, 5.60408965825e-07, -1.85803153618e-05, -3.45106214968e-06
5578, 2.23345679493e-06, -1.80676537009e-05, -7.36510463401e-07
5579, -2.50370533966e-06, -1.84313696638e-05, -1.61074238122e-06
5580, 1.5428604594e-08, -1.84602856788e-05, -4.06712485916e-07
5581, 6.84864007403e-06, -2.16905580309e-05, -1.05283999024e-06
5582, 4.94573943032e-07, -1.71789908985e-05, -1.68199156903e-06
5583, 5.08046152322e-06, -1.88338324595e-05, -3.60777424906e-06
5584, -1.12475537771e-06, -1.84487614881e-05, -6.8993023863e-07
5585, 2.1902869945e-06, -1.88000115352e-05, -5.2605573709e-07
5586, 8.0996506034e-07, -1.99802215034e-05, 6.22798420385e-07
5587, 8.87592172534e-07, -1.84350282663e-05, -1.44058348007e-06
5588, 3.4937017716e-06, -1.75418092082e-05, -5.2942606158e-06
5589, 1.44708474827e-06, -1.91226270802e-05, -1.16232233854e-06
5590, 1.8013038411e-06, -1.74767674528e-05, -1.08643457699e-06
5591, 4.93886885835e-06, -1.99039918077e-05, -1.63236683575e-06
5592, -1.11927734628e-07, -2.08963437909e-05, -1.30931509474e-06
5593, 2.59327655512e-06, -1.78044757404e-05, -2.36942121181e-06
5594, 1.62685143588e-06, -1.88421092774e-05, -1.656200005e-06
5595, 3.7686475082e-07, -2.01157781063e-05, 7.68257729664e-07
5596, 1.86723507876e-07, -2.05714865772e-05, -1.1489575442e-06
5597, -2.06137119839e-06, -1.82061410506e-05, -2.2258267908e-06
5598, -1.32478153548e-07, -1.79862776095e-05, -1.0408464978e-07
5599, -4.66883182363e-07, -1.78618127835e-05, 1.50462389119e-06
5600, -3.6644399493e-06, -1.90715178998e-05, -1.70496859381e-07
5601, -1.7310744438e-06, -1.64786162198e-05, -2.46702669775e-06
5602, -1.44109961806e-06, -1.86970163794e-05, 3.81020966448e-08
5603, -1.7984906213e-06, -1.78463606411e-05, -1.9644877893e-06
5604, 1.03581377487e-06, -1.91184526423e-05, -5.92936382445e-06
5605, -8.33722790531e-07, -1.92585343413e-05, -3.19737516073e-06
5606, 2.21263358056e-06, -1.55618245381e-05, -4.40826751321e-06
5607, 3.50037594248e-06, -1.78627027602e-05, -2.53279079392e-06
5608, 2.07342018181e-06, -1.72406164865e-05, -7.2713624946e-06
5609, 5.5626646769e-07, -1.84260891439e-05, -2.86299472031e-06
5610, 3.01890392215e-06, -1.96877031509e-05, -1.83372362499e-06
5611, -3.68422360659e-07, -2.09102342901e-05, -7.61428154736e-07
5612, 2.27295418693e-06, -1.89760783656e-05, 2.34677143775e-08
5613, 2.03507969417e-06, -1.84448765232e-05, -1.50604901141e-06
5614, 7.42591941938e-07, -1.91427492535e-05, 5.12634846178e-07
5615, 3.43152320985e-06, -1.74573552491e-05, -3.48896044965e-06
5616, 4.37678335643e-06, -2.03339186916e-05, 1.99299504506e-06
5617, -1.34913123073e-07, -1.8671634835e-05, -1.01829648303e-07
5618, -1.1586160224e-06, -1.68932724331e-05, -1.43212017565e-06
5619, 7.66342273114e-07, -1.86937576816e-05, -8.49665606688e-07
5620, 8.03684077275e-06, -1.80849439711e-05, -5.15465583434e-06
5621, 2.35534135057e-06, -1.93586389316e-05, -1.75214675886e-06
5622, 1.43522436455e-06, -1.95818834027e-05, -2.56958593531e-06
5623, 4.48676034941e-06, -1.88280445247e-05, -7.90664230779e-07
5624, 9.31318667914e-07, -1.9012568306e-05, 9.38657083393e-07
5625, 1.17444954202e-06, -2.02060252761e-05, 4.48432752797e-07
5626, -1.28355200834e-07, -1.86590840065e-05, -1.07204505357e-07
5627, 2.87309658193e-06, -2.04883328157e-05, 1.06706343365e-07
5628, -9.08747992147e-07, -1.89420070419e-05, -1.76454082573e-06
5629, 1.6343847667e-06, -1.85883582873e-05, -1.23292175103e-06
5630, -1.09033495233e-06, -1.88038872915e-05, 1.54482108726e-06
5631, 3.44308705557e-06, -1.94763398532e-05, -6.98880020911e-08
5632, 1.437533609e-06, -1.77826282825e-05, -1.53975743092e-06
5633, -1.42703890852e-07, -1.99131375276e-05, 4.5950228726e-07
5634, -2.84695496786e-07, -1.78628498859e-05, -2.82375361177e-06
5635, 3.69814798989e-06, -1.68983439692e-05, -2.63172191901e-06
5636, 4.34332369419e-07, -1.72401537145e-05, 3.90091181501e-07
5637, 7.19085801566e-07, -1.69670396028e-05, -1.6460164259e-06
5638, -1.43447443311e-07, -1.88112067035e-05, 8.54414919773e-07
5639, 1.76050614849e-06, -1.89816357907e-05, -1.32878437363e-06
5640, -1.3916678227e-06, -1.80256147784e-05, 3.33090907818e-07
5641, 3.05028968283e-07, -1.82605023769e-05, -4.21099028712e-06
5642, 1.612402995e-06, -1.80590548398e-05, -3.35063700263e-06
5643, -1.36314013273e-06, -1.85857702033e-05, -1.92440903694e-06
5644, -1.54697339561e-06, -1.90648753937e-05, -6.2905027839e-08
5645, -3.35753686775e-06, -1.72056656641e-05, -1.14785840643e-06
5646, 1.89504508788e-07, -1.80533624868e-05, -2.58213529562e-06
5647, 1.61800646177e-06, -2.0065814626e-05, -6.78419860909e-07
5648, -1.35164125888e-07, -1.76152812577e-05, -1.05944637749e-07
5649, -7.82538545171e-07, -1.89342491444e-05, -5.20482649918e-07
5650, 4.928742532e-06, -1.74042798634e-05, -2.91952902258e-06
5651, 3.00778424477e-07, -2.10064920861e-05, -1.83281708772e-06
5652, -2.97256065174e-10, -1.82661378045e-05, -3.5385320675e-07
5653, 2.68824494401e-06, -2.03801257632e-05, 1.23020465647e-06
5654, 8.08113483606e-07, -1.93939366798e-05, 2.73729138104e-06
5655, -1.40615494988e-06, -1.94478937955e-05, -2.29324101531e-07
5656, 5.92326545818e-07, -1.80933386035e-05, 1.17608250009e-06
5657, 3.75225770731e-07, -1.86778460869e-05, -1.458012169e-06
5658, -7.05385729362e-07, -1.87562058151e-05, -1.56711694421e-06
5659, 2.66613945415e-06, -1.82864117236e-05, -3.50225331405e-06
5660, -1.88579823838e-06, -1.79678888718e-05, -2.75082459165e-07
5661, 3.96155582291e-07, -1.97791711201e-05, -3.93450774528e-06
5662, 2.38541530093e-07, -1.8305527429e-05, 3.17675310198e-07
5663, 1.16917682619e-06, -1.87896551133e-05, -3.78793900916e-07
5664, 4.10420948713e-07, -2.03470702819e-05, -2.34079204367e-06
5665, 3.48061573926e-06, -1.96823224471e-05, -1.96288190116e-06
5666, 5.94861550128e-07, -1.58803992211e-05, -2.19412808663e-06
5667, -1.79890469116e-06, -1.83826074175e-05, -2.1857169491e-06
5668, 7.05641042266e-07, -1.99268891845e-05, -2.21709883607e-07
5669, 8.66899225818e-07, -1.96804711091e-05, -1.89076388894e-06
5670, -2.52234395379e-06, -1.91078106228e-05, 1.33824067998e-06
5671, 2.41422013483e-06, -1.80429122662e-05, -2.00369855038e-06
5672, 1.82507046368e-06, -1.984597332e-05, -3.00290656754e-06
5673, -2.51954129314e-08, -1.85986997163e-05, 6.45943429769e-07
5674, 6.10309521088e-07, -1.77009017656e-05, -8.09297014352e-07
5675, 7.60043622628e-06, -1.81949733858e-05, -2.28098163262e-06
5676, 1.67551120272e-06, -1.76263557265e-05, -2.19291531633e-06
5677, -1.46105899719e-06, -2.01288084291e-05, -1.40041537516e-06
5678, 1.88294723302e-06, -1.8091127909e-05, -3.19968467594e-06
5679, 1.80620156307e-06, -1.99216313321e-05, -6.58844699445e-07
5680, -3.32070857731e-06, -1.7102919456e-05, -2.63993475442e-06
5681, 2.23378216949e-06, -1.78916008276e-05, 2.83616016413e-07
5682, -3.04924585354e-08, -1.88667749374e-05, 1.65204826677e-06
5683, 3.28658057119e-06, -1.97328806042e-05, -1.63116507982e-06
5684, 1.67268246014e-06, -1.83542043972e-05, -1.30758111756e-06
5685, -6.3480532734e-07, -1.91915323298e-05, -9.03384452422e-07
5686, 2.2085778597e-06, -1.91030191153e-05, -5.02911420657e-07
5687, 6.68481424994e-07, -1.90278256617e-05, -5.91532166234e-07
5688, 3.31646428166e-06, -1.91898510189e-05, -1.67364502064e-06
5689, 2.16675558196e-06, -2.00721533358e-05, 7.01555180425e-07
5690, 2.19278296769e-06, -2.01659282987e-05, -2.32245292341e-06
5691, 5.35241052186e-06, -1.88418972836e-05, -5.53578104057e-06
5692, -3.07247186603e-08, -2.03675036552e-05, -1.58252867006e-06
5693, -5.07022116665e-07, -1.68618157378e-05, -1.55759359814e-06
5694, 3.59342157423e-06, -2.00517302049e-05, -2.28056794477e-06
5695, 2.05130845854e-06, -2.11420594292e-05, -3.60884065354e-07
5696, 2.62767427478e-06, -1.90608036572e-05, -1.54348474745e-07
5697, 3.73284961287e-06, -1.91121438049e-05, 1.91199028876e-06
