,Names,RA,DEC,Redshift
11128,ESO 494- G 024,121.46121,-25.97997,0.025504
11129,ESO 494- G 026,121.54621,-27.52842,0.003229
11130,ESO 495- G 008,125.25293,-23.78129,0.002632
11131,ESO 495- G 009,125.32271,-25.77506,0.00489
11132,ESO 495- G 021,129.06306,-26.40938,0.002912
11133,ESO 496- G 003,129.9385,-23.45878,0.008072
11134,ESO 496- G 004,130.23779,-23.91353,0.013032
11135,ESO 496- G 010,132.27508,-26.32169,0.002535
11136,ESO 496- G 012,132.96771,-24.31378,0.008659
11137,ESO 496- G 013,133.23788,-25.30244,0.017269
11138,ESO 496- G 019,133.83792,-25.09225,0.017052
11139,ESO 496- G 025,135.13292,-25.235,0.015601
11140,ESO 497- G 002,135.36468,-26.30053,0.006497
11141,ESO 497- G 004,135.76319,-23.80854,0.002692
11142,ESO 497- G 006,136.17171,-25.84358,0.037926
11143,ESO 497- G 010,136.74487,-23.1825,0.025531
11144,ESO 497- G 018,137.60642,-23.49111,0.017028
11145,ESO 497- G 020,137.83,-24.04194,0.024757
11146,ESO 497- G 022,138.00213,-26.82792,0.008086
11147,ESO 497- G 029,138.93042,-23.70128,0.011415
11148,ESO 497- G 042,140.79987,-26.94072,0.008049
11149,ESO 498- G 003,140.90208,-26.88183,0.007889
11150,ESO 498- G 005,141.16946,-25.09269,0.008049
11151,ESO 498- G 010,142.12187,-24.36697,0.03389
11152,ESO 498- G 013B,143.38283,-25.79469,0.051996
11153,ESO 498- G 015,143.99004,-24.98025,0.02947
11154,ESO 498- G 023,146.138,-23.95014,0.019273
11155,ESO 499- G 004,146.64346,-23.91797,0.01483
11156,ESO 499- G 005,146.80592,-24.83961,0.0143
11157,ESO 499- G 009,147.57546,-23.02528,0.006931
11158,ESO 499- G 022,149.01833,-27.10686,0.007382
11159,ESO 499- G 025,149.55929,-25.04208,0.008056
11160,ESO 499- G 032,149.86854,-26.86389,0.008172
11161,ESO 499- G 035,150.64179,-26.90169,0.001241
11162,ESO 499- G 038,150.95896,-26.61275,0.002952
11163,ESO 500- G 007,152.71549,-23.15904,0.031719
11164,ESO 500- G 010,153.09025,-25.76864,0.032106
11165,ESO 500- G 018,153.72379,-23.05069,0.012612
11166,ESO 500- G 022,154.78137,-26.98461,0.032639
11167,ESO 500- G 041,156.73454,-24.08922,0.011928
11168,ESO 501- G 001,157.40467,-24.11258,0.012595
11169,ESO 501- G 002,157.66058,-27.59294,0.011882
11170,ESO 501- G 003,157.95146,-26.56542,0.013956
11171,ESO 501- G 011,158.29221,-24.54283,0.012569
11172,ESO 501- G 013,158.37521,-26.89753,0.011741
11173,ESO 501- G 021,158.83542,-27.36208,0.015334
11174,ESO 501- G 022,158.83975,-27.6955,0.009677
11175,ESO 501- G 025,158.85433,-26.65711,0.012745
11176,ESO 501- G 027,158.9909,-27.31915,0.010697
11177,ESO 501- G 035,159.10345,-26.99956,0.013933
11178,ESO 501- G 037,159.18613,-25.26247,0.012362
11179,ESO 501- G 041,159.22147,-27.05292,0.011785
11180,ESO 501- G 042,159.23604,-26.19425,0.010941
11181,ESO 501- G 047,159.32082,-27.46918,0.016088
11182,ESO 501- G 049,159.33356,-27.5599,0.013573
11183,ESO 501- G 051,159.37117,-26.317,0.011168
11184,ESO 501- G 056,159.43875,-26.63072,0.011942
11185,ESO 501- G 065,159.63867,-27.73747,0.01476
11186,ESO 501- G 068,159.82608,-26.83997,0.010307
11187,ESO 501- G 069,159.85875,-23.75487,0.013262
11188,ESO 501- G 075,160.24613,-27.08403,0.015844
11189,ESO 501- G 078,160.32225,-26.16614,0.01475
11190,ESO 501- G 081,160.69058,-26.79439,0.035521
11191,ESO 501- G 082,160.79817,-26.24997,0.0151
11192,ESO 501- G 086,160.94671,-24.36797,0.012432
11193,ESO 501- G 088,161.07831,-22.82617,0.012615
11194,ESO 501- G 089,161.10792,-25.37708,0.014727
11195,ESO 501- G 102,162.743,-23.65894,0.013273
11196,ESO 502- G 012,165.70883,-23.59161,0.012086
11197,ESO 502- G 016,166.30725,-26.62417,0.00505
11198,ESO 502- G 020,167.34196,-22.8755,0.004603
11199,ESO 502- G 024,168.164,-23.46217,0.003926
11200,ESO 502-IG 006,164.4095,-25.50486,0.013022
11201,ESO 503- G 013,169.67258,-24.68933,0.028623
11202,ESO 503- G 022,173.37187,-26.94578,0.006314
11203,ESO 504- G 005,174.54175,-23.42886,0.026675
11204,ESO 504- G 008,174.78558,-23.30242,0.026989
11205,ESO 504- G 024,178.40787,-26.99581,0.006318
11206,ESO 504- G 025,178.461,-27.35,0.00546
11207,ESO 505- G 008,180.89575,-25.38022,0.006408
11208,ESO 505- G 009,180.96192,-27.602,0.007148
11209,ESO 505- G 023,182.40096,-23.41194,0.005567
11210,ESO 505- G 028,183.80292,-27.66047,0.025041
11211,ESO 506- G 002,185.04229,-26.06675,0.013209
11212,ESO 506- G 004,185.45437,-24.16828,0.013416
11213,ESO 506- G 005,185.73004,-23.347,0.039207
11214,ESO 506- G 010,186.96475,-25.84528,0.024937
11215,ESO 506- G 016,188.07117,-22.98214,0.032689
11216,ESO 506- G 018,188.42371,-23.68064,0.009416
11217,ESO 507- G 002,190.54729,-25.42864,0.024307
11218,ESO 507- G 007,191.426,-26.24375,0.017647
11219,ESO 507- G 009,191.85329,-24.63669,0.025167
11220,ESO 507- G 011,191.91804,-26.19992,0.024961
11221,ESO 507- G 013,192.02254,-27.57767,0.010711
11222,ESO 507- G 014,192.085,-26.46456,0.011128
11223,ESO 507- G 017,192.44142,-23.86053,0.031185
11224,ESO 507- G 021,192.61946,-26.84268,0.010801
11225,ESO 507- G 024,192.86137,-26.80826,0.011401
11226,ESO 507- G 025,192.88267,-26.45208,0.010788
11227,ESO 507- G 027,192.90688,-26.11742,0.010671
11228,ESO 507- G 032,193.06183,-26.30394,0.011558
11229,ESO 507- G 037,193.29483,-27.46686,0.012322
11230,ESO 507- G 041,193.39354,-25.384,0.010627
11231,ESO 507- G 042,193.40025,-26.29422,0.010637
11232,ESO 507- G 045,193.89871,-26.82506,0.016261
11233,ESO 507- G 046,193.93386,-26.80949,0.015257
11234,ESO 507- G 053,194.37563,-26.01408,0.026255
11235,ESO 507- G 056,194.42383,-24.18858,0.032342
11236,ESO 507- G 061,194.77871,-25.01297,0.049157
11237,ESO 507- G 062,194.84642,-27.42722,0.011214
11238,ESO 507- G 067,195.45312,-27.12508,0.010194
11239,ESO 507- G 068,195.55154,-25.37861,0.021058
11240,ESO 508- G 017,197.40396,-24.84764,0.045712
11241,ESO 508- G 019,197.46625,-24.23911,0.009758
11242,ESO 508- G 028,198.56204,-23.39047,0.031762
11243,ESO 508- G 034,199.23888,-25.33722,0.006368
11244,ESO 508- G 041,199.72946,-24.69678,0.032229
11245,ESO 508- G 051,200.12361,-26.08479,0.007115
11246,ESO 508- G 062,200.86675,-24.05814,0.032796
11247,ESO 508- G 064,200.90175,-26.86642,0.042966
11248,ESO 508- G 065,200.93662,-23.17992,0.015901
11249,ESO 508- G 067,201.04383,-23.87736,0.024897
11250,ESO 508- G 069,201.17487,-27.51631,0.034938
11251,ESO 508- G 070,201.19623,-26.39215,0.047583
11252,ESO 508- G 071,201.25421,-24.00969,0.024534
11253,ESO 508- G 073,201.33958,-24.97236,0.03919
11254,ESO 508- G 074,201.39142,-27.58292,0.035985
11255,ESO 508- G 075,201.38904,-24.65239,0.033196
11256,ESO 508- G 076,201.40488,-27.32994,0.036162
11257,ESO 508- G 077,201.414,-27.34539,0.044447
11258,ESO 508-IG 045 NED01,199.88325,-24.48422,0.0328
11259,ESO 509- G 003,201.54373,-27.42769,0.043764
11260,ESO 509- G 005,201.64683,-26.74181,0.033009
11261,ESO 509- G 007,201.67305,-27.63369,0.036228
11262,ESO 509- G 008,201.68375,-27.43939,0.035208
11263,ESO 509- G 009,201.70288,-27.14375,0.044864
11264,ESO 509- G 012,201.77013,-26.99344,0.048016
11265,ESO 509- G 016,201.89854,-27.04292,0.036048
11266,ESO 509- G 018,201.97983,-24.49906,0.026492
11267,ESO 509- G 019,201.98496,-25.85622,0.035625
11268,ESO 509- G 026,202.10259,-27.57028,0.006124
11269,ESO 509- G 044,203.03717,-24.86017,0.025988
11270,ESO 509- G 045,203.03542,-22.95217,0.016818
11271,ESO 509- G 048,203.14167,-27.44881,0.036018
11272,ESO 509- G 052,203.19283,-26.99308,0.039928
11273,ESO 509- G 053,203.20663,-23.64489,0.025114
11274,ESO 509- G 057,203.379,-24.80972,0.016281
11275,ESO 509- G 062,203.63913,-23.53072,0.034004
11276,ESO 509- G 065,203.66696,-23.78911,0.026165
11277,ESO 509- G 068,203.775,-26.75028,0.022549
11278,ESO 509- G 074,203.92237,-24.07381,0.008609
11279,ESO 509- G 082,204.35813,-23.65564,0.042449
11280,ESO 509- G 085,204.50508,-22.92425,0.023289
11281,ESO 509- G 087,204.65783,-24.14689,0.018189
11282,ESO 509- G 089,204.76642,-24.16706,0.031395
11283,ESO 509- G 094,205.44917,-23.60822,0.037479
11284,ESO 509- G 096,205.73079,-25.12369,0.018236
11285,ESO 509- G 097,205.82471,-25.26575,0.018219
11286,ESO 509- G 103,206.129,-24.34439,0.022349
11287,ESO 509- G 108,206.80067,-24.37294,0.01991
11288,ESO 510- G 007,208.49354,-27.62322,0.018623
11289,ESO 510- G 010,208.577,-26.89378,0.01882
11290,ESO 510- G 012,208.64446,-26.55611,0.019567
11291,ESO 510- G 019,209.04408,-23.77139,0.036762
11292,ESO 510- G 026,209.39732,-25.79176,0.007899
11293,ESO 510- G 038,210.15608,-25.05008,0.021021
11294,ESO 510- G 039,210.17346,-23.18828,0.036765
11295,ESO 510- G 040,210.33613,-26.19794,0.021075
11296,ESO 510- G 051,210.83808,-26.56008,0.022135
11297,ESO 510- G 054,211.01333,-26.21614,0.020094
11298,ESO 510- G 063,211.56696,-25.79931,0.023236
11299,ESO 510- G 066,211.81535,-27.158,0.024333
11300,ESO 510- G 072,211.98221,-26.76719,0.025794
11301,ESO 510- G 075,212.35737,-27.47561,0.027712
11302,ESO 511- G 007,212.82192,-25.03639,0.021802
11303,ESO 511- G 011,213.10154,-27.41433,0.021271
11304,ESO 511- G 016,213.93121,-24.423,0.021031
11305,ESO 511- G 019,214.45712,-26.37947,0.0235
11306,ESO 511- G 021,214.56017,-27.41517,0.025838
11307,ESO 511- G 023,214.61071,-27.37883,0.022642
11308,ESO 511- G 026,214.71167,-27.41044,0.023843
11309,ESO 511- G 028,214.74437,-27.21633,0.022446
11310,ESO 511- G 030,214.84342,-26.64472,0.022389
11311,ESO 511- G 032,214.87675,-27.37622,0.021315
11312,ESO 511- G 033,215.17467,-27.38542,0.026338
11313,ESO 511- G 034,215.30554,-27.26156,0.021481
11314,ESO 511- G 040,216.47533,-23.97872,0.019987
11315,ESO 511- G 042,217.05863,-23.87303,0.023853
11316,ESO 511- G 043,217.31713,-27.13806,0.016835
11317,ESO 511- G 044,217.34167,-22.92869,0.025858
11318,ESO 511- G 046,217.68033,-27.45419,0.01462
11319,ESO 512- G 005,218.68,-25.44389,0.022752
11320,ESO 512- G 012,220.04754,-25.77661,0.011475
11321,ESO 512- G 016,220.69508,-24.21031,0.011014
11322,ESO 512- G 018,220.89138,-24.46089,0.011635
11323,ESO 513- G 009,224.1406,-24.50272,0.023003
11324,ESO 514- G 003,229.64979,-24.11994,0.007822
11325,ESO 514- G 007,229.99879,-23.92508,0.007672
11326,ESO 514- G 013,230.82706,-25.72062,0.012307
11327,ESO 514- G 014,230.92958,-25.465,0.012308
11328,ESO 514- G 019,232.01042,-26.50189,0.021915
11329,ESO 514- G 020,232.4325,-26.19833,0.021878
11330,ESO 514- G 021,232.477,-26.5965,0.019964
11331,ESO 514- G 022,232.98937,-24.77264,0.014814
11332,ESO 515- G 003,234.73754,-22.66347,0.019157
11333,ESO 515- G 005,236.13629,-25.37478,0.01892
11334,ESO 515- G 006,236.24804,-25.26003,0.029887
11335,ESO 515- G 010,237.52071,-23.63886,0.01909
11336,ESO 515- G 013,238.25188,-27.29208,0.029077
11337,ESO 515- G 014,238.26979,-24.63594,0.018996
11338,ESO 515- G 018,239.84938,-25.343,0.027886
11339,ESO 516- G 002,240.64304,-25.80669,0.024941
11340,ESO 516- G 008,242.14167,-25.0195,0.02373
11341,ESO 517- G 013,250.47529,-24.94564,0.027629
11342,ESO 519- G?009,257.93771,-25.74736,0.021131
11343,ESO 524- G 011,288.75129,-23.75819,0.020751
11344,ESO 525- G 003,290.42138,-25.05025,0.026949
11345,ESO 526- G 006,297.05596,-23.50956,0.021298
11346,ESO 526- G 007,297.39942,-26.43231,0.019877
11347,ESO 526- G 009,297.61537,-24.52114,0.019694
11348,ESO 526- G 010,298.00292,-23.45067,0.022642
11349,ESO 526- G 011,298.23,-25.15,0.01942
11350,ESO 526- G 014,298.66158,-25.33472,0.036348
11351,ESO 526- G 016,298.80296,-23.27289,0.01976
11352,ESO 526- G 018 NED01,299.12133,-25.92108,0.049371
11353,ESO 527- G 008,301.40767,-25.14508,0.027499
11354,ESO 527- G 011,302.12979,-25.45856,0.027576
11355,ESO 527- G 019,305.1905,-24.12819,0.010397
11356,ESO 528- G 015,307.84037,-26.98419,0.019847
11357,ESO 528- G 017,308.336,-27.09778,0.020397
11358,ESO 528- G 018,308.37904,-24.62389,0.024824
11359,ESO 528- G 034,310.62175,-24.14969,0.019547
11360,ESO 529- G 001,311.65512,-23.63047,0.020104
11361,ESO 529- G 009,312.79329,-25.71383,0.019897
11362,ESO 530- G 004,317.18613,-22.90958,0.0295
11363,ESO 530- G 007,317.27942,-25.5565,0.02933
11364,ESO 530- G 009,317.34267,-23.2495,0.0292
11365,ESO 530- G 016,317.69842,-23.37525,0.033193
11366,ESO 530- G 023,318.17892,-23.14589,0.037162
11367,ESO 530- G 029,319.27654,-23.1215,0.030144
11368,ESO 530- G 030,319.36813,-22.81626,0.027682
11369,ESO 530- G 034,319.49579,-22.83558,0.026338
11370,ESO 530- G 037,320.35525,-24.37161,0.025448
11371,ESO 531- G 009,324.203,-22.80542,0.028099
11372,ESO 531- G 022,325.12279,-26.52794,0.011324
11373,ESO 531- G 023,325.40133,-26.59222,0.030835
11374,ESO 532- G 005,329.48067,-22.91864,0.0242
11375,ESO 532- G 006,329.56346,-24.88844,0.030314
11376,ESO 532- G 014,330.73808,-22.47197,0.005734
11377,ESO 532- G 015,330.7843,-22.39449,0.005824
11378,ESO 532- G 016,330.80279,-26.40686,0.032276
11379,ESO 532- G 017,331.17979,-26.40175,0.018509
11380,ESO 532- G 021,332.05792,-25.06069,0.018229
11381,ESO 532- G 022,332.29696,-27.16642,0.008683
11382,ESO 532- G 023,332.4045,-27.2465,0.024123
11383,ESO 532- G 032,333.22154,-25.643,0.008863
11384,ESO 532- G 034,333.2935,-22.445,0.017529
11385,ESO 532- G 035,333.34783,-27.21964,0.02371
11386,ESO 533- G 004,333.51258,-26.93772,0.008659
11387,ESO 533- G 006,334.02038,-26.68025,0.02345
11388,ESO 533- G 009,334.454,-23.89194,0.031795
11389,ESO 533- G 013,334.91017,-25.33239,0.015804
11390,ESO 533- G 024,335.92675,-26.61267,0.025114
11391,ESO 533- G 026,336.39154,-24.2415,0.025298
11392,ESO 533- G 028,336.664,-24.87161,0.008599
11393,ESO 533- G 037,337.66075,-26.93147,0.012
11394,ESO 533- G 048,338.63242,-22.69153,0.018706
11395,ESO 534- G 003,339.15271,-26.25936,0.026598
11396,ESO 534- G 009,339.67254,-25.85067,0.011294
11397,ESO 534- G 024,341.31142,-22.73078,0.010207
11398,ESO 534- G 029,343.07817,-26.33794,0.027356
11399,ESO 534- G 030,343.54915,-25.25207,0.026418
11400,ESO 534- G 031,343.91751,-23.95383,0.020261
11401,ESO 534- G 032,344.18712,-24.95252,0.030715
11402,ESO 535- G 015,349.76135,-22.71518,0.020464
11403,ESO 536- G 003,350.5668,-23.70123,0.005641
11404,ESO 536- G 004,351.44129,-26.56431,0.028053
11405,ESO 536- G 007,353.13067,-24.00519,0.027182
11406,ESO 536- G 017,355.18854,-24.69381,0.023163
11407,ESO 537-IG 003 NED02,356.16458,-23.81156,0.049204
11408,ESO 538- G 001,358.32358,-18.21195,0.037496
11409,ESO 538- G 002,358.54875,-17.814,0.037282
11410,ESO 538- G 010,359.41673,-21.57971,0.03367
11411,ESO 538- G 013,359.63261,-18.71402,0.034043
11412,ESO 538- G 022,1.79267,-21.78656,0.03396
11413,ESO 539- G 005,4.2925,-19.30147,0.010684
11414,ESO 539- G 012,5.739,-22.11861,0.024584
11415,ESO 539- G 013 NED01,6.1963,-20.73209,0.051766
11416,ESO 539- G 013 NED03,6.23323,-20.73129,0.054027
11417,ESO 539- G 014,7.86738,-19.76131,0.023663
11418,ESO 540- G 003,8.9145,-20.12533,0.010984
11419,ESO 540- G 010,9.89312,-20.38353,0.013212
11420,ESO 540- G 016,10.56121,-18.16175,0.00518
11421,ESO 540- G 021,11.736,-21.8475,0.021435
11422,ESO 540- G 030,12.33734,-18.07542,0.000747
11423,ESO 540- G 032,12.60134,-19.90672,0.000761
11424,ESO 541- G 001,13.76317,-19.00594,0.021238
11425,ESO 541- G 004,14.74167,-18.74267,0.006678
11426,ESO 541- G 005,14.82544,-20.57898,0.006531
11427,ESO 541- G 008,15.03821,-18.62683,0.020918
11428,ESO 541- G 014,15.80358,-20.99569,0.042286
11429,ESO 541- G 020,16.77059,-19.37475,0.054218
11430,ESO 542- G 014,21.79142,-20.40424,0.033523
11431,ESO 542- G 015,21.80641,-21.77367,0.01857
11432,ESO 542- G 016,21.90742,-21.64308,0.018223
11433,ESO 542- G 023,23.08307,-20.82902,0.05272
11434,ESO 542- G 025,23.3269,-21.00264,0.052126
11435,ESO 542- G 026,23.38675,-21.07767,0.051312
11436,ESO 542-IG 019 NED03,22.21654,-19.96619,0.03367
11437,ESO 543- G 007,24.673,-20.24978,0.032336
11438,ESO 543- G 012,25.67629,-18.22692,0.016398
11439,ESO 543- G 014,26.26243,-21.28759,0.019797
11440,ESO 543- G 017,27.44642,-21.9075,0.039501
11441,ESO 543- G 020,28.01402,-20.1665,0.031765
11442,ESO 544- G 020,32.94354,-18.26608,0.016938
11443,ESO 544- G 021,32.94252,-19.92289,0.014467
11444,ESO 544- G 023,32.98471,-20.37611,0.031021
11445,ESO 544- G 027,33.22775,-19.31689,0.008186
11446,ESO 544- G 028,33.35837,-18.83329,0.034731
11447,ESO 544- G 030,33.73862,-20.21178,0.005365
11448,ESO 544- G 031,33.76917,-20.7677,0.0531
11449,ESO 544- G 033,34.39993,-21.76382,0.021305
11450,ESO 545- G 002,34.81367,-18.93225,0.005364
11451,ESO 545- G 003,34.8713,-21.43592,0.005324
11452,ESO 545- G 005,35.02546,-19.75072,0.007799
11453,ESO 545- G 013,36.16925,-19.14203,0.03373
11454,ESO 545- G 017,36.75937,-19.25407,0.033016
11455,ESO 545- G 018,36.77237,-19.09456,0.033233
11456,ESO 545- G 020,37.13768,-18.98209,0.016501
11457,ESO 545- G 025,37.59734,-20.68372,0.016165
11458,ESO 545- G 026,37.76771,-19.33336,0.032639
11459,ESO 545- G 028,37.85917,-17.65375,0.033406
11460,ESO 545- G 034,38.38404,-20.18217,0.033243
11461,ESO 545- G 038,39.01512,-17.26294,0.032009
11462,ESO 545- G 043,39.92708,-21.23994,0.015211
11463,ESO 546- G 001,40.13099,-20.37269,0.035651
11464,ESO 546- G 010,40.55195,-19.82972,0.026221
11465,ESO 546- G 020,41.85141,-22.26783,0.037056
11466,ESO 546- G 021,41.92839,-18.84038,0.010224
11467,ESO 546- G 023,42.03158,-22.20658,0.038266
11468,ESO 546- G 025,42.20208,-19.97125,0.015214
11469,ESO 546- G 027,42.917,-18.07014,0.02468
11470,ESO 546- G 031,43.73367,-21.89817,0.028807
11471,ESO 546- G 036,45.0649,-22.29031,0.01002
11472,ESO 546- G 037,45.17718,-22.14003,0.014443
11473,ESO 547- G 004,45.87769,-20.17607,0.011081
11474,ESO 547- G 012,47.40363,-17.83154,0.006691
11475,ESO 548- G 009,51.16012,-19.29836,0.006288
11476,ESO 548- G 021,51.89703,-21.22839,0.005564
11477,ESO 548- G 063,54.89492,-20.01481,0.006631
11478,ESO 548- G 068,55.07988,-18.9315,0.005647
11479,ESO 548- G 082,55.68032,-17.50722,0.005724
11480,ESO 549- G 018,57.05867,-21.47447,0.005294
11481,ESO 549- G 021,57.11858,-18.75231,0.031849
11482,ESO 549- G 022,57.21592,-18.97886,0.014287
11483,ESO 549- G 023,57.24108,-22.13133,0.013986
11484,ESO 549- G 029,57.83617,-18.30942,0.027429
11485,ESO 549- G 030,58.47304,-17.59358,0.028466
11486,ESO 549- G 031,58.60279,-19.19031,0.025007
11487,ESO 549- G 035,58.76644,-20.38349,0.005931
11488,ESO 549- G 036,58.78867,-17.46947,0.028266
11489,ESO 549- G 038,59.156,-18.06167,0.021328
11490,ESO 549- G 039,59.17567,-18.61919,0.021231
11491,ESO 549- G 040,59.29288,-18.77761,0.025131
11492,ESO 549- G 046,60.11654,-20.78168,0.041602
11493,ESO 549- G 053,60.87213,-17.98339,0.036495
11494,ESO 550- G 002,61.12364,-17.90452,0.026725
11495,ESO 550- G 014,62.3831,-21.77281,0.014804
11496,ESO 550- G 026,65.40313,-17.92878,0.029804
11497,ESO 551- G 013,68.34354,-18.67706,0.020934
11498,ESO 551- G 016,68.91869,-21.98845,0.005944
11499,ESO 551- G 025,69.82788,-22.21161,0.031228
11500,ESO 551- G 026,70.15467,-21.96694,0.028737
11501,ESO 551- G 031,70.62045,-21.6917,0.005804
11502,ESO 552- G 001,71.45609,-21.66019,0.032356
11503,ESO 552- G 003,71.51961,-22.3648,0.028443
11504,ESO 552- G 009,72.41704,-17.48836,0.030931
11505,ESO 552- G 014,72.83579,-17.50339,0.031695
11506,ESO 552- G 015,73.0555,-18.39286,0.031889
11507,ESO 552- G 016,73.11897,-19.2928,0.010194
11508,ESO 552- G 018,73.29,-17.70639,0.034154
11509,ESO 552- G 019,73.39279,-17.92283,0.039721
11510,ESO 552- G 020,73.71658,-18.11561,0.031405
11511,ESO 552- G 025,74.07672,-17.99781,0.031755
11512,ESO 552- G 040,74.69608,-21.56942,0.022649
11513,ESO 552- G 043,74.89704,-19.19903,0.022569
11514,ESO 552- G 044,74.97871,-18.54458,0.018733
11515,ESO 552- G 045,74.99642,-17.45981,0.021882
11516,ESO 552- G 046,75.06087,-22.18769,0.050538
11517,ESO 552- G 048,75.26013,-18.28764,0.042666
11518,ESO 552- G 051,75.51997,-17.47418,0.022499
11519,ESO 552- G 052,75.50281,-21.13695,0.015344
11520,ESO 552- G 054,75.65579,-20.92283,0.032466
11521,ESO 552- G 056,75.72933,-18.76928,0.017772
11522,ESO 552- G 057,75.72601,-20.36635,0.024537
11523,ESO 552- G 058,75.79242,-20.27244,0.031669
11524,ESO 552- G 059,75.85962,-20.04322,0.025034
11525,ESO 552- G 065,76.28433,-18.9865,0.025988
11526,ESO 552- G 069,76.36971,-20.93783,0.030978
11527,ESO 553- G 002,76.63858,-17.58583,0.015891
11528,ESO 553- G 003,76.65683,-17.55336,0.014894
11529,ESO 553- G 006,76.93663,-19.624,0.031775
11530,ESO 553- G 009,77.03657,-22.12555,0.033133
11531,ESO 553- G 010,77.07615,-19.83334,0.029901
11532,ESO 553- G 012,77.25912,-20.25563,0.015264
11533,ESO 553- G 016,77.77471,-18.42694,0.011895
11534,ESO 553- G 017,77.80004,-19.61308,0.006631
11535,ESO 553- G 020,77.90987,-20.42728,0.013506
11536,ESO 553- G 021,77.94388,-17.83639,0.047186
11537,ESO 553- G 026,78.32667,-22.22575,0.030418
11538,ESO 553- G 027,78.39712,-17.64868,0.027092
11539,ESO 553- G 031,79.57792,-21.32769,0.02959
11540,ESO 553- G 032,79.72012,-17.51697,0.02338
11541,ESO 553- G 036,79.95821,-20.96736,0.029047
11542,ESO 553- G 039,80.76538,-17.96122,0.041839
11543,ESO 553- G 040,80.90446,-19.95417,0.016695
11544,ESO 553- G 041,81.00208,-20.08128,0.044414
11545,ESO 553- G 044,81.68542,-19.20983,0.027599
11546,ESO 553- G 046,81.77383,-20.67808,0.001816
11547,ESO 554- G 001,82.22433,-20.93733,0.027282
11548,ESO 554- G 004,82.4121,-19.56188,0.026839
11549,ESO 554- G 005,82.53717,-20.33944,0.016938
11550,ESO 554- G 018,84.19662,-18.60536,0.009547
11551,ESO 554- G 019,84.19442,-22.40642,0.016328
11552,ESO 554- G 023,85.04908,-22.00314,0.030184
11553,ESO 554- G 024,85.33329,-18.27786,0.010928
11554,ESO 554- G 028,85.80763,-18.63928,0.006851
11555,ESO 555- G 001,87.38236,-19.55032,0.02875
11556,ESO 555- G 002,87.61121,-19.72589,0.007942
11557,ESO 555- G 011,88.3878,-20.26751,0.02825
11558,ESO 555- G 013,89.10468,-19.69149,0.009303
11559,ESO 555- G 018,90.09937,-19.70919,0.027719
11560,ESO 555- G 022,90.28321,-21.73861,0.005831
11561,ESO 555- G 023,90.4005,-20.34167,0.027919
11562,ESO 555- G 029,91.11442,-20.35375,0.00965
11563,ESO 555- G 033,91.37321,-19.03356,0.026478
11564,ESO 555- G 036,91.92413,-19.91222,0.021458
11565,ESO 555- G 037,92.01217,-19.22425,0.022516
11566,ESO 555- G 040,92.40387,-20.10292,0.022442
11567,ESO 556- G 005,93.78,-19.41842,0.018823
11568,ESO 556- G 012,94.45517,-21.06056,0.008586
11569,ESO 556- G 016,95.30179,-22.50653,0.031248
11570,ESO 556- G 022,96.40296,-19.813,0.022089
11571,ESO 557- G 005,98.76021,-19.46353,0.037109
11572,ESO 557-G 009,99.67608,-20.28681,0.008869
11573,ESO 558-PN?011,106.73667,-22.04056,0.002438
11574,ESO 560- G 004,114.75187,-22.04631,0.007282
11575,ESO 560- G 012,116.60567,-18.54708,0.011014
11576,ESO 560- G 013,116.96688,-18.749,0.010797
11577,ESO 561- G 003,119.36296,-19.24297,0.011738
11578,ESO 561- G 009,120.76025,-18.70206,0.01125
11579,ESO 561- G 023,122.96879,-18.30033,0.015424
11580,ESO 561- G 025,123.09354,-21.53108,0.014463
11581,ESO 561- G 032,123.73454,-22.01806,0.017199
11582,ESO 562- G 007,127.16992,-21.73644,0.019147
11583,ESO 562- G 010,127.6985,-17.68003,0.01928
11584,ESO 562- G 014,128.3205,-17.95894,0.015214
11585,ESO 562- G 018,128.47208,-21.38194,0.015788
11586,ESO 563- G 002,129.29583,-22.24917,0.00551
11587,ESO 563- G 005,129.49742,-18.83356,0.035098
11588,ESO 563- G 010,130.344,-20.26322,0.015227
11589,ESO 563- G 011,130.39712,-20.31503,0.01905
11590,ESO 563- G 013,130.63525,-19.87225,0.022726
11591,ESO 563- G 014,130.73804,-20.05114,0.005681
11592,ESO 563- G 015,130.77588,-17.88142,0.019287
11593,ESO 563- G 017,131.129,-20.3505,0.011521
11594,ESO 563- G 024,132.32899,-19.00411,0.009173
11595,ESO 563- G 026,132.61,-19.53111,0.011195
11596,ESO 563- G 028,132.6895,-21.96336,0.008723
11597,ESO 563- G 029,132.89417,-21.64722,0.008463
11598,ESO 563- G 030,132.98166,-18.54267,0.041162
11599,ESO 563- G 031,133.07639,-17.74454,0.005654
11600,ESO 563- G 037,134.325,-19.14439,0.01493
11601,ESO 564- G 002,134.6324,-22.48863,0.032836
11602,ESO 564- G 008,135.54571,-19.37258,0.018109
11603,ESO 564- G 011,135.69237,-20.72531,0.0093
11604,ESO 564- G 012,135.74,-18.02889,0.011848
11605,ESO 564- G 013,135.83838,-20.23497,0.033507
11606,ESO 564- G 023,137.08787,-22.48519,0.025701
11607,ESO 564- G 026,137.43,-21.33806,0.00931
11608,ESO 564- G 031,138.65304,-19.55119,0.017209
11609,ESO 564- G 032,138.65208,-21.96867,0.009206
