,Names,RA,DEC,Redshift
5981,2MASX J20540933-5313316,313.539,-53.22547,0.04319
5982,2MASX J20541157-7324474,313.54846,-73.41314,0.051099
5983,2MASX J20541442-4646356,313.56,-46.77661,0.049551
5984,2MASX J20541684-5249585,313.57021,-52.83286,0.043887
5985,2MASX J20542047-5149530,313.58525,-51.83142,0.04767
5986,2MASX J20542143-4256236,313.58946,-42.93983,0.052593
5987,2MASX J20543202-5521024,313.63346,-55.35075,0.049668
5988,2MASX J20543785-7250595,313.65792,-72.84992,0.041752
5989,2MASX J20543970-4330430,313.6655,-43.51192,0.049564
5990,2MASX J20543996-4304350,313.66658,-43.07644,0.048854
5991,2MASX J20544546-1215458,313.68946,-12.2627,0.050505
5992,2MASX J20550321-4258330,313.76333,-42.97581,0.050088
5993,2MASX J20550895-4333319,313.78725,-43.55886,0.052883
5994,2MASX J20552107-5445282,313.83771,-54.75781,0.043997
5995,2MASX J20553057-4327450,313.8775,-43.4625,0.032015
5996,2MASX J20553935-5731291,313.914,-57.52483,0.051102
5997,2MASX J20554966-5408102,313.95704,-54.13611,0.030658
5998,2MASX J20555490-5154356,313.97879,-51.90986,0.04814
5999,2MASX J20555953-4319541,313.998,-43.33164,0.048921
6000,2MASX J20560440-4605031,314.01846,-46.08431,0.049174
6001,2MASX J20560728-0813488,314.03021,-8.23007,0.036762
6002,2MASX J20561137-1702333,314.04735,-17.04264,0.02912
6003,2MASX J20563161-5208314,314.13183,-52.14214,0.04774
6004,2MASX J20563628-0320525,314.15121,-3.34794,0.019944
6005,2MASX J20565516-4206324,314.23,-42.10903,0.051736
6006,2MASX J20570010-4924585,314.25042,-49.41622,0.053744
6007,2MASX J20570375-5206225,314.26567,-52.10631,0.050125
6008,2MASX J20570805-6152531,314.28358,-61.88136,0.038863
6009,2MASX J20571032-0754250,314.29294,-7.90709,0.027883
6010,2MASX J20572892-5258362,314.37058,-52.97675,0.02365
6011,2MASX J20574940-1611293,314.45592,-16.19148,0.042616
6012,2MASX J20575387-5448327,314.47442,-54.80914,0.024577
6013,2MASX J20575761-7257011,314.48992,-72.95031,0.050718
6014,2MASX J20580060-5328470,314.50203,-53.47998,0.039667
6015,2MASX J20580953-4349496,314.53987,-43.83053,0.042646
6016,2MASX J20581163-1446266,314.54854,-14.77406,0.043183
6017,2MASX J20582178-7922596,314.591,-79.38325,0.04783
6018,2MASX J20582527-1527435,314.60531,-15.46205,0.030021
6019,2MASX J20582978-5842539,314.624,-58.71492,0.04765
6020,2MASX J20583502-6047036,314.64583,-60.78439,0.035321
6021,2MASX J20583812-4316373,314.65883,-43.27703,0.050415
6022,2MASX J20584861-4520053,314.7025,-45.33489,0.049621
6023,2MASX J20585166-5301173,314.71533,-53.02161,0.03855
6024,2MASX J20585908-1820261,314.74608,-18.34069,0.028553
6025,2MASX J20590569-5428305,314.77367,-54.47511,0.04269
6026,2MASX J20590925-5428575,314.78858,-54.48261,0.042966
6027,2MASX J20591502-5207113,314.81267,-52.11983,0.044151
6028,2MASX J20591516-5101343,314.81317,-51.02628,0.045605
6029,2MASX J20591748-1642317,314.82287,-16.70872,0.028473
6030,2MASX J20592192-5621096,314.84146,-56.35264,0.051736
6031,2MASX J20592276-2118501,314.84479,-21.31408,0.042119
6032,2MASX J20592451-5422566,314.852,-54.38236,0.049508
6033,2MASX J20592757-5717156,314.86508,-57.28758,0.052616
6034,2MASX J20593583-5159176,314.89938,-51.98822,0.048754
6035,2MASX J20594609-5352216,314.94208,-53.87267,0.04299
6036,2MASX J21000757-6942231,315.03175,-69.70642,0.0431
6037,2MASX J21001075-5911012,315.04471,-59.18369,0.04783
6038,2MASX J21001839-4615443,315.07654,-46.26236,0.04337
6039,2MASX J21001910-3315460,315.07967,-33.26289,0.040138
6040,2MASX J21002323-5903432,315.09679,-59.06197,0.048934
6041,2MASX J21002613-0322080,315.10914,-3.36893,0.049367
6042,2MASX J21003025-5427502,315.126,-54.46389,0.04305
6043,2MASX J21003596-3809061,315.14992,-38.15178,0.046305
6044,2MASX J21010534-4108117,315.27229,-41.13664,0.049691
6045,2MASX J21011018-2813280,315.29244,-28.22444,0.039644
6046,2MASX J21011852-5238569,315.32733,-52.64914,0.037439
6047,2MASX J21012236-5430448,315.34321,-54.51247,0.044201
6048,2MASX J21013815-4252587,315.40892,-42.88303,0.017152
6049,2MASX J21013847-2753583,315.41036,-27.89944,0.03881
6050,2MASX J21013882-2818093,315.4116,-28.30258,0.039744
6051,2MASX J21014443-4909008,315.43508,-49.15019,0.035104
6052,2MASX J21014980-4933238,315.45742,-49.55664,0.024841
6053,2MASX J21015340-4825328,315.47262,-48.42572,0.016868
6054,2MASX J21015558-2745563,315.48179,-27.7654,0.040024
6055,2MASX J21015626-4338174,315.48433,-43.63811,0.031172
6056,2MASX J21015941-2815363,315.49761,-28.26008,0.033233
6057,2MASX J21020299-2823543,315.51259,-28.39839,0.033563
6058,2MASX J21020388-2752163,315.51569,-27.871,0.042119
6059,2MASX J21020977-1257282,315.54067,-12.95802,0.029654
6060,2MASX J21021109-5100077,315.54629,-51.00225,0.048547
6061,2MASX J21021467-3800138,315.56113,-38.00383,0.044554
6062,2MASX J21021648-1450232,315.56875,-14.83975,0.026622
6063,2MASX J21021681-1731082,315.56997,-17.51893,0.034134
6064,2MASX J21022469-1801034,315.60296,-18.01767,0.028783
6065,2MASX J21022806-1446364,315.61692,-14.77686,0.02885
6066,2MASX J21022946-1311404,315.62283,-13.19461,0.025801
6067,2MASX J21022993-1425554,315.62475,-14.43208,0.026972
6068,2MASX J21030320-3756272,315.76333,-37.94086,0.046189
6069,2MASX J21030740-1409115,315.78078,-14.15313,0.054254
6070,2MASX J21030802-1351395,315.78345,-13.86097,0.028797
6071,2MASX J21031998-5132509,315.83321,-51.54744,0.046806
6072,2MASX J21032422-4929569,315.851,-49.49911,0.02409
6073,2MASX J21032845-3000051,315.86858,-30.00136,0.03881
6074,2MASX J21033278-1458357,315.88662,-14.97669,0.028203
6075,2MASX J21033437-1425537,315.89322,-14.43148,0.028063
6076,2MASX J21033632-5141329,315.90142,-51.69247,0.051702
6077,2MASX J21034172-5130288,315.92375,-51.50806,0.046876
6078,2MASX J21034238-4645014,315.92671,-46.75039,0.047206
6079,2MASX J21034575-2802078,315.94071,-28.03533,0.032843
6080,2MASX J21034922-1605137,315.95504,-16.08711,0.041692
6081,2MASX J21035850-5149372,315.99375,-51.82703,0.048847
6082,2MASX J21040787-0046121,316.03273,-0.77013,0.047363
6083,2MASX J21041326-6002500,316.0555,-60.04725,0.041852
6084,2MASX J21041350-1823416,316.05621,-18.39481,0.029113
6085,2MASX J21041751-5439499,316.07304,-54.66397,0.04266
6086,2MASX J21041869-4602556,316.07779,-46.04886,0.049064
6087,2MASX J21042540-3758206,316.10588,-37.97239,0.04772
6088,2MASX J21042708-5150351,316.11283,-51.84314,0.0479
6089,2MASX J21045356-5024043,316.22329,-50.40131,0.050422
6090,2MASX J21045753-1356482,316.23957,-13.94678,0.030551
6091,2MASX J21050808-5150082,316.28358,-51.83564,0.050578
6092,2MASX J21051651-1438312,316.31883,-14.64208,0.028433
6093,2MASX J21052429-5043019,316.35108,-50.71711,0.04783
6094,2MASX J21052772-4315297,316.36546,-43.25833,0.046275
6095,2MASX J21053182-6059107,316.38258,-60.98625,0.053971
6096,2MASX J21054962-6109307,316.45692,-61.15858,0.05358
6097,2MASX J21055715-3936537,316.48817,-39.61497,0.050428
6098,2MASX J21055819-1351468,316.49237,-13.86303,0.027856
6099,2MASX J21055898-3441568,316.49579,-34.69908,0.044764
6100,2MASX J21060042-2606154,316.50179,-26.10433,0.039938
6101,2MASX J21060065-6300566,316.50267,-63.01575,0.045385
6102,2MASX J21060103-1548578,316.50429,-15.81605,0.02839
6103,2MASX J21060354-2610284,316.51471,-26.17458,0.039964
6104,2MASX J21060545-3937515,316.52275,-39.63092,0.052403
6105,2MASX J21060859-5444588,316.53596,-54.74967,0.042259
6106,2MASX J21060892-1547538,316.53725,-15.79831,0.027799
6107,2MASX J21061269-1407498,316.55283,-14.13061,0.029604
6108,2MASX J21061567-0952555,316.56538,-9.88211,0.028473
6109,2MASX J21062230-1257578,316.59292,-12.96603,0.026949
6110,2MASX J21062500-6241202,316.60433,-62.68903,0.045938
6111,2MASX J21063849-5456251,316.66054,-54.94031,0.053077
6112,2MASX J21064719-4423461,316.69658,-44.39619,0.047976
6113,2MASX J21065055-5459471,316.71079,-54.99642,0.042539
6114,2MASX J21065082-6217162,316.71167,-62.28792,0.046445
6115,2MASX J21070788-5020184,316.78279,-50.33836,0.047106
6116,2MASX J21070818-3708321,316.78404,-37.14225,0.051135
6117,2MASX J21071118-2515110,316.79658,-25.25297,0.0387
6118,2MASX J21072205-2527210,316.84188,-25.45575,0.037986
6119,2MASX J21072347-2534169,316.84775,-25.57142,0.042496
6120,2MASX J21072666-3941115,316.86108,-39.68656,0.048557
6121,2MASX J21073898-2439240,316.91242,-24.65661,0.037176
6122,2MASX J21075449-4315415,316.97708,-43.26161,0.030558
6123,2MASX J21075491-0243304,316.97883,-2.72508,0.049011
6124,2MASX J21080312-5517354,317.01313,-55.29308,0.035141
6125,2MASX J21081934-3623208,317.0805,-36.38906,0.04362
6126,2MASX J21082264-1533443,317.09435,-15.56237,0.041142
6127,2MASX J21084291-1447154,317.17863,-14.78754,0.041005
6128,2MASX J21090270-0217189,317.26125,-2.28861,0.045795
6129,2MASX J21090976-7910357,317.29075,-79.17661,0.048177
6130,2MASX J21091834-2100463,317.3265,-21.01286,0.039631
6131,2MASX J21091936-1405001,317.33053,-14.08339,0.027893
6132,2MASX J21092601-1613091,317.35833,-16.21917,0.040775
6133,2MASX J21093224-6453210,317.38437,-64.88914,0.032586
6134,2MASX J21093934-1402581,317.41374,-14.04938,0.027576
6135,2MASX J21095357-1608540,317.47315,-16.1485,0.039974
6136,2MASX J21095588-7014077,317.48287,-70.23556,0.04374
6137,2MASX J21100087-1404410,317.50349,-14.07791,0.02857
6138,2MASX J21100815-0046227,317.53399,-0.773,0.033663
6139,2MASX J21101995-0230504,317.58308,-2.51413,0.031595
6140,2MASX J21102722-2915126,317.61342,-29.25342,0.043123
6141,2MASX J21102885-2312480,317.62025,-23.21336,0.035281
6142,2MASX J21102901-0856597,317.62094,-8.94993,0.04802
6143,2MASX J21105420-0346348,317.72588,-3.77637,0.031445
6144,2MASX J21105640-0205478,317.73513,-2.09678,0.031485
6145,2MASX J21110413-2257486,317.76729,-22.96342,0.034791
6146,2MASX J21110743-2043576,317.7811,-20.73272,0.039577
6147,2MASX J21110786-2314104,317.78279,-23.23625,0.035081
6148,2MASX J21111025-2206344,317.79265,-22.10981,0.033533
6149,2MASX J21111253-8050481,317.80138,-80.84681,0.029337
6150,2MASX J21111476-4830160,317.81162,-48.50447,0.031669
6151,2MASX J21111750-5049410,317.82292,-50.82808,0.044744
6152,2MASX J21113239-4238519,317.88504,-42.64783,0.041365
6153,2MASX J21115772-2309358,317.99054,-23.16,0.034484
6154,2MASX J21120799-2324447,318.03346,-23.41247,0.033333
6155,2MASX J21121221-4617444,318.05088,-46.29567,0.032149
6156,2MASX J21122838-0517077,318.11815,-5.28536,0.049104
6157,2MASX J21123049-4320565,318.12704,-43.349,0.046335
6158,2MASX J21123470-8152003,318.14425,-81.86681,0.045131
6159,2MASX J21124674-1949009,318.19484,-19.81708,0.030908
6160,2MASX J21124822+0055050,318.20078,0.91784,0.2
6161,2MASX J21131201-0008368,318.29996,-0.14353,0.032212
6162,2MASX J21131543-3732127,318.31437,-37.53689,0.025778
6163,2MASX J21132322-7229198,318.34654,-72.48886,0.051309
6164,2MASX J21133544-4300222,318.39775,-43.00617,0.041145
6165,2MASX J21133707-5400255,318.40438,-54.00711,0.035198
6166,2MASX J21133996-2902563,318.41658,-29.04903,0.053844
6167,2MASX J21140138-1234446,318.50581,-12.57909,0.051412
6168,2MASX J21141246-4240476,318.55196,-42.67994,0.053377
6169,2MASX J21141455-6513361,318.56079,-65.22672,0.040962
6170,2MASX J21141628-5147217,318.56796,-51.78933,0.050485
6171,2MASX J21142031-7907018,318.58463,-79.11725,0.048527
6172,2MASX J21142354-0505564,318.59813,-5.09908,0.027005
6173,2MASX J21143002-2326260,318.62504,-23.44056,0.036946
6174,2MASX J21144012-2827204,318.66721,-28.45572,0.054398
6175,2MASX J21145600-6729239,318.73342,-67.49003,0.040588
6176,2MASX J21150822-2321306,318.78429,-23.35847,0.035865
6177,2MASX J21151458-5148589,318.81075,-51.81639,0.050028
6178,2MASX J21151919-7222123,318.83008,-72.37,0.050922
6179,2MASX J21153555-4652287,318.89829,-46.87458,0.036785
6180,2MASX J21153582-4717297,318.89925,-47.29156,0.053677
6181,2MASX J21154428-2259234,318.93446,-22.98989,0.034644
6182,2MASX J21162540-5139340,319.10592,-51.65939,0.052019
6183,2MASX J21164155-5257329,319.173,-52.95914,0.04879
6184,2MASX J21171038-7557100,319.29346,-75.95272,0.038994
6185,2MASX J21171271-1937371,319.30336,-19.62706,0.031779
6186,2MASX J21172918-8048085,319.37121,-80.80236,0.029164
6187,2MASX J21174247-8450426,319.42617,-84.84525,0.037656
6188,2MASX J21175507-2246243,319.47954,-22.77339,0.052156
6189,2MASX J21180410-5143385,319.51713,-51.72733,0.049878
6190,2MASX J21180548-2239503,319.52301,-22.66406,0.035661
6191,2MASX J21181593-2356220,319.56642,-23.9395,0.030301
6192,2MASX J21182700-6626498,319.6125,-66.44711,0.03395
6193,2MASX J21185287-5526436,319.72033,-55.44544,0.041786
6194,2MASX J21190674-2141546,319.77812,-21.69868,0.031432
6195,2MASX J21191534-7114599,319.81417,-71.25006,0.042439
6196,2MASX J21191866-0614409,319.82785,-6.24478,0.030188
6197,2MASX J21192590-0645304,319.85803,-6.75842,0.027663
6198,2MASX J21193434-5522028,319.89321,-55.36742,0.026602
6199,2MASX J21194750-6847438,319.94804,-68.79544,0.040958
6200,2MASX J21195170-5131082,319.96537,-51.51894,0.0287
6201,2MASX J21195280-4741220,319.97004,-47.68947,0.05309
6202,2MASX J21195306-3046199,319.97108,-30.77228,0.03908
6203,2MASX J21195697-4327161,319.98729,-43.45453,0.039607
6204,2MASX J21200028-0507466,320.00125,-5.12956,0.028346
6205,2MASX J21200263-4759452,320.01112,-47.996,0.047079
6206,2MASX J21200298-6924152,320.01225,-69.40436,0.03342
6207,2MASX J21200543-1950039,320.02243,-19.83461,0.041836
6208,2MASX J21202848-2010123,320.11872,-20.17008,0.039047
6209,2MASX J21204245-5300479,320.17692,-53.01328,0.049628
6210,2MASX J21204248+4423590,320.177,44.39975,0.01299
6211,2MASX J21205646-7245515,320.23537,-72.76431,0.03888
6212,2MASX J21210936-6006549,320.28896,-60.11533,0.051179
6213,2MASX J21212394-5253324,320.34983,-52.89228,0.049514
6214,2MASX J21213661-7118141,320.40267,-71.30392,0.042706
6215,2MASX J21215489-5555365,320.47883,-55.92683,0.041282
6216,2MASX J21221500-0925578,320.56242,-9.43269,0.041162
6217,2MASX J21222044-5026445,320.58513,-50.44564,0.05232
6218,2MASX J21222292-5600143,320.60342,-56.00681,0.051796
6219,2MASX J21222931-4511550,320.62229,-45.19864,0.047119
6220,2MASX J21223094-4952544,320.629,-49.88183,0.05274
6221,2MASX J21223806-1928273,320.65861,-19.47439,0.039831
6222,2MASX J21224573-2136573,320.69046,-21.61607,0.041716
6223,2MASX J21224850-2204563,320.70228,-22.08243,0.035461
6224,2MASX J21225062-4945499,320.71087,-49.76381,0.052606
6225,2MASX J21225650-4818509,320.73546,-48.31414,0.0537
6226,2MASX J21230457-7120293,320.76917,-71.34158,0.038824
6227,2MASX J21231300-1936242,320.80408,-19.60658,0.042663
6228,2MASX J21233395-4947109,320.89158,-49.78631,0.053577
6229,2MASX J21235442-1105128,320.9766,-11.087,0.046976
6230,2MASX J21242596-1131109,321.10815,-11.51984,0.030057
6231,2MASX J21243550-1930093,321.14789,-19.50265,0.037483
6232,2MASX J21243856-2007013,321.16071,-20.117,0.039394
6233,2MASX J21245057-5923577,321.21087,-59.39933,0.049631
6234,2MASX J21250052-1848013,321.2522,-18.80043,0.031345
6235,2MASX J21252881-4236597,321.36996,-42.61661,0.047329
6236,2MASX J21254656-5452136,321.44404,-54.87044,0.031655
6237,2MASX J21255348-0951455,321.47276,-9.86265,0.023066
6238,2MASX J21265176-1901356,321.71584,-19.02668,0.043263
6239,2MASX J21283758+0113490,322.15668,1.23017,0.049509
6240,2MASX J21284802-4523044,322.20008,-45.38458,0.017709
6241,2MASX J21291249-0037185,322.30216,-0.62174,0.030421
6242,2MASX J21291683-5119020,322.32013,-51.31725,0.053537
6243,2MASX J21293459-7907318,322.394,-79.12544,0.030821
6244,2MASX J21293971-0608214,322.41541,-6.13935,0.046749
6245,2MASX J21302318-5126212,322.59667,-51.43925,0.052636
6246,2MASX J21302824-6344352,322.61754,-63.74308,0.02847
6247,2MASX J21303822-1232192,322.65933,-12.53858,0.053033
6248,2MASX J21304237-5515161,322.67666,-55.25458,0.043327
6249,2MASX J21313030-5719205,322.87629,-57.32236,0.027039
6250,2MASX J21313608-1040248,322.90038,-10.67367,0.05353
6251,2MASX J21315150-1110068,322.96458,-11.16858,0.054528
6252,2MASX J21315605-6250285,322.98346,-62.84122,0.050368
6253,2MASX J21320623-1107443,323.02595,-11.12889,0.05371
6254,2MASX J21322541-5149077,323.10588,-51.81875,0.053774
6255,2MASX J21322926-7141119,323.122,-71.68664,0.044738
6256,2MASX J21324774-0647229,323.19884,-6.78981,0.027889
6257,2MASX J21325855-4803005,323.24404,-48.05006,0.030201
6258,2MASX J21332265-7917580,323.34438,-79.29947,0.030918
6259,2MASX J21332398-0237006,323.34977,-2.6168,0.05257
6260,2MASX J21332452-3113110,323.35217,-31.21964,0.032906
6261,2MASX J21335255-5540483,323.46896,-55.68008,0.034234
6262,2MASX J21342018-5239511,323.584,-52.66414,0.025147
6263,2MASX J21342422-1940328,323.60104,-19.67588,0.032176
6264,2MASX J21342486-0740143,323.60367,-7.67058,0.052408
6265,2MASX J21343013-4833481,323.6255,-48.56336,0.030795
6266,2MASX J21345105-0537311,323.7127,-5.62525,0.052163
6267,2MASX J21345926-6244143,323.74712,-62.73736,0.050575
6268,2MASX J21345994-7035425,323.75,-70.59514,0.051192
6269,2MASX J21350521-7314506,323.77162,-73.24733,0.031155
6270,2MASX J21351739-0311247,323.82264,-3.19017,0.051813
6271,2MASX J21351823-0930081,323.82617,-9.50228,0.050071
6272,2MASX J21352020-2056458,323.83408,-20.94601,0.034654
6273,2MASX J21353257-5817496,323.88579,-58.29708,0.027943
6274,2MASX J21353550-0905534,323.898,-9.09825,0.050692
6275,2MASX J21355753-0853276,323.98979,-8.89108,0.051973
6276,2MASX J21355876-0423314,323.99491,-4.39214,0.051692
6277,2MASX J21360388-0320164,324.0161,-3.33776,0.026775
6278,2MASX J21360817-0735106,324.03411,-7.5862,0.027951
6279,2MASX J21361141-7206436,324.04787,-72.11211,0.036152
6280,2MASX J21361546-5630409,324.06458,-56.51139,0.041662
6281,2MASX J21361582-2753447,324.06604,-27.89581,0.05323
6282,2MASX J21361682-0830396,324.0701,-8.51101,0.05279
6283,2MASX J21362371-0358222,324.09885,-3.97286,0.052456
6284,2MASX J21363060-0359292,324.12746,-3.99147,0.052063
6285,2MASX J21365416-2020375,324.22579,-20.34376,0.035358
6286,2MASX J21372239-0356431,324.34333,-3.94542,0.053454
6287,2MASX J21372379-7051001,324.34883,-70.85003,0.038166
6288,2MASX J21372793-5542163,324.36633,-55.70456,0.05254
6289,2MASX J21373182-3102033,324.38254,-31.03422,0.029794
6290,2MASX J21373293-1441386,324.38723,-14.69415,0.038106
6291,2MASX J21380140-1150353,324.50573,-11.84316,0.053954
6292,2MASX J21380486-0426179,324.52021,-4.43833,0.053213
6293,2MASX J21380697-2641578,324.529,-26.69939,0.037172
6294,2MASX J21380821-1152123,324.53425,-11.86998,0.054228
6295,2MASX J21381812-0709152,324.57549,-7.15411,0.051936
6296,2MASX J21382518-0446162,324.605,-4.77119,0.052793
6297,2MASX J21382882-5429093,324.62021,-54.48623,0.038487
6298,2MASX J21383461-0754261,324.64411,-7.90716,0.05254
6299,2MASX J21383930-0640001,324.66372,-6.6667,0.049885
6300,2MASX J21385908-7831571,324.74625,-78.53256,0.043357
6301,2MASX J21392273-5043289,324.84488,-50.72469,0.054057
6302,2MASX J21394628-2952372,324.94279,-29.87706,0.023696
6303,2MASX J21395237-2245361,324.96817,-22.76,0.033406
6304,2MASX J21400073-0643245,325.00297,-6.72363,0.050672
6305,2MASX J21401977-3254205,325.08238,-32.90572,0.05345
6306,2MASX J21402291-5716265,325.09562,-57.27403,0.051549
6307,2MASX J21403336-1320432,325.13921,-13.34531,0.048924
6308,2MASX J21403539-4948179,325.14754,-49.80497,0.0537
6309,2MASX J21411374-5558356,325.30737,-55.97667,0.05251
6310,2MASX J21411891-0129514,325.32875,-1.49761,0.051392
6311,2MASX J21412121-7000237,325.33829,-70.00658,0.049814
6312,2MASX J21412630-0751043,325.35944,-7.85117,0.051986
6313,2MASX J21414560-5505407,325.43996,-55.09461,0.038507
6314,2MASX J21414684-4649159,325.44529,-46.82106,0.031111
6315,2MASX J21415966-0646197,325.4986,-6.77204,0.052119
6316,2MASX J21420736-1904396,325.53075,-19.07764,0.035194
6317,2MASX J21422171-7441071,325.59046,-74.68531,0.045441
6318,2MASX J21422438-1233477,325.60175,-12.56328,0.048854
6319,2MASX J21422987-0625397,325.62465,-6.42783,0.034517
6320,2MASX J21423740-0647207,325.65602,-6.78908,0.050595
6321,2MASX J21425568-0635536,325.73199,-6.5981,0.053914
6322,2MASX J21425904-5514572,325.74596,-55.24919,0.05291
6323,2MASX J21430227-0701536,325.75956,-7.03156,0.054067
6324,2MASX J21430577-0704066,325.77415,-7.06847,0.050085
6325,2MASX J21431248-5157400,325.80204,-51.96108,0.054141
6326,2MASX J21431256-4658577,325.80246,-46.98264,0.049287
6327,2MASX J21431906-0658484,325.82956,-6.97997,0.051896
6328,2MASX J21434056-5206460,325.91892,-52.11275,0.053147
6329,2MASX J21434383-5328090,325.93258,-53.46919,0.029077
6330,2MASX J21434702-0834121,325.94597,-8.56991,0.052096
6331,2MASX J21434945-0804261,325.95601,-8.07408,0.051052
6332,2MASX J21435620-5135031,325.98413,-51.58425,0.05314
6333,2MASX J21435667-0841311,325.98624,-8.6919,0.053217
6334,2MASX J21440396-0858111,326.0166,-8.96968,0.054905
6335,2MASX J21440469-0827351,326.01962,-8.45966,0.053677
6336,2MASX J21442818-0632232,326.11742,-6.53983,0.040898
6337,2MASX J21443144-0911282,326.13105,-9.19128,0.050755
6338,2MASX J21443337-1001282,326.13908,-10.02453,0.050498
6339,2MASX J21443568-0609222,326.14872,-6.1564,0.052596
6340,2MASX J21444932-0844127,326.20546,-8.73679,0.054258
6341,2MASX J21451239-5454340,326.30167,-54.90953,0.052907
6342,2MASX J21451515-0816065,326.31318,-8.26843,0.051489
6343,2MASX J21452504-7723178,326.35442,-77.38831,0.027589
6344,2MASX J21453092-7537597,326.37904,-75.63322,0.045802
6345,2MASX J21453763-5518504,326.40667,-55.31403,0.038727
6346,2MASX J21454401-1042334,326.43319,-10.70941,0.049628
6347,2MASX J21463413-5059011,326.64238,-50.98361,0.052633
6348,2MASX J21463585-5225001,326.64933,-52.41664,0.053017
6349,2MASX J21464257-0513447,326.67735,-5.22901,0.021962
6350,2MASX J21465614-5416020,326.73379,-54.26719,0.02886
6351,2MASX J21470166-1031048,326.75692,-10.51794,0.036092
6352,2MASX J21471012-5337071,326.79212,-53.61858,0.025451
6353,2MASX J21480121-1155025,327.00509,-11.91754,0.049237
6354,2MASX J21480647-7626027,327.02713,-76.43417,0.02467
6355,2MASX J21483072-5703242,327.128,-57.05681,0.040131
6356,2MASX J21490903-5540155,327.2875,-55.67092,0.042156
6357,2MASX J21491476-0937070,327.31155,-9.61847,0.034294
6358,2MASX J21495311-5349371,327.47142,-53.82692,0.05316
6359,2MASX J21495695-5242191,327.48746,-52.70525,0.016491
6360,2MASX J21495733-0450301,327.489,-4.84181,0.054074
6361,2MASX J21500534-6134039,327.52217,-61.56783,0.051195
6362,2MASX J21501521-1449522,327.56344,-14.83116,0.039984
6363,2MASX J21502061-0404110,327.58596,-4.06967,0.016675
6364,2MASX J21502221-0550590,327.59246,-5.84964,0.054771
6365,2MASX J21505563-0251491,327.73179,-2.86364,0.054785
6366,2MASX J21511190-5726363,327.79958,-57.44344,0.053077
6367,2MASX J21512031-5519284,327.83475,-55.32453,0.0388
6368,2MASX J21512300-5425214,327.84596,-54.42264,0.053417
6369,2MASX J21513744-7144270,327.90625,-71.74094,0.045365
6370,2MASX J21515458-5507196,327.97725,-55.12219,0.039778
6371,2MASX J21520752-8015508,328.03112,-80.26411,0.03834
6372,2MASX J21521256-0136031,328.05224,-1.60071,0.05293
6373,2MASX J21521727-6201483,328.07192,-62.03011,0.052593
6374,2MASX J21525800-6232472,328.24162,-62.54642,0.053524
6375,2MASX J21525931-7241003,328.24712,-72.68333,0.045715
6376,2MASX J21531072-0734116,328.29482,-7.56975,0.034724
6377,2MASX J21535200-1740475,328.46667,-17.67992,0.050572
6378,2MASX J21535316-0306560,328.47158,-3.11557,0.054398
6379,2MASX J21541023-1713466,328.54262,-17.22972,0.036138
6380,2MASX J21541269-5515252,328.55287,-55.25703,0.038977
6381,2MASX J21541607-1640226,328.56718,-16.67297,0.0338
6382,2MASX J21541957-1409376,328.5815,-14.16056,0.041716
6383,2MASX J21543758-0622451,328.6565,-6.37927,0.034024
6384,2MASX J21544334-1244054,328.68067,-12.73489,0.045618
6385,2MASX J21550591-0625097,328.77476,-6.41925,0.034377
6386,2MASX J21552211-4753053,328.84221,-47.88486,0.050768
6387,2MASX J21553099-6002070,328.87929,-60.03536,0.032306
6388,2MASX J21555152-0131386,328.96458,-1.52733,0.050038
6389,2MASX J21555881-4635386,328.99504,-46.59403,0.053844
6390,2MASX J21561642-5704019,329.06838,-57.06722,0.040121
6391,2MASX J21563230-5353560,329.13475,-53.89883,0.032252
6392,2MASX J21564784-1159487,329.19941,-11.99682,0.046562
6393,2MASX J21565153-1126315,329.21483,-11.44217,0.045181
6394,2MASX J21565444-5539422,329.22696,-55.66181,0.037436
6395,2MASX J21565707-6847095,329.23767,-68.78592,0.035798
6396,2MASX J21570186-7127556,329.25763,-71.46547,0.030598
6397,2MASX J21572885-5626503,329.37017,-56.44736,0.036886
6398,2MASX J21573337-1402227,329.389,-14.03969,0.017746
6399,2MASX J21573344-0747393,329.38947,-7.79423,0.056746
6400,2MASX J21574207-1622507,329.42524,-16.3806,0.037363
6401,2MASX J21574748-1246347,329.44764,-12.77616,0.042986
6402,2MASX J21575064-0429045,329.46108,-4.48467,0.053644
6403,2MASX J21575345-6950254,329.47267,-69.84031,0.026318
6404,2MASX J21581454-6938452,329.5605,-69.64592,0.029147
6405,2MASX J21583729-1207542,329.65542,-12.13186,0.051109
6406,2MASX J21584349-1956463,329.68111,-19.94625,0.053584
6407,2MASX J21584357-0423154,329.6817,-4.38769,0.054838
6408,2MASX J21590629-6938410,329.77637,-69.64469,0.027039
6409,2MASX J21591191-1526016,329.79955,-15.43401,0.040285
6410,2MASX J21592046-5626051,329.83525,-56.43483,0.05265
6411,2MASX J21592117-0750484,329.83811,-7.84688,0.052096
6412,2MASX J21593548-5447293,329.89775,-54.7915,0.0333
6413,2MASX J21593694-5612273,329.90388,-56.20758,0.034344
6414,2MASX J21594326-7012136,329.93042,-70.20375,0.02837
6415,2MASX J21594415-1528439,329.93402,-15.47901,0.039631
6416,2MASX J21594545-4653343,329.93946,-46.89292,0.03337
6417,2MASX J21594642-1752379,329.94358,-17.87731,0.036012
6418,2MASX J22002578-4636072,330.10729,-46.602,0.034077
