,D (Mpc),H,M,P,Q,j2000,meas,objname
164,37.91423791763785,2.9889213126668435,2.3218893371524216,1.0218978811894246,1.3892345386815508,J123026.8+041448,3,NGC4480                       
165,20.79696687103694,0.0,0.0,2.7803465009889283,0.0,J102330.6+195154,1,NGC3227                       
166,4.458961416704428,0.19972027555611427,0.1001138393526771,0.04226790721691354,0.14370841384802605,J135701.4-351959,4,ESO384-016                    
167,30.815128502878146,3.588838737422815,4.346377548654359,3.7302870675192517,3.8580418481663616,J100416.2-312146,3,IC2539                        
168,65.16283940608427,0.0,0.0,16.22163724175062,0.0,J131119.0-194949,1,ESO576-005                    
169,19.319683170169224,0.0,0.0,4.631314449552967,0.0,J122157.5+084030,1,UGC07424                      
170,26.95124713131821,3.0899937747398654,3.5036364697306475,2.4199708030003864,4.733702205733486,J122338.7+065715,3,NGC4343                       
171,14.48117617239801,1.5293834223080007,1.902893599144238,0.4094956775972256,2.5481787474078685,J123124.0+254630,3,NGC4494                       
172,73.16487747730315,6.944584461175062,3.315794351671688,0.5698315117739826,3.8671307795690617,J112359.9-121747,8,NGC3663                       
173,10.764652136298348,0.0,0.0,2.3323771783717633,0.0,J121503.9+130155,1,PGC039159                     
174,98.43277643744999,7.581077911722854,15.175202949804701,15.5763373971475,17.302785199109728,J171634.3+071934,2,UGC10780                      
175,816.582371358594,0.0,0.0,48.93778151552054,0.0,J221616.5+004228,1,SDSSJ221616.63+004229.2       
176,18.426462505731838,1.2895007576959963,2.5661545289332874,2.6272314840877065,2.6856347828461646,J123248.1+373720,2,UGC07699                      
177,109.14403364487572,0.0,0.0,27.170315735555363,0.0,J041638.2-122355,1,PGC014780                     
178,66.8241614173966,4.832695613780297,9.962598802816068,10.544420647544342,10.884650375420318,J125628.6+271729,2,IC3913                        
179,38.904514499428124,0.0,0.0,7.173992473694547,0.0,J132649.4-364524,1,ESO382-067                    
180,7.83429642766212,0.0,0.0,1.3001798351348055,0.0,J110346.1-231444,1,NGC3513                       
181,4.461787671651935,0.25625214220761905,0.41826083155975396,0.347215093023402,0.6420544951532398,J125609.6-500837,2,ESO219-010                    
182,58.59284615922177,5.7496994708768705,3.471892409192432,1.0865717061514395,5.474125989770831,J044519.6+110404,5,UGC03151                      
183,63.36381092760104,7.302999639361407,5.668874027671914,0.8342206286271121,4.508650586974744,J061613.6+570305,8,UGC03432                      
184,275.17573419386156,43.39237772642756,51.23615910584439,9.74860213690826,71.57952323352413,J191132.8+775338,3,PGC214719                     
185,7.046930689671467,0.0,0.0,0.552267958149553,0.0,J014442.7+271718,1,PGC166062                     
186,39.627803425544016,0.0,0.0,6.393946082711525,0.0,J075652.2+602058,1,NGC2460                       
187,31.622776601683793,0.0,0.0,5.831240005350492,0.0,J083409.2-300524,1,ESO431-016                    
188,126.95244864316618,9.179955660212253,18.94910392243532,19.888246466442613,20.67761074021976,J071459.0+344852,2,UGC03763                      
189,3.1841935235249883,0.14398975608060102,0.09643512816758151,0.06040193578539339,0.12140004498070868,J130333.2-463512,3,ESO269-037                    
190,80.6922789586155,7.82886867163508,5.863640647152044,0.3661158730394165,3.203698720841095,J012202.4-341148,7,ESO352-057                    
191,1853.5316234148142,0.0,0.0,435.783819981057,0.0,J105553.0-035902,1,SCPJ105552.98-035902.3        
192,13.775468957529627,0.7339716311609503,1.4649890947195747,1.4940123558518956,1.8023223328821085,J122113.0+182259,2,NGC4293                       
193,10.895525362747126,0.9804197319797696,1.5935656476229616,1.2680895774865342,3.1087657945963723,J123649.9+130948,2,NGC4569                       
194,1479.108388168207,0.0,0.0,170.46724173638586,0.0,J074855.7+100606,1,H-ZSNSJ074855.70+100606.3     
195,1318.25673855641,0.0,0.0,218.7778883308218,0.0,J101020.3-123309,1,[GC96]J101020.28-123309.2     
196,1737.8008287493763,0.0,0.0,168.23649823122713,0.0,J212452.0+002308,1,SDSSJ212451.95+002308.2       
197,19.35279948571351,2.797364556138426,2.7683071437156292,1.925256657572014,2.54560991311559,J210231.2-164905,4,IC5078                        
198,25.585858869056427,0.0,0.0,2.830819425272403,0.0,J142940.4+031400,1,NGC5638                       
199,3.013556861793278,0.3671621404747134,0.42555705813404243,0.3492385235790163,0.3492385235790163,J093403.2+701258,3,[CKT2009]D0934+70             
200,13.427649611378643,0.0,0.0,1.6094380824198444,0.0,J120929.8+434107,1,NGC4138                       
201,3.6194263848355814,0.11667108459754917,0.14512495733373681,0.12524209306558823,0.12573517407909213,J100646.8+671200,3,[CKT2009]D1006+67             
202,32.389581969906494,2.3350733943629507,4.571723257851664,4.518264862347319,6.108284717580074,J121217.3+131219,2,NGC4168                       
203,23.442288153199225,0.0,0.0,5.835723212857416,0.0,J124050.1+734308,1,UGC07844                      
204,150.93431581591256,14.504843335751042,10.449110178276106,2.4932651572239264,17.441291381231412,J074157.0-623114,6,PGC343503                     
205,19.730147971950654,2.2420462903662735,2.7456416805928163,2.3267439074173386,2.329853741360159,J031019.9-222417,3,IC1898                        
206,67.7520834244569,8.812785061045494,6.936883471302576,0.9222576049041966,4.4548458884077045,J133104.0-150605,6,PGC047514                     
207,3.688644660176014,0.15014443344405,0.0999353106214141,0.022462158761977928,0.04076421307709869,J004708.6-204538,10,NGC0247                       
208,3.9810717055349696,0.0,0.0,0.4037602923753566,0.0,J100531.8+681420,1,[SBS2017]D1005+68             
209,14.55308058087571,1.3805159693193525,1.2617405587555208,0.7018585461828046,1.3989236894157204,J122656.5+150251,4,NGC4419                       
210,501.1872336272715,0.0,0.0,18.483785176173775,0.0,J092016.1+003340,1,MSACSSJ092016.00+003339.6     
