,names,meas,bootmad,bootmsig,bootmother
2345,ESO 120- G 001,3,6.759011194929019,4.579801770940861,4.266056352176364
2346,ESO 423- G 012,3,12.258935868091152,7.821066390264042,7.539595114400036
2347,NGC 1906,5,8.196352683683266,3.828621946512185,6.480354512021233
2348,ESO 305- G 025,7,8.40844494146604,3.506155468979741,6.788452912860476
2349,NGC 1930,2,7.063238712933276,4.831962467413893,4.9863360429657435
2350,ESO 553- G 044,9,12.621877421812915,4.5241568299154284,11.450306979824566
2351,NGC 1947,2,2.533416718972329,1.6304987212607733,1.9583081951595107
2352,2MASX J05274713+1956592,4,16.71810504458919,6.796745157818377,10.462858687624443
2353,NGC 1924,7,5.795874206848953,2.5505029270177206,4.926369555228106
2354,ESO 306- G 002,9,8.399226804847899,3.2174115658639475,7.5344233561288005
2355,ESO 033- G 020,3,17.151719248924746,10.936914054796187,9.718557315095603
2356,ESO 554- G 001,4,21.32349100993932,7.620158720826949,15.718469597136318
2357,ESO 253- G 007,3,6.155603260064539,4.817492080940704,4.726068208886586
2358,ESO 004- G 020,5,8.015264339372079,4.0114226676915585,6.180181752210155
2359,ESO 487- G 016,3,13.18303129912413,8.083617998272107,8.378308650643453
2360,ESO 120- G 003,4,10.653111518186764,4.574743086065533,8.067635897740026
2361,MCG -02-15-001,12,8.009652549073774,2.434685862316733,7.768904585982908
2362,ESO 033- G 022,9,7.980499033741869,2.9752891391231335,7.095253872800786
2363,IC 2129,14,2.862013558504807,0.9078259544509968,2.7054291097468983
2364,IC 0421,5,5.0758712288158945,2.4691310680790064,3.8368901438995486
2365,IC 2132,6,6.486516006141056,2.617686917590431,5.278536006905235
2366,ESO 423- G 019,3,11.223519869654282,6.64368492820422,6.4120084000520405
2367,NGC 1954,5,8.613019570937947,4.265681444978814,6.688259737616241
2368,IC 2135,17,4.988039166197706,1.446422957221332,4.854747385026015
2369,NGC 1964,28,3.9850436612512476,0.7131530362753858,3.8891372950905363
2370,UGC 03321,5,16.375641058374562,7.5202516062931055,12.61504682475017
2371,NGC 1979,2,3.925996182913214,2.6180904725294623,2.9952981760622786
2372,UGC 03319,7,14.587621970469147,5.3900058990542705,12.478548332351453
2373,UGC 03322,3,22.038026927777597,14.431622191658377,13.76542930010654
2374,IC 2137,4,4.728187468520023,2.103356459471769,3.2331584377017535
2375,MCG -02-15-006,12,13.532388000682301,4.238616788918042,12.505813176712715
2376,NGC 2007,8,7.327213513449397,2.5850938748018946,6.59306998720501
2377,NGC 2008,5,15.969171085604959,8.815281643771977,13.068392493319012
2378,NGC 1993,2,6.38359067739515,4.641440012449719,4.850501627905447
2379,UGC 03328,6,8.031336550583772,3.1465717989685515,6.570233823377833
2380,UGC 03329,10,9.394913003163605,3.378834411193251,8.622125147015163
2381,ESO 554- G 019,10,10.449414529435545,3.506348201991052,9.541809260759901
2382,ESO 554- G 018,7,6.180287883578707,2.675427082024982,5.280372597631831
2383,ESO 253- G 016,3,13.218795842392073,7.93158475984623,7.771352412478045
2384,UGC 03320,5,12.478300273458245,6.066957666329875,10.135149101188373
2385,ESO 424- G 003,3,12.324648275167435,7.639739734728948,7.526933334801905
2386,ESO 424- G 004,3,20.99693363909155,13.123683320191319,12.521599798791229
2387,UGC 03332,7,10.464477951985824,4.632167216577081,8.705945326877165
2388,UGC 03326,7,9.192249926101171,4.154753360415397,8.055001322582678
2389,ESO 306- G 015,3,13.238570209593385,7.406866491098087,7.651149604382381
2390,ESO 306- G 014,3,13.766290042008713,9.812213895808599,9.363187375734984
2391,ESO 120- G 012,7,1.9666721838452192,0.8218055489557456,1.6482687391657307
2392,ESO 554- G 023,2,13.13379095092142,9.037288409450627,9.396787700251906
2393,ESO 363- G 015,8,1.77695048754144,0.6801194925400731,1.5498595162302256
2394,ESO 554- G 024,8,6.957888021621779,2.485850033533823,6.004861515349487
2395,UGCA 112,8,2.1023772879209632,0.8068798605524828,1.832274848984905
2396,MCG -04-14-013,2,22.840616249104723,15.128106329919394,16.890066938297853
2397,NGC 1961,4,2.4474813408088405,1.0583421073616188,1.70905839307513
2398,MCG -04-14-014,2,28.076346313475504,18.80083275022244,20.968301942017526
2399,ESO 487- G 037,3,13.39109557589604,7.520804889518253,7.084198359745167
2400,ESO 159- G 024,4,13.86000552512391,6.278852365920983,10.304102710225102
2401,2MASX J05430552+0037134,2,9.250601454680723,5.840054863067723,6.451271441410741
2402,ESO 554- G 028,13,5.660563396887155,1.625577827826905,5.417794414679265
2403,NGC 2049,4,7.4778687520724345,3.609808258552484,5.5993057664603
2404,UGCA 113,10,4.693553430432931,1.5999181617200982,4.271741139071978
2405,ESO 488- G 002,3,15.790532496023506,9.425702952549253,9.280565130955576
2406,AGC 450139,3,16.692494663929313,9.511430385280498,10.17262773689708
2407,UGC 03342,4,14.26177767795448,5.1198106422181855,10.301691956390632
2408,2MASX J05443744-2553347,3,13.62275574073127,10.73041008895956,10.507816405836559
2409,UGC 03352,3,9.76482352237223,5.701691035977767,5.411410547627106
2410,UGC 03344,5,9.514436005698625,4.608290199182003,7.199815976544805
2411,UGC 03343,8,3.6707108007584317,1.2156417911603614,3.1638434654106122
2412,UGC 03351,7,9.94824908078885,4.274664979596264,8.472566199439768
2413,NGC 2073,2,6.182504763072543,3.833393469301936,4.265012595338161
2414,2MASX J05461691-2516111,3,26.095265888997556,15.913129671797344,17.413844999152495
2415,ESO 488- G 012,3,17.35827761274664,10.421406160207672,10.614288635880396
2416,UGC 03349,4,8.231198607767235,3.2131742534576357,5.710774976104045
2417,IC 2143,12,4.6105664775278346,1.4718870190640967,4.209219297521936
2418,NGC 2090,26,1.7973695210565068,0.39464569672059385,1.798334285309752
2419,NGC 2104,10,3.8125380503304145,0.8547483914034018,3.5682083667719855
2420,UGC 03354,9,6.596649640020445,2.394161123967873,5.8230679601945035
2421,ESO 488- G 019,2,27.570462043775038,18.27791631673363,20.970885444765187
2422,ESO 488- G 018,3,13.089530811857776,7.986008205915863,8.031096542526715
2423,ESO 424- G 021,3,13.867443215565205,7.24299548079299,7.546545304821446
2424,IRAS  05457-2534,3,13.481234703688294,8.088568975404607,7.976907973235339
2425,NGC 2089,2,5.806729935461972,3.8464355995360293,4.090519533411415
2426,ESO 363- G 026,3,12.67186766626218,8.291190997766181,8.017505849445634
2427,2MASX J05481961-2538076,3,21.592001829888193,13.33630933303922,12.829800848670736
2428,ESO 488- G 027,2,24.604460009485372,17.483715768695863,21.497009649527676
2429,MCG -04-14-035,2,27.857667449224024,19.876555954963127,23.29387159391748
2430,ESO 363- G 029,4,19.473266430072293,8.052660375451188,15.131840032826466
2431,ESO 306- G 028,4,19.0637241319061,7.41317213785125,14.864044576589015
2432,UGC 03360,3,8.494970545730602,4.5651527164993215,4.425618080429632
2433,ESO 488- G 033,2,20.795768295028953,13.911078358027453,14.48277598784434
2434,UGC 03362,4,8.386249120910271,3.480153358020497,5.543874863704007
2435,ESO 555- G 001,5,19.369905917276622,9.73334255959701,14.804693775561459
2436,UGC 03359,5,15.219106577383227,7.113599398292069,11.312474502983429
2437,MCG +02-15-002,4,12.544347180011354,5.383776348197575,8.576025392687045
2438,ESO 555- G 002,16,5.790199839804994,1.5215789641963997,5.453543164021431
2439,UGCA 114,4,2.9653271653129494,1.419393625589267,2.0568925341936146
2440,ESO 160- G 002,13,9.363875390143086,2.890645689676805,8.764578318488878
2441,IC 2150,16,5.980051421606582,1.6913866318651656,5.725707379002968
2442,ESO 120- G 016,13,6.491845651059803,1.932769161229294,6.042085508412044
2443,UGC 03368,2,6.035862543894857,4.696701808328957,5.584938479386678
2444,2MFGC 04746,3,11.04110024657233,6.668408980998771,6.989702483204764
2445,NGC 2110,2,4.549273367744021,2.919381256452996,3.3497064968143095
2446,ESO 424- G 035,4,12.123914870741375,5.831765460449152,9.107499429705028
2447,ESO 364- G 008,4,14.298484317981154,5.610395647353301,10.742284092769168
2448,IC 2151,9,4.945223853403613,1.8005981969071967,4.481503994387098
2449,ESO 364- G 009,3,11.859964298525512,6.936520297042041,6.740951541635245
2450,IC 0438,16,5.958790752326791,1.686882882673422,5.627736515038101
2451,ESO 555- G 011,3,9.871945028627888,6.283214970644267,6.294148986897178
2452,UGC 03375,11,9.218929646803424,3.4687542335264427,8.594685969409705
2453,IC 2160,12,7.815774432398591,2.4592497024348785,7.394368001210043
2454,ESO 488- G 044,8,11.004806653650279,3.9321894225166676,9.889434670851426
2455,VV 601,4,13.144737860774494,5.85805816335899,8.872764975828103
2456,ESO 086- G 041,3,13.845512407669425,8.482976245290923,8.314965332825556
2457,2MFGC 04796,3,10.404694244640101,6.159359451549487,6.22951450783068
2458,2MASX J05572602-3931022,3,22.144528883562668,14.118185662039256,14.225888373044938
2459,NGC 2124,17,5.487942789786868,1.6404324793693303,5.188530947294992
2460,IC 2152,8,3.509278567455491,1.3967095429097438,3.0509533444395056
2461,ESO 307- G 009,3,14.04198188038648,10.544986143290107,8.700401973558641
2462,UGC 03379,5,7.820202105448354,3.801408520309833,5.819400734201628
2463,ESO 488- G 049,8,4.489601936554175,1.5324773750124825,3.9849470669333944
2464,ESO 488- G 051,5,23.52710458325191,11.437918463014144,20.20732225636044
2465,AGC 450147,3,18.791746676133634,11.220115827629401,11.244560113750339
2466,UGC 03373,8,7.937695831955671,2.9367853711512435,6.940383303101055
2467,UGC 03383,4,10.458909304881942,4.44469335302371,7.02760926309442
2468,ESO 307- G 012,5,15.196004602706552,7.843353286416253,11.61332613820763
2469,MCG -03-16-006,5,12.349654827522247,6.102736366641659,9.465815119182553
2470,ESO 555- G 018,7,16.06620380652595,6.872568812873319,13.838928500445165
2471,UGCA 117,12,5.679922784525734,1.6304698368931203,5.384110781590392
2472,NGC 2139,21,5.656286480483003,1.2905192637872513,5.513746461641438
2473,ESO 555- G 022,9,3.9227951322661916,1.4625447660757729,3.4881480762562322
2474,ESO 488- G 055,3,13.4831165047559,8.485155163307923,8.71411354264769
2475,2MASX J06020216-3950147,3,24.53586949025424,15.456890428437452,15.045936106959834
2476,IC 0441,4,4.063845004030058,2.4904050761879337,3.540514641158934
2477,ESO 364- G 027,3,12.291193479346529,7.690939724000428,7.544684635255307
2478,ESO 555- G 029,15,6.104942867402095,1.8565899479872365,5.805539746213664
2479,MCG -02-16-002,8,3.397894366658844,1.2610905592328845,2.9279805326078265
2480,UGCA 119,11,3.4559054279005976,1.2079531738391718,3.198376532403996
2481,NGC 2199,12,11.478773342173334,3.42032329306346,10.71783434197813
2482,ESO 205- G 018,3,17.3957292239421,13.181612466244818,13.516320034388837
2483,IC 2158,4,3.2254207279786766,1.3241320295102248,2.153805119020324
2484,ESO 254- G 012,4,19.909865500590623,7.499282431485894,15.267639262828988
2485,ESO 254- G 013,3,14.12996278116624,8.63759057055842,7.930248973891087
2486,ESO 555- G 033,4,16.973583130926535,7.290062629728614,12.642092129250884
2487,ESO 005- G 004,4,3.3325236700093055,1.378006168556404,2.3483266957606914
2488,ESO 160- G 013,3,10.721964265806571,7.069623932316443,6.452779642574884
2489,UGC 03398,3,12.293885201110863,7.180931516887231,7.549771810774215
2490,ESO 307- G 017,4,11.795148634013064,4.453666757486263,8.004510580984999
2491,ESO 086- G 059,3,14.70349469732289,8.85118930734671,9.324125808629766
2492,ESO 121- G 006,20,2.8404382001323643,0.720421693097457,2.701240204581749
2493,AGC 460093,3,16.746400627630585,11.255761296238655,10.99739856110716
2494,ESO 555- G 036,2,12.984802805969347,9.22414823960091,9.715199850638577
2495,ESO 254- G 022,5,26.501064543839068,11.021074745286363,22.96955116834329
2496,ESO 489- G 006,16,4.238181618141083,1.1721627998251976,4.078526448607086
2497,NGC 2179,3,6.506475538754061,3.893399833545146,3.8027288011146783
2498,ESO 555- G 037,4,10.40072634761092,4.945926166248843,7.9297101568740125
2499,ESO 057- G 069,6,22.93746789252112,9.417477426826313,20.375160837968828
2500,2MASX J06084517-3346324,3,14.79073032057412,9.242584956006633,9.264659034883811
2501,ESO 489- G 008,3,8.26469743375501,5.878770879794892,5.873729543756448
2502,ESO 425- G 011,3,8.623546016424172,4.577618711126961,4.424523854701504
2503,UGC 03407,4,6.193399323198868,2.469078462770922,4.155027244920757
2504,2MASX J06092949-3337408,3,19.46692101889968,12.250325340307885,11.490058870400846
2505,2MASX J06093029-3333098,3,20.59160360883318,12.369179478475608,12.167001657985985
2506,ESO 555- G 040,4,10.934668846600994,5.371231931697005,8.37513226901511
2507,FAIRALL 1138,3,12.447792439769186,8.150445283684192,8.040297447096766
2508,2MASX J06094692-3352267,3,14.08924455605778,8.874679458816322,8.938540544164143
2509,ESO 489- G 011,9,7.61540580406023,2.513849744411945,6.971827788059015
2510,NGC 2188,5,2.254562240977618,1.0955790364378946,1.9525587666524258
2511,2MASX J06102172-3341278,3,13.19611680623065,6.98272699660207,7.059600448536821
2512,UGC 03403,13,3.4878405852815098,1.0960962293747034,3.33423070989931
2513,UGC 03406,3,10.454407464948755,5.602952463009253,5.386509210994061
2514,ESO 121- G 010,3,13.881444969445758,9.719790618408688,8.569069709395736
2515,UGC 03411,3,29.737321730073692,21.416814576449124,22.109408025402367
2516,ESO 364-IG 042 NED01,3,12.915124399782018,8.076621539000424,8.12841382268849
2517,MCG -03-16-018,4,2.8805076245020667,1.3142123161246142,2.125703311416135
2518,2MASX J06120492-3304202,3,16.778640137330168,11.833698933342815,11.608228738272473
2519,NGC 2196,4,3.604260142900912,1.593167655137991,2.4439840724346404
2520,ESO 160- G 018,3,14.234809154366433,8.593043245393702,7.700532484603197
2521,ESO 121- G 013,3,11.183476047559187,7.048662758919544,6.804690212484844
2522,FGCE 0569,4,12.983088268869794,6.216821983374157,9.833273799887978
2523,ESO 307- G 024,3,13.920582087246835,7.743254829276139,7.987007037110746
2524,UGC 03416,3,5.33489277382208,3.306096635382343,3.1001949442627317
2525,UGC 03405,5,8.962957731729366,4.123690559730423,6.610722239297923
2526,ESO 254- G 043,3,12.705488804118312,8.113205328441994,8.389936888816893
2527,UGC 03410,8,10.111005966771785,3.7551848880412924,8.850041848872223
2528,UGC 03425,6,7.665306469858375,3.1027975926913696,6.1612909234583
2529,ESO 307- G 027,3,13.014570992728345,7.865374576374529,7.565023030271269
2530,ESO 556- G 005,11,13.126537372299929,4.199652699363621,12.185739176832449
2531,UGC 03422,4,14.694958401971325,6.214598408146198,10.76948850420316
2532,UGC 03426,2,9.238933508265864,6.501184508870418,7.574893452217674
2533,UGC 03412,3,7.182110805410415,4.235443329138172,4.418947957201481
2534,ESO 160- G 021,3,14.559731526749879,8.860366160124483,8.976227494226501
2535,NGC 2206,13,10.58487268099761,3.285996131451834,9.843813530198469
2536,UGC 03420,7,10.583639683768805,4.575955833164101,8.698376090646137
2537,UGC 03432,9,7.789823593948059,3.0637595599344785,7.200396388881568
2538,NGC 2207,5,3.5023208326418893,1.734715655565453,2.914428393767846
2539,IC 2163,4,4.667454012505081,1.8282940567057124,3.2859325067505947
2540,MCG -02-16-008,3,13.59591464416209,7.244916419270603,7.488664501919068
2541,UGC 03413,10,7.255330279722746,2.6099504238137015,6.5658579403398685
2542,UGCA 126,21,3.687537517625315,0.9059859206600904,3.5568867717905452
2543,UGC 03423,2,9.291820431362414,5.781817899990852,6.886621179014539
2544,ESO 556- G 012,8,7.163557163572736,2.4619652376307473,6.405978752295527
2545,ESO 087- G 003,8,11.80284286128547,4.243663126749538,10.155142937097162
2546,NGC 2146,8,2.8685357631174977,0.708312489123484,2.5760128576051238
2547,2MASX J06190264+0309512,9,6.768990550113002,2.601697795542696,6.204194507863769
2548,MCG -03-16-023,10,14.3987540587102,4.8283834985761525,13.428487494249564
2549,IC 0440,4,7.8221398511980285,3.2868186576820113,5.609812702411054
2550,WEIN 171,6,10.568204102930878,4.222509244513491,8.590327861246402
2551,2MFGC 05093,5,10.991384332368277,5.717655869393961,7.882376498555146
2552,FGC 0559,2,15.41066627718231,9.505264695653521,10.865892234694149
2553,MCG -03-17-001,4,9.93704657508901,3.733337446976034,8.553126969603436
2554,ESO 365- G 007,3,11.352250284440823,6.765764510029507,7.049365220272265
2555,UGCA 127,6,1.296791241068121,0.5226364452328116,1.0371589624103648
2556,UGCA 128,4,4.525495051816083,2.000647772670117,3.1071671577146063
2557,UGC 03450,4,13.382601554153531,5.468174582919501,8.803691259376887
2558,ESO 255- G 005,3,7.847582448598922,4.494209747533743,4.7055047273056285
2559,ESO 121- G 026,14,5.541251678408544,1.617169799104813,5.1932222427574
2560,NGC 2217,4,4.069454981578137,2.0609182124332888,2.9136636770138282
2561,2MASX J06222633+0431236,4,6.00172936575019,2.613440917049039,4.188881095605136
2562,ESO 057- G 080,12,9.25661014312306,2.741914345621749,8.564935897407661
2563,ESO 489- G 046,3,14.795599320807554,9.073340882212081,9.01261983940161
2564,ESO 489- G 047,12,15.279209012950435,4.982321118344993,14.301859011742737
2565,NGC 2146A,15,5.650753193872491,1.5384499652272878,5.4387079671521725
2566,UGC 03459,5,6.24244466783262,3.3068143086678496,5.070231942212183
2567,NGC 2223,10,9.253976598232407,2.226119927126594,9.960973013656742
2568,ESO 489- G 050,4,9.348101028832543,4.831528109377757,7.141337714514694
2569,2MFGC 05158,4,23.967164554646015,8.820645877529126,17.368906852736128
2570,2MFGC 05159,3,35.16878293306372,17.934384278579014,23.956231059519514
2571,MCG +11-08-042,2,4.475575141493208,2.947311231111505,3.241172048877339
2572,ESO 556- G 022,3,8.760246813395522,5.528256007827918,5.072643501910955
2573,CGCG 144-005,4,13.859291663121402,5.794746355204837,9.493692990919053
2574,ESO 426- G 008,12,16.15089015681164,4.7996371266939954,15.02552631519556
2575,UGC 03458,4,8.753667954811453,3.6233853334402037,5.944968592985496
2576,NGC 2227,14,4.909207762256373,1.467490264857331,4.656267400965613
2577,ESO 365- G 019,3,13.569334434047192,7.515883001631965,7.303332580547139
2578,IC 2166,13,5.159348289400291,1.667489880293922,4.832625195328448
2579,ESO 121- G 032,3,13.004817933795117,7.386317380997697,7.174011223557934
2580,UGC 03467,4,12.972288971405513,5.834434540789071,8.722251163318035
2581,ESO 490- G 005,3,19.83541947015565,10.982411795785469,11.553964802919769
2582,ESO 426- G 015,3,9.934405175870626,5.915946819715494,5.973918165405556
2583,ESO 490- G 007,6,4.1665965520391275,1.7638916940121734,3.4345791862216566
2584,ESO 058- G 003,9,8.803992213513977,3.3325823733086954,7.824513451635547
2585,UGC 03477,4,8.418327325125597,3.649870903892539,5.995069042825919
2586,ESO 490- G 010,11,3.7741707839852907,1.344275720249111,3.484416663017558
2587,UGC 03474,7,6.924568335009106,3.019063687098261,5.879531539573002
2588,UGC 03478,4,6.844463892785054,2.9160082197334067,4.535486793299209
2589,ESO 365- G 027,4,17.20628926060354,7.241235112070998,11.794294700682558
2590,UGC 03489,6,11.501982534409024,4.715685907387475,9.23502797830995
2591,ESO 365- G 028,10,13.093764508101433,4.813749339130093,12.134170846150827
2592,ESO 490- G 014,12,5.447765162474109,1.657917533491435,5.065741020848914
2593,NGC 2255,8,12.014226923582672,4.181337531524141,10.67702792246237
2594,UGC 03484,3,18.036235946507418,10.355176227910254,10.327775996484123
2595,ESO 557- G 005,2,29.25364448354682,20.04238279720295,21.374944405783868
2596,UGC 03498,6,8.683185482523728,3.738648070609745,7.163927912019279
2597,UGC 03493,4,12.916738503422573,5.714213632422861,9.082245585532903
2598,FGC 0575,2,13.75181617097747,10.198166467478188,10.974469343998912
2599,2MASX J06380016-1501229,2,1.9649823723686635,1.3919758457129938,1.4624717000564533
2600,ESO 206- G 017,9,2.5089181021445124,1.0237877132128113,2.2278735695686795
2601,NGC 2263,4,2.865916063606912,1.3855134442691268,2.185151338750852
2602,ESO 557-G 009,2,2.9710202009498143,2.6100704264305925,3.2803990050727774
2603,ESO 366- G 004,8,10.060782785773315,3.3544876870928073,9.043450491664432
2604,ESO 366- G 005,3,14.617834700078994,9.123173424831531,8.53899529923132
2605,UGC 03505,2,6.506847254702911,5.193699296412393,5.795710293198218
2606,ESO 308- G 023,8,10.136420935355451,3.8480510186477037,8.974946363867014
2607,NGC 2273A,6,9.65298427006314,3.33444948715574,8.398911622259423
2608,ESO 490- G 028,8,4.9154296351150855,1.4846158212306038,4.732821341060868
2609,ESO 058- G 008,3,12.852837434121094,8.684335335566217,8.350664684102528
2610,ESO 122-IG 001,11,4.408532840281371,1.46611941233651,3.9660909062764866
2611,NGC 2272,2,4.312814465600656,2.898719282042142,2.9878806952553334
2612,ESO 366- G 009,9,4.217321916017909,1.5564041558800559,3.8170861339879707
2613,NGC 2271,2,5.600318686574757,3.841462536877471,5.044735387265838
2614,ESO 366- G 012,3,12.743284765836231,7.45234742956532,7.35643148365727
2615,ESO 034- G 012,12,10.632092760226708,3.252999953958274,9.760431292199776
2616,NGC 2253,7,7.089928262733713,2.8262488310656426,6.073834435439389
2617,ESO 087- G 039,3,11.353258552251033,7.4912518354703295,7.271606752845526
2618,ESO 034- G 013,3,11.88090485748174,7.763694370309997,7.289825807023674
2619,UGC 03524,6,8.105644780388154,3.302221587561378,6.701976001023987
2620,ESO 490- G 036,10,4.349807252686003,1.4642908410779374,3.906989041007463
2621,IC 2171,3,1.5302663675580481,0.8091180741090717,0.8094249271365768
2622,ESO 058- G 013,10,8.443574066001467,2.889151398999071,7.456659156807466
2623,NGC 2280,26,4.754573237905758,0.934011029823621,4.638675943565109
2624,ESO 427- G 003,3,15.863117097120956,9.07864876395071,9.202533861645401
2625,UGC 03529,4,11.09356267475127,4.6977370955345386,7.454750614061683
2626,CGCG 145-006,2,10.653852913837783,7.125294651853565,7.713481182577962
2627,ESO 366- G 017,3,16.957314908888385,9.643627047266728,10.044189077679873
2628,NGC 2283,2,1.2726259444361925,0.8376229405975545,0.8792958666066921
2629,UGC 03532,3,13.93663748531954,7.342425421213926,7.5134629953813254
2630,NGC 2273B,8,6.7088487902224845,2.1901258622109414,6.2067824688900055
2631,ESO 490- G 045,8,2.830914108395528,1.0399066451251786,2.4552247203327493
2632,UGC 03500,2,6.895829197275598,4.42603005241451,4.749463728594238
2633,NGC 2305,2,6.49032255208629,4.07861771317735,4.383469783588594
2634,UGC 03539,7,7.804736234203614,3.3629806820607837,6.938326994780812
2635,ESO 058- G 017,3,10.130250963078716,6.719064595492687,6.970217331658423
2636,NGC 2273,7,4.876122500512591,2.09071862119984,4.033428287211446
2637,UGC 03554,4,12.234122800081991,4.94711999252096,8.190468423709557
2638,NGC 2290,4,11.497991560567893,5.305786947066561,8.011687367126967
2639,IC 0454,6,9.006055240006171,3.660611913521173,7.22073770253274
2640,ESO 427- G 013,3,13.226310180675522,8.334068105373186,8.083055748589105
2641,UGC 03561,4,9.751269131355018,4.181865863216709,6.874359004456175
2642,ESO 427- G 014,6,5.233198239954723,2.14202410421311,4.282872936809935
2643,UGC 03573,6,11.898992052603111,4.601478788138724,9.610092833765162
2644,2MASX J06514948+2958458,2,13.762544714727767,9.435097082406955,10.957386485505987
2645,UGC 03578,4,10.265393320965737,4.589227845948021,7.041558900681686
2646,ESO 309- G 005,9,4.247015963652126,1.5314607857235456,3.7395884998182227
2647,UGC 03576,10,11.02992004969585,4.069740802937617,10.123010425879787
2648,UGC 03574,6,2.7721680622340497,1.1198222712486596,2.3783937321817206
2649,UGC 03584,3,8.768666067502371,4.903610555099732,4.78079160965237
2650,ESO 309- G 006,3,12.746229034378901,8.471591940001867,8.434466845216848
2651,ESO 427- G 015,3,12.570803052778949,11.381478138020206,9.844646115056138
2652,ESO 122- G 009,4,11.547823426314354,5.303742601168245,8.747609604913968
2653,FGC 0588,2,15.560390278833285,9.889753358364656,10.80915775709087
2654,UGC 03587,6,3.7719995787300094,1.5766604074864403,3.2487601062127736
2655,ESO 087- G 050,5,5.262362257751085,2.5885801904379555,3.982249518275641
2656,UGC 03540,4,3.7938417565707305,1.9207028836473303,2.8950488379289516
2657,UGC 03594,2,9.826220403796691,7.172399033853607,7.974142271639753
2658,UGC 03575,3,8.934268921767469,5.071774176814816,5.208364006267332
2659,UGC 03521,3,6.7426413743364515,4.139363890177158,4.052991723895133
2660,ESO 309- G 010,3,7.788051066351298,4.69775788328276,4.725112097330197
2661,UGC 03599,4,13.092121269149628,5.4160671338896655,9.042955838823799
2662,UGC 03593,7,11.460306735555113,5.252309742342027,10.067367627587029
2663,ESO 491- G 009,2,5.1255115242102836,3.4313439477563246,3.6348957877030483
2664,UGC 03580,11,5.521984428688201,1.7656503722935026,5.114269384229707
2665,UGC 03605,3,22.0545265921197,12.755836591614171,13.488655308191673
2666,ESO 366- G 027,3,9.970483176447965,6.794558179758933,6.259160380077503
2667,UGC 03528,3,6.382457322209936,4.432330996834265,4.073196095937684
2668,UGC 03598,2,7.853103051524262,3.1431688451197664,8.73179029716697
2669,ESO 491- G 012,6,5.723180106268976,2.3652598894098458,4.584184582958349
2670,UGC 03608,4,12.061230848349766,4.813943237878163,8.605061540294432
2671,UGC 03612,4,16.02315066901314,6.933503868097378,11.16707735688534
2672,UGC 03581,7,9.59295209573505,4.202168678299759,8.134640552562454
2673,CGCG 285-012,2,5.860759896104191,3.7362689689525532,4.136191549170193
2674,ESO 491- G 015,12,4.592913706694929,1.499061083179318,4.314330271264235
2675,UGC 03630,5,4.305947423693899,2.1316115937935884,3.3853263911537677
2676,UGC 03627,5,9.544831374549895,4.1440259601228355,7.810250291709341
2677,UGC 03637,2,4.9420094027450325,3.256470122957673,3.6620963783449456
2678,NGC 2325,2,3.817601294380417,2.71571881873828,2.8813807074361435
2679,2MASX J07032682-4859432,3,31.57554219192417,20.90799736284923,21.260810919530883
2680,CGCG 085-026,4,15.172576221757405,6.905704361308214,10.632548689730243
2681,UGC 03652,10,7.128538065353368,2.4513868285443317,6.287709157256312
2682,AGC 470034,3,19.577365027608543,12.343857682341925,11.817231901725963
2683,AGC 470035,3,15.878690985002548,9.897817387111916,9.963640503043726
2684,ESO 309- G 017,13,11.192932970031276,3.6156150697755494,10.217219234199591
2685,UGC 03642,2,9.263067496215667,6.418043177604585,7.286665396226023
2686,ESO 088- G 002,3,14.262400152475923,8.180785292027323,8.536107019279807
2687,ESO 256- G 015,3,12.845231092621162,8.735557976093467,8.555722422091282
2688,NGC 2320,2,11.170643957436152,7.376092552901813,8.463905194628648
2689,ESO 309- G 018,3,11.672660743305071,7.36193552033246,7.3302837715174185
2690,NGC 2321,4,12.465735529893905,5.313435646856088,8.818954279418309
2691,UGC 03660,4,8.021956275439702,3.3223881197242804,5.679592288094401
2692,2MASX J07065094-4904095,3,13.003146524220913,8.476720644669427,8.15925154094699
2693,ESO 207- G 021,4,24.202661448681177,10.234672950506035,17.88064890930276
2694,ESO 122- G 013,3,11.073412612237052,6.956999961319394,6.954860056968331
2695,ESO 427- G 034,4,5.160532925211981,2.043834222622784,3.6766036198924725
2696,UGC 03679,4,16.815117811653025,7.3836108338585165,11.389491121436796
2697,UGC 03688,2,16.823306510552296,10.84968160161439,11.873107498060968
2698,UGC 03691,14,6.381059021190099,1.87906081232999,6.215116106623084
2699,UGC 03683,2,12.912089614775516,8.867066922849293,9.862216498301233
2700,NGC 2339,17,5.447003438473523,1.3592224989079866,5.214451930597134
2701,NGC 2333,4,10.176886498029205,4.25684156908304,6.630229582804222
2702,2MFGC 05660,3,55.703646538668025,30.985044110937277,33.03833647187273
2703,UGC 03694,3,10.813235402171694,7.172060234162024,6.553047167415939
2704,2MASX J07084710-4917296,3,35.52328956107328,22.712338674298817,22.89556719676444
2705,2MASX J07085102+4841202,3,25.62108644475004,15.885386022743907,14.97389264418973
2706,NGC 2329,3,6.254022975976214,5.091170625938111,4.664671351713389
2707,NGC 2332,2,11.031117208039872,7.8162179607552,8.145927057217401
2708,2MASX J07093459-0525404,4,3.350833510577308,1.4983958304459521,2.4699331209002175
2709,FGC 0603,2,11.795399733978867,8.057770266253664,8.694224266409293
