Col,Dx,Dy,Dz,chi2
6135, 3.99379715456e-06, -1.76851672267e-05, -1.10749984411e-06, 1082.3263347
6136, -9.81376651724e-07, -2.00944731782e-05, 1.40272156404e-06, 923.937032198
6137, -1.13253549507e-06, -1.92669094797e-05, -2.19436124994e-06, 1002.11701741
6138, 5.8098867204e-07, -1.64854867574e-05, -1.67118562878e-06, 853.802475968
6139, 1.48101676597e-06, -1.84541300076e-05, 9.41430426607e-07, 884.752512203
6140, -2.05481727381e-06, -1.84184207799e-05, 8.32962205234e-07, 825.889540069
6141, 2.22733023996e-06, -1.92451422233e-05, -1.53467948665e-06, 1024.44487309
6142, 1.45589743553e-06, -1.69413981946e-05, -2.71075379076e-06, 871.847124206
6143, 8.72048670773e-07, -1.73526133864e-05, 3.65304825446e-07, 948.830708923
6144, 9.03290950633e-07, -2.01910935429e-05, -7.17691619422e-07, 870.669867301
6145, 2.29326309599e-06, -1.92926506946e-05, -1.16491936941e-06, 951.60040548
6146, 2.42126797395e-06, -1.86372881596e-05, -1.73938833616e-06, 887.848912786
6147, -1.29439969376e-07, -1.63921646052e-05, -1.04336535182e-07, 888.722685151
6148, 4.51454133196e-07, -1.71925469444e-05, 1.80319883312e-06, 881.288897768
6149, 1.50239361584e-07, -1.71770202207e-05, 1.35977912536e-06, 935.033314314
6150, 3.62436188698e-06, -1.79679010006e-05, -1.8902016422e-06, 949.828567062
6151, -7.71949546788e-07, -1.83951729943e-05, -2.59847645721e-06, 873.606767902
6152, 3.74973570616e-07, -1.73023197464e-05, -2.0646627409e-06, 982.629626865
6153, -2.78613664503e-06, -1.7814108636e-05, -1.23010396735e-06, 896.836027143
6154, 4.79570863157e-06, -1.91688383115e-05, -2.32632073507e-06, 892.265735705
6155, 7.48423599748e-06, -1.89932118375e-05, -9.73702945412e-07, 912.493660033
6156, 4.4425312965e-06, -1.8015212953e-05, -2.71307230498e-06, 862.125110482
6157, -2.84513031996e-06, -1.5468015571e-05, 2.07760798381e-07, 1008.42064385
6158, 2.65220828371e-06, -1.73752066022e-05, -3.30579542603e-06, 946.753196155
6159, 3.2390235516e-06, -1.96274988167e-05, -1.51420846759e-06, 900.089734925
6160, 2.34926660313e-06, -1.82916079577e-05, -2.55318854042e-06, 841.747884882
6161, 8.15778798825e-07, -2.0576068022e-05, 1.96226508403e-07, 935.110285378
6162, 9.13105560166e-07, -1.82239972954e-05, -1.94054403411e-06, 868.785777666
6163, -1.9304729696e-06, -1.65813554939e-05, 5.82826447899e-07, 875.997605801
6164, 1.99143606382e-06, -1.87198681716e-05, -2.61645933353e-06, 982.687895132
6165, -3.39889191239e-06, -1.66319877879e-05, 4.38940222523e-07, 945.893314299
6166, 1.26105912566e-06, -1.69648202722e-05, -3.74471083278e-06, 913.907397387
6167, 1.70111191276e-06, -2.048100844e-05, -9.10437489296e-07, 1121.34018481
6168, -2.26791413784e-06, -1.68010006742e-05, 1.53210626795e-06, 868.641917228
6169, 1.83856119e-07, -1.78604288433e-05, 9.19371225038e-07, 857.599479114
6170, -1.16070749336e-06, -1.94232152723e-05, -3.85254531237e-07, 928.949770965
6171, 1.34397850899e-06, -1.99535141689e-05, -3.97522840133e-07, 957.001336446
6172, 2.07930676178e-06, -1.78368377877e-05, -2.63981567621e-06, 970.652459941
6173, -1.70759611377e-06, -1.77840733532e-05, -3.33871446974e-06, 946.308469176
6174, 9.36963217726e-07, -1.75516427596e-05, -4.3562568476e-06, 927.474777614
6175, -4.50077119576e-06, -1.82979407573e-05, -5.10294797434e-07, 853.305356043
6176, 6.86976054389e-08, -2.02404320244e-05, 4.53903766157e-07, 902.398414626
6177, -1.30334951456e-07, -1.88585592153e-05, -9.9380061942e-08, 941.953288966
6178, 2.73999224516e-06, -1.94565299737e-05, -1.81803549852e-06, 852.552251613
6179, -4.1899447055e-07, -1.93673950171e-05, -1.87697511653e-06, 1018.12625393
6180, 5.39056993427e-06, -1.84448806736e-05, -2.2682006235e-06, 1037.38499049
6181, -3.514843668e-07, -1.72056923951e-05, -5.4559772586e-07, 919.843002025
6182, 9.22345736575e-07, -1.81547001334e-05, 3.10484691161e-07, 854.309804478
6183, 3.46837847039e-06, -2.15223965774e-05, 2.46337150472e-07, 960.278260353
6184, -8.13206019668e-07, -2.070298336e-05, 3.34118092781e-07, 832.323317507
6185, 8.73863719299e-07, -1.92790922339e-05, -2.57545623657e-06, 826.536624751
6186, 2.87010220699e-06, -1.91701195751e-05, -3.55205596184e-06, 902.868660161
6187, -1.2136276871e-07, -2.07627518855e-05, -1.04756304655e-07, 808.266684014
6188, 2.72178169585e-06, -1.91308642031e-05, -4.94253002781e-06, 900.945562036
6189, -2.3730486806e-07, -1.84823395705e-05, 1.51258204775e-07, 894.356867213
6190, -1.30633554162e-07, -1.76994469706e-05, -1.01832796278e-07, 955.143194915
6191, 3.34526314767e-07, -1.89979058504e-05, -2.04366690489e-06, 948.123017074
6192, 3.65761677111e-07, -1.61215059441e-05, 1.66574262389e-06, 924.175966936
6193, 2.03276410242e-06, -2.05470675103e-05, -8.9642814183e-07, 963.688997001
6194, 1.35618718234e-06, -2.1041485863e-05, 8.68755216731e-07, 912.702589821
6195, 1.52575393682e-06, -1.80188478444e-05, 5.26740557633e-07, 950.742674741
6196, -6.25509002411e-07, -1.9745376381e-05, -1.08105696481e-06, 971.151348405
6197, 2.56553619154e-06, -1.8780813867e-05, -4.31151913419e-07, 957.931094739
6198, -1.73294290716e-06, -1.76928673337e-05, -3.03080739207e-08, 877.074141395
6199, 1.18239199879e-08, -1.95492318282e-05, -2.53040036608e-06, 980.036370785
6200, 3.824042958e-06, -1.86910576758e-05, -4.26110472194e-06, 1136.60338706
6201, 4.59049478121e-06, -2.08992993326e-05, -2.01160935796e-06, 960.179775902
6202, -1.27340105147e-07, -1.80815716369e-05, -1.0266506549e-07, 951.130360272
6203, -1.87907016657e-06, -2.01879263294e-05, 2.07656508697e-07, 812.291409998
6204, 1.47769845027e-06, -2.02102599961e-05, -4.22031364487e-06, 840.408935775
6205, 1.23631293242e-06, -1.75927613285e-05, -7.45163726239e-07, 823.137293881
6206, -1.26627055051e-07, -1.78174595635e-05, -1.04674917945e-07, 932.84515654
6207, 3.38211811311e-06, -1.92457045362e-05, -1.34459656647e-06, 895.51642126
6208, 2.08702709739e-06, -1.9049750041e-05, -1.33318749114e-06, 820.060868066
6209, 2.71381148742e-06, -1.9407411691e-05, -1.76472940146e-06, 851.942982364
6210, 4.72003972044e-07, -1.82377388068e-05, -1.83587263965e-06, 885.6334961
6211, -1.28466971813e-07, -1.75709665081e-05, -1.04337606218e-07, 897.996208617
6212, 4.35079493125e-06, -2.06552195952e-05, -5.86919454593e-07, 937.896204792
6213, 2.45292547363e-06, -2.00320652682e-05, -1.69912898707e-06, 924.911679438
6214, -1.26620437392e-06, -1.67317253236e-05, -8.89875265344e-07, 948.307958324
6215, 2.45113194744e-07, -1.96416367224e-05, -2.65544704321e-06, 872.227280297
6216, 4.30900491292e-06, -2.04480754558e-05, -6.35666357839e-07, 876.50956422
6217, 1.69481923369e-06, -1.93215474481e-05, -1.15154978279e-06, 954.152795242
6218, -1.71437917883e-06, -1.66021315933e-05, -2.50952350372e-06, 912.435302458
6219, 2.15628333716e-06, -1.89574119465e-05, 7.57155469522e-07, 902.988460565
6220, 1.44298758457e-06, -2.06290063394e-05, -1.98237717259e-06, 834.535446775
6221, -1.2650336934e-06, -1.79213718616e-05, 3.52489198018e-07, 899.704310601
6222, -2.61473720514e-07, -1.99474897146e-05, -1.9527623302e-07, 878.846153577
6223, 1.71034063895e-06, -1.84960870237e-05, -3.60473771573e-07, 1040.26500101
6224, 1.45063056867e-06, -1.8094773604e-05, -2.08055970321e-06, 913.386255981
6225, 1.23732689986e-06, -1.86032938177e-05, -3.09773651481e-07, 837.446893154
6226, 1.10841533579e-06, -1.86672182284e-05, -2.73081684347e-06, 914.857526623
6227, 1.59700151679e-07, -1.77335030219e-05, -2.32845965471e-06, 913.221191048
6228, 4.89361659106e-06, -1.71501379699e-05, -3.16192501163e-06, 988.998223081
6229, 1.3088897877e-06, -1.96966747192e-05, -2.56082017205e-07, 813.716030772
6230, 1.37710552308e-06, -1.98111007734e-05, 3.11221636584e-07, 905.232040794
6231, 6.03929046386e-06, -1.77494472364e-05, -3.52271987074e-06, 1075.37057917
6232, 2.68086282096e-06, -1.98668510121e-05, -1.13844307002e-06, 999.530408425
6233, 1.07357008193e-06, -1.93701345789e-05, 1.08943176697e-06, 853.07738818
6234, 5.34714887872e-06, -1.96693076898e-05, -3.68514820377e-06, 923.947668716
6235, 2.15473206348e-06, -1.82604180461e-05, -5.77361957476e-07, 884.609075317
6236, 8.27063830587e-07, -1.51309108185e-05, -2.85547198079e-06, 970.02759565
6237, 1.26983663506e-06, -1.91807571158e-05, -1.2001445124e-06, 925.730403818
6238, -3.26474057162e-07, -1.99928009388e-05, 8.23842131384e-07, 929.563837298
6239, 1.81733539081e-08, -1.73203936167e-05, 1.24625119954e-06, 996.436748635
6240, -1.69743675185e-06, -1.89114311909e-05, -4.98845590739e-08, 880.484891748
6241, 1.70057960168e-06, -1.64605351069e-05, -2.29768837959e-06, 932.81458523
6242, 2.57628798825e-06, -1.98753770044e-05, -3.39582372176e-06, 1066.19586358
6243, -9.88704610745e-07, -2.07737261997e-05, 4.96261232238e-07, 809.51500804
6244, 3.91562921897e-07, -1.99020891693e-05, -6.99436399164e-07, 874.913325586
6245, 1.47969501362e-06, -1.62868653464e-05, -3.71858720473e-06, 952.951104364
6246, 2.33712936062e-06, -1.8553908838e-05, -3.29633038427e-06, 919.957908454
6247, 4.27553390956e-06, -1.86211656363e-05, -1.42279239263e-06, 942.757053393
6248, 3.6568288279e-06, -1.88006030797e-05, -2.62572488307e-06, 935.855853604
6249, 4.77018270327e-07, -1.79865345755e-05, -1.3231651897e-06, 903.293197025
6250, 1.02501029179e-07, -1.90754007468e-05, -2.76805750424e-06, 830.316729872
6251, 5.00756802592e-06, -1.83239251802e-05, -1.73740006892e-06, 879.455090455
6252, 2.16031939036e-06, -2.0433934495e-05, -8.81122780146e-07, 881.244437825
6253, 3.17351257179e-07, -1.62784301432e-05, 1.29309880026e-07, 870.00965531
6254, 9.42930783419e-07, -1.99909451895e-05, 4.07276539101e-07, 907.540364556
6255, -1.82514785964e-06, -1.85679379443e-05, 1.65247832186e-06, 942.352913209
6256, 1.66181872681e-08, -1.6172751334e-05, -2.80194713535e-06, 878.751495643
6257, 1.68005026395e-06, -1.74293528485e-05, -2.11917780224e-06, 873.561791843
6258, 1.96896752055e-06, -1.92372948784e-05, -1.25105154485e-07, 850.324612589
6259, 3.45718742912e-06, -1.94460311291e-05, -1.03299280146e-06, 984.413599587
6260, -5.14697674384e-07, -1.91925749369e-05, -2.08879624245e-06, 908.796491737
6261, 3.81726063816e-06, -2.11273871952e-05, -1.12775268862e-06, 1036.98509308
6262, 2.75632172006e-06, -1.77235909731e-05, -4.2579183817e-06, 964.958197439
6263, 3.48819668178e-06, -1.85041902943e-05, -3.8636030151e-06, 1093.6087808
6264, 1.27830288012e-06, -1.93631915163e-05, -8.04659994337e-07, 972.81620764
6265, 3.44143371898e-07, -1.82554736759e-05, -1.24829525957e-06, 958.242459545
6266, 4.78612289584e-07, -1.95364489771e-05, -1.23458540857e-06, 757.144358089
6267, 1.07135023963e-06, -2.02854580448e-05, -9.24479073128e-07, 838.874862159
6268, -2.5966638703e-07, -1.95103830603e-05, 1.73993133225e-06, 878.456640883
6269, 2.28129160007e-07, -1.86662548407e-05, 1.82704493693e-06, 900.402682376
6270, -2.36862285007e-06, -2.12073481601e-05, -1.45815595558e-06, 851.471807683
6271, 4.81202715271e-06, -1.95384165164e-05, -1.8599687292e-06, 983.386250341
6272, 1.65107212182e-06, -1.84621736669e-05, -2.25882633481e-06, 910.409580832
6273, 2.56040810574e-06, -1.88749665103e-05, 1.49994924669e-07, 969.874855834
6274, 5.02159972443e-06, -1.80340287524e-05, -1.40246481764e-06, 966.898045722
6275, -1.45351373538e-06, -1.93763923664e-05, -8.87246505025e-07, 867.353461664
6276, 4.24578770585e-06, -1.97792696425e-05, -2.07668465248e-06, 1000.61207762
6277, -6.89739595298e-07, -1.8075154691e-05, -1.40069622472e-06, 923.638151719
6278, -4.64944929044e-06, -1.94899149348e-05, -1.79041345007e-06, 888.675400655
6279, -3.2369991841e-07, -1.9550426419e-05, -5.28791812352e-07, 883.728188866
6280, 2.97401582645e-07, -2.06559531359e-05, -7.54514058446e-07, 853.581052281
6281, 4.79396725567e-07, -2.0424140385e-05, 2.17785816997e-07, 929.043476066
6282, 3.99593336828e-06, -2.00591102538e-05, -4.79778186679e-06, 1089.6301919
6283, 1.89718077274e-06, -1.80077883614e-05, -2.35453895685e-06, 913.247975673
6284, 3.22182682532e-06, -2.0855036687e-05, 8.60259186887e-07, 932.969905871
6285, 1.34856483517e-07, -1.74173108995e-05, -2.11314466454e-06, 864.226639987
6286, 2.955293091e-07, -1.65629420997e-05, -3.34844933789e-06, 953.860766947
6287, 3.2441758463e-06, -1.75675266787e-05, -3.83858059402e-06, 926.309412384
6288, 3.90868660142e-06, -1.83747382081e-05, 7.34397218818e-07, 873.057108901
6289, 1.4483241001e-06, -1.77931988583e-05, -4.18896088958e-06, 931.800553013
6290, 6.2656427013e-06, -2.07591477048e-05, 8.33738009724e-07, 1171.68240807
6291, 4.35797058966e-06, -1.95536542111e-05, -1.47675480039e-06, 907.967839325
6292, 4.46796282833e-06, -1.91505689905e-05, -1.2957818959e-06, 965.007513176
6293, -4.74561292289e-07, -1.83679645491e-05, -2.19516549537e-06, 885.731574249
6294, -2.76620866921e-06, -1.8412049518e-05, -1.38358898841e-06, 942.922687197
6295, 5.14808780134e-07, -1.73074856469e-05, -3.63822725865e-06, 994.582458583
6296, 1.32570674606e-06, -1.73002891206e-05, -3.2282482487e-06, 957.636955528
6297, 1.75750827076e-06, -2.01435859203e-05, -4.4238351881e-06, 919.121534401
6298, -1.07640335777e-07, -1.89109852336e-05, -1.03572419976e-06, 887.845010191
6299, 1.09986569019e-06, -1.87519874642e-05, -3.64646489995e-07, 1008.29595013
6300, -1.41768548114e-07, -1.90423265454e-05, -1.7499943453e-06, 785.933805779
6301, 8.47868727765e-07, -1.96854538989e-05, 2.00295792367e-06, 938.069045423
6302, -1.59619727449e-06, -1.69018890632e-05, 1.32243836438e-06, 879.677455915
6303, -2.61926161762e-07, -1.83425822749e-05, 2.32286773124e-06, 885.713321784
6304, -3.83243436168e-06, -1.95367316057e-05, -2.20058523223e-06, 794.982580871
6305, 6.69044324545e-07, -1.82505639164e-05, -2.55458889868e-06, 932.373091556
6306, 2.69184081866e-06, -1.9881620588e-05, -1.34660947388e-06, 1003.94013258
6307, 5.50071410038e-07, -1.92728255864e-05, -3.82860115361e-06, 920.710990454
6308, 3.47022708711e-06, -1.73479771226e-05, -4.53547837437e-06, 940.401756311
6309, 1.71901394164e-06, -1.99359773748e-05, -1.01516449909e-06, 803.441996498
6310, -1.28254791193e-07, -1.88994067186e-05, -1.00061216678e-07, 1006.13179869
6311, 3.21851810053e-08, -1.77668825925e-05, -6.9651439168e-07, 858.22479213
6312, 2.68388821329e-06, -1.90238715041e-05, -5.00246889984e-06, 994.800288531
6313, -1.52039916855e-06, -1.82645826488e-05, -5.14251429134e-07, 883.026120436
6314, 2.93945339822e-06, -1.9488740502e-05, -3.26989207104e-08, 924.100520633
6315, 5.49925109607e-07, -1.8430242695e-05, -2.24793423582e-06, 953.702741462
6316, 4.15683445029e-06, -1.91732862511e-05, 1.80863761517e-07, 965.010334019
6317, 2.72955231815e-06, -1.87759277941e-05, -1.88664821581e-06, 940.011485648
6318, 5.42477549386e-06, -2.06615837481e-05, -1.74050034953e-06, 1063.22894334
6319, 1.88700932241e-06, -1.94604401916e-05, -1.95233220145e-06, 900.312826432
6320, 9.70194174574e-07, -1.95989345552e-05, -3.62382543566e-06, 895.559282907
6321, -1.30769161077e-07, -1.73269577496e-05, -1.03009204202e-07, 897.596254297
6322, 5.42130449805e-07, -1.86186406316e-05, -4.10489132173e-07, 895.805805332
6323, 7.34836957914e-07, -1.69134812957e-05, -2.97340774303e-06, 912.227972589
6324, 3.09313672917e-06, -1.65595377896e-05, -5.00933330041e-06, 1009.25734709
6325, -2.66142565846e-06, -1.74524559606e-05, -1.95957409247e-06, 944.423800042
6326, 2.1848133671e-07, -1.76499466426e-05, -2.28688600486e-06, 969.328830068
6327, -1.29289617452e-07, -1.64164672931e-05, -1.04265222968e-07, 925.125860187
6328, 3.17674380591e-06, -2.08512952785e-05, 1.62646129082e-07, 911.532700061
6329, 1.51932740965e-06, -1.78613002746e-05, -2.74586834832e-06, 880.09544817
6330, -1.24424284556e-07, -1.86334115001e-05, -1.03671060527e-07, 890.351776622
6331, 5.34447705702e-07, -1.71722751912e-05, -4.67929292299e-06, 902.304255318
6332, 1.35993086594e-06, -2.0288803541e-05, -1.8321965214e-06, 929.677806453
6333, 4.26087308049e-06, -1.9411756802e-05, -1.28322440732e-06, 1009.31275301
6334, -4.28517845785e-06, -2.08832468026e-05, -3.48880823347e-07, 863.091722187
6335, 1.26808491069e-06, -1.91715788818e-05, -1.72744547297e-06, 941.914405197
6336, 2.68577110553e-06, -1.58088577991e-05, -1.1350383928e-06, 889.082703758
6337, 7.49213388152e-08, -1.78944412896e-05, -9.38127763808e-07, 967.632768073
6338, 1.4842977975e-06, -1.77327708657e-05, -3.05252110424e-06, 931.424891516
6339, 2.41839253971e-06, -1.95072098813e-05, 4.84450873017e-07, 1022.52450005
6340, 1.83755490102e-06, -1.91689737194e-05, 4.82784867863e-07, 829.18176573
6341, -1.73180039821e-06, -2.00441007686e-05, 1.54550028681e-06, 850.195606332
6342, -1.05600111583e-06, -1.91081679836e-05, -9.21155136817e-07, 866.949723438
6343, 1.20046906183e-06, -1.8943267333e-05, -1.54492731523e-07, 1003.62771757
6344, 4.78866102957e-06, -1.7718515495e-05, -4.67024543252e-06, 992.102212035
6345, 3.07691333153e-06, -1.93340075179e-05, 1.14276973275e-06, 905.322617547
6346, 9.18715334708e-07, -1.77071305579e-05, -2.00871765329e-06, 907.223682044
6347, 1.67731406201e-06, -1.92950238178e-05, 6.34611002798e-07, 961.651466081
6348, 3.67626833608e-06, -1.9792205167e-05, -2.04571079479e-06, 982.491765413
6349, 7.42602065957e-07, -1.64516403127e-05, -1.77124706215e-06, 822.427938744
6350, -1.26822364356e-06, -1.99217544266e-05, -1.4803051909e-06, 930.933934827
6351, 8.21292554098e-07, -2.0476962606e-05, 2.10981877149e-09, 989.877724462
6352, -1.25215027284e-06, -1.99523454052e-05, 6.06195354375e-07, 846.342393467
6353, 4.64589624356e-06, -2.13027938403e-05, -9.18401443983e-07, 1113.39516739
6354, 2.9837582703e-07, -1.88356110072e-05, -1.59962572666e-06, 870.650718473
6355, 2.41626182536e-06, -1.84502184006e-05, 1.34130984307e-06, 934.847105006
6356, 1.39181832741e-06, -1.7014659372e-05, -1.87381514182e-06, 843.201879376
6357, -1.88733345469e-06, -1.86955992091e-05, -1.51082165959e-06, 827.108587517
6358, 3.32863887159e-06, -1.84338774577e-05, -4.22945263085e-06, 952.451532102
6359, 9.95375328218e-07, -1.91722607941e-05, -2.24952151278e-06, 996.468391635
6360, 1.0601671249e-06, -1.95119242043e-05, -1.15167276309e-06, 861.950931059
6361, -4.61556618635e-07, -1.97465854028e-05, -1.33779834586e-06, 837.784085032
6362, 1.90363585114e-06, -1.9289555134e-05, -4.73878617858e-06, 1071.25681905
6363, 1.00815790012e-06, -1.65476904429e-05, -2.19615338788e-06, 868.436826133
6364, 2.0847914246e-07, -1.81170697479e-05, -3.11036063607e-06, 1030.33724164
6365, 2.31847475522e-06, -1.9421584661e-05, -2.50488778755e-06, 1135.68669795
6366, -1.31264353442e-07, -1.5753555807e-05, -1.04424090218e-07, 884.250009383
6367, 2.58166935146e-06, -2.03563686073e-05, 6.32569511503e-07, 948.497775806
6368, 1.63482574176e-06, -1.72026494452e-05, -6.77041528426e-07, 1075.87467243
6369, 3.82338072852e-06, -1.89940621233e-05, -1.14773965188e-06, 973.494671997
6370, -6.27777638067e-07, -1.85880698749e-05, -2.56891332645e-06, 865.468384777
6371, 5.36418552831e-07, -1.95410942664e-05, -2.12742727523e-06, 877.229827054
6372, -1.28958659717e-07, -2.23833836647e-05, -9.31447051003e-08, 873.061153635
6373, 3.64553334959e-07, -1.91483502137e-05, 7.7910662776e-08, 990.779004321
6374, 2.13830810942e-06, -2.00775083737e-05, -1.30582578499e-06, 926.255759059
6375, -1.25025629577e-06, -1.84281313966e-05, -2.93522410879e-07, 929.059433335
6376, 4.67139283175e-06, -2.05006836814e-05, -1.68216071289e-06, 993.220217419
6377, 3.54734880439e-06, -1.79159477287e-05, -1.96005981871e-06, 874.284677867
6378, 1.14380802317e-06, -1.6855700218e-05, -1.7633157889e-06, 909.752348337
6379, -1.64824315913e-06, -1.81441032575e-05, 1.24476030977e-06, 871.03563179
6380, -1.26756972184e-07, -1.77839699496e-05, -1.07138984626e-07, 844.846635467
6381, 2.97697351341e-08, -1.96102133325e-05, 5.89309122105e-07, 977.394023696
6382, -7.12024458115e-07, -1.93917709986e-05, -7.79443498693e-07, 940.904776734
6383, -5.06145431882e-07, -2.06200897562e-05, 2.63597222803e-06, 799.935919047
6384, 9.60134110545e-07, -1.85801169851e-05, -1.284358295e-06, 951.44849899
6385, -6.61545107173e-07, -1.6589304331e-05, -3.90080797878e-06, 884.544704298
6386, -1.58689840796e-06, -1.77788469023e-05, -2.61103556256e-06, 845.281123784
6387, 1.35696953068e-06, -1.77869259023e-05, 1.07424354304e-06, 848.457093198
6388, 9.04822614319e-07, -2.06636194795e-05, -3.67950833666e-06, 986.63482675
6389, 3.07340651038e-07, -2.00083166541e-05, -1.43733643892e-07, 1011.26254775
6390, -1.35160876166e-06, -1.85607006045e-05, -3.67359988874e-06, 897.289756885
6391, 2.19772081564e-06, -1.91880585659e-05, -4.8166302883e-06, 889.222370128
6392, 1.69876830946e-06, -1.87236210229e-05, -1.40433675813e-06, 953.749064784
6393, 1.81080009951e-07, -1.77151574814e-05, -1.88700306325e-06, 938.801538949
6394, 2.69374048689e-06, -1.89516317815e-05, -1.01579896496e-06, 867.275211084
6395, -2.86619641191e-06, -1.91047743268e-05, -6.13445783299e-08, 906.51918456
6396, -1.68148732654e-06, -2.03240052693e-05, -6.66255318425e-07, 920.02841279
6397, 2.22365533248e-06, -1.90689597358e-05, -9.93929305632e-07, 831.227111828
6398, 1.31600333112e-06, -2.01155609782e-05, 1.04329470079e-06, 859.756405253
6399, -1.11866432468e-06, -1.69773676119e-05, -3.10054790689e-06, 993.187667242
6400, 5.21386301723e-06, -1.9612509793e-05, -1.36434901641e-06, 916.525528677
6401, 2.79062327473e-06, -1.78357595311e-05, -2.65991968534e-06, 887.780599288
6402, 1.45917969662e-07, -1.97288305401e-05, -1.92471350926e-06, 862.703157997
6403, -1.30035535147e-07, -1.86747004728e-05, -9.89926378903e-08, 852.542033535
6404, -1.24090000417e-07, -1.88280468933e-05, -1.04348483471e-07, 833.931837864
6405, 2.09664399557e-06, -1.97242662562e-05, -2.96525738499e-06, 866.585147205
6406, -1.17124990031e-06, -1.97459171982e-05, 1.56394172696e-06, 875.224914174
6407, -2.15592200802e-06, -1.80963567479e-05, -1.74802699075e-07, 834.571080853
6408, -1.41491293572e-06, -1.49573646701e-05, -3.34406874626e-06, 1026.8744356
6409, 1.66727291579e-06, -1.99198220836e-05, -9.17044799002e-07, 863.575724202
6410, 1.55866520609e-06, -1.86548459444e-05, -2.25110757617e-06, 1009.11755865
6411, 2.37357562961e-06, -1.80724435386e-05, -2.05678612894e-06, 852.383668874
6412, 3.57740131413e-06, -1.87283399475e-05, 2.73735595721e-08, 847.87037951
6413, -1.13040019355e-06, -1.79178314859e-05, 5.87138264447e-07, 955.597633558
6414, 4.45340636112e-06, -1.75414157694e-05, -5.89139262237e-07, 1007.32379835
6415, 4.24083949624e-06, -1.89726292542e-05, -3.33471040403e-06, 968.727412753
6416, 2.53087326519e-06, -2.03688659938e-05, -2.73648414916e-06, 885.718164938
6417, -3.06163104882e-06, -1.83626505703e-05, -1.53078871737e-06, 898.995882297
6418, 2.42306808514e-06, -1.79119905777e-05, -2.32048462895e-06, 865.791122522
6419, 2.06348179314e-06, -1.80714402865e-05, -1.46708130972e-06, 881.259750991
6420, -2.52773119338e-07, -1.8627691648e-05, -5.25972212113e-07, 862.851544261
6421, -3.79163413209e-06, -1.6945196472e-05, -5.28748989979e-07, 872.870842161
6422, 2.47726082604e-06, -1.74099971854e-05, -3.59787319583e-06, 881.361711018
6423, -1.71538095032e-06, -1.82570949219e-05, 8.48035332904e-07, 863.149414043
6424, -1.01855341719e-06, -1.84466110775e-05, 5.58248753299e-07, 866.801343243
6425, 6.40311128358e-07, -1.98669653482e-05, 1.4867356923e-06, 942.985557113
6426, 4.21467699283e-07, -1.87300804781e-05, -1.56687784826e-06, 862.428897513
6427, 2.72324403572e-06, -1.82183147532e-05, -3.37035935306e-07, 962.826956837
6428, 3.50789417697e-07, -1.54231529404e-05, -2.51196845062e-06, 923.661148468
6429, 1.20011410936e-06, -1.74455385918e-05, -1.64717818154e-06, 938.610547106
6430, -6.86085872608e-07, -1.78566198303e-05, -9.42065940264e-07, 791.300330108
6431, -2.96761250501e-06, -1.76848469606e-05, 1.03306934248e-06, 861.236463104
6432, 1.0761256292e-06, -1.69897976976e-05, -3.29941325116e-06, 937.074911799
6433, 2.46867395247e-06, -1.92193765709e-05, -2.65276917651e-06, 886.269883192
6434, 4.82087669082e-06, -1.92846883798e-05, -2.31990000339e-06, 903.004182593
6435, 3.0159980866e-06, -1.63721813787e-05, -2.62698918259e-06, 930.186374155
6436, 4.63052140479e-06, -1.87740221966e-05, -3.2597000653e-06, 1028.9007829
6437, 3.67771535192e-06, -1.86357418602e-05, -8.79288188684e-07, 994.492692743
6438, 2.96531763556e-07, -1.78218214184e-05, -1.20883114103e-06, 910.051402109
6439, 1.81043087481e-06, -1.69275642314e-05, -3.32053548628e-06, 977.765095599
6440, 3.32724596894e-06, -2.15763839331e-05, -1.75759609339e-06, 863.867825396
6441, -1.28870772206e-07, -1.66593301442e-05, -1.04292890869e-07, 794.31452558
6442, -1.41726774766e-06, -1.89313246644e-05, -2.35870651874e-07, 931.113155599
6443, 1.44672435652e-06, -1.68295123853e-05, 6.49619660036e-07, 888.074482246
6444, 4.07289643274e-07, -1.79954565377e-05, -3.19204382248e-06, 937.522051371
6445, 2.20435434566e-07, -1.8360232172e-05, -1.07162672573e-06, 871.605711948
6446, -1.30197332811e-07, -1.67638270252e-05, -1.04969055613e-07, 873.728897703
6447, 1.8482490246e-06, -1.74434907827e-05, -2.04461722204e-06, 876.958342522
6448, 1.99925035729e-06, -2.09450454069e-05, -1.46742275449e-06, 925.89629565
6449, 1.31146764646e-06, -1.88490504106e-05, -2.93006955207e-06, 962.899675774
6450, -1.4697439929e-06, -1.93523863658e-05, -8.75954773198e-07, 881.725701343
6451, -1.48206280024e-06, -1.88440421336e-05, -9.63735859979e-11, 844.618927569
6452, -2.78887679352e-06, -1.87556886528e-05, 9.77816573758e-07, 903.500955298
6453, 1.72802935776e-06, -1.97633539466e-05, -4.71187292229e-07, 916.101902259
6454, -1.60584043516e-06, -1.85130510881e-05, -1.02218755636e-06, 946.406536064
6455, 1.19288898938e-06, -1.78845749526e-05, -6.99739420586e-07, 919.440308332
6456, -5.26628667737e-07, -1.82241958818e-05, 1.81169086681e-07, 933.830755754
6457, 9.9147095228e-07, -1.82640040291e-05, 4.08753010491e-07, 938.747899109
6458, -1.26608480495e-07, -1.97464724799e-05, -1.03648073764e-07, 852.965856688
